SummaryID,BestAICBySubset,A2HighDepthAmplitudeRatio,A2HighDepthResidualRMS,A2MidDepthAmplitudeRatio,A2MidDepthResidualRMS,A2MidHighAmplitudeRatio,Interpretation,ClaimBoundary
SOURCE_SPLIT_A2_PRIOR_BENCHMARK_SUMMARY,"{'all_points': 'K2_SOURCE_SPLIT_A2_PRIOR', 'high_depth': 'K2_SOURCE_SPLIT_A2_PRIOR', 'mid_depth': 'K2_SOURCE_SPLIT_A2_PRIOR', 'mid_high_depth': 'K2_SOURCE_SPLIT_A2_PRIOR', 'sign_stable_only': 'K2_SOURCE_SPLIT_A2_PRIOR'}",0.951066837716019,0.29440382868789833,0.5564043522363112,0.5927675022456113,0.8691243613519534,a2_prior_is_strong_in_high_depth_partial_in_mid_depth,a2_prior_benchmark_preflight_no_measurement_validation
