CandidateID,PolicyFile,Rows,ActiveMemoryRows,SuppressedOrBaselineRows,CovariancePositiveDefinite,CovarianceMinEigenvalue,CovarianceMaxEigenvalue,BestModel,K1AIC,A2ScalarV1AIC,A2ProjectionGatedV2AIC,BestPolyAIC,DeltaAIC_V2_minus_V1,DeltaAIC_V2_minus_K1,DeltaAIC_V2_minus_BestPoly,V2ImprovesOverV1,V2ImprovesOverK1,V2BeatsBestPoly,KernelChanged,Rho,P,A_tau,K1Refit,TargetSignUsedForGate,MeasurementValidationAllowed,CurrentStatus,StrongestAllowedClaim,PrimaryResidualRisk,ClaimBoundary
A2_PROJECTION_GATE_POLICY_V2_RERUN,frozen/a2_projection_gate_policy_v2.yaml,8,2,6,True,0.9074439354535999,4.916433512454459,POLY_DEG3,12.465444556461476,15.045105114827487,13.18469595435819,11.839241347623359,-1.8604091604692972,0.7192513978967146,1.3454546067348314,True,False,False,False,4.0,3,2.0,False,False,False,A2_V2_IMPROVES_V1_BUT_NOT_NULLS,projection-gated A2 v2 tests a non-fitted Tau Core structural refinement,projection gates are theory-declared but still require independent validation and final covariance route,projection_gated_a2_candidate_no_measurement_validation
