DiagnosisID,RouteID,SubsetID,Rows,K2ProjectedBackreactionScale,K2Energy,BackreactionLikeComponentEnergy,K2ResidualEnergy,BackreactionLikeEnergyFractionOfK2,CorrelationBackreactionComponentWithK2,CorrelationK2ResidualWithTarget,CorrelationBackreactionComponentWithTarget,K2Chi2ToTarget,BackreactionComponentChi2ToTarget,K2ResidualChi2ToTarget,K1PlusLockedK2Chi2ToTarget,K1PlusResidualOnlyChi2ToTarget,ScaleFitAllowed,LockedK2Changed,MeasurementValidationAllowed,CurrentStatus,ClaimBoundary
BACKREACTION_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,all_depth,8,0.2598323876371881,1.1338003514857051,0.43493097454759466,0.6988693769381106,0.3836045508167919,0.7475063238599533,0.5292388239586343,-0.15371713893098649,13.215274786282366,18.175145022201747,12.557564936217158,11.700954622986748,10.934986015792907,False,False,False,BACKREACTION_LIKE_COMPONENT_DIAGNOSTIC_ONLY,backreaction_k2_component_split_no_measurement_validation
BACKREACTION_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,mid_high_depth,6,0.3439665106673345,1.085210042875162,0.6385449420679612,0.4466651008072009,0.5884067754996041,0.7627635031393927,0.334392847764557,0.6604591166679055,1.7116149493531636,3.1110878894357503,3.2788656797505045,1.2587145219066587,2.572993657702645,False,False,False,BACKREACTION_LIKE_COMPONENT_DIAGNOSTIC_ONLY,backreaction_k2_component_split_no_measurement_validation
BACKREACTION_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,high_depth,3,0.3959078567775718,1.0737208218606804,0.7553637718034103,0.31835705005726994,0.7035010930442976,0.4296928418303207,0.29702474063809475,0.7239741955314982,0.824353536557815,1.2920925426954795,3.121827170710164,0.5043557734668077,2.474713192557067,False,False,False,BACKREACTION_LIKE_COMPONENT_DIAGNOSTIC_ONLY,backreaction_k2_component_split_no_measurement_validation
BACKREACTION_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,mid_depth,3,-0.08912734321758259,0.01148922101448168,0.004591145037755527,0.006898075976726157,0.399604553865626,0.6898319947018968,0.9276915728819052,0.8492225588588822,0.8872614127953489,0.9776621636630929,0.998371692117517,0.7543587484398508,0.8573772309973855,False,False,False,BACKREACTION_LIKE_COMPONENT_DIAGNOSTIC_ONLY,backreaction_k2_component_split_no_measurement_validation
BACKREACTION_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,low_depth,2,-0.17464716563389632,0.0485903086105429,0.031877559151007144,0.01671274945953575,0.6560476782831237,-1.0,-0.9999999999999998,1.0,11.503659836929204,11.601251565602137,12.741504823630514,10.442240101080088,11.62440657449319,False,False,False,BACKREACTION_LIKE_COMPONENT_DIAGNOSTIC_ONLY,backreaction_k2_component_split_no_measurement_validation
BACKREACTION_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,all_depth,8,0.27287155833010446,1.191956144129139,0.4301482984211704,0.7618078457079687,0.36087594374996335,0.7268294236866126,0.5101868244998512,-0.14048119504571127,13.93972224709762,19.343011872626963,13.585209442781125,12.238080431619863,11.759362430740245,False,False,False,BACKREACTION_LIKE_COMPONENT_DIAGNOSTIC_ONLY,backreaction_k2_component_split_no_measurement_validation
BACKREACTION_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,mid_high_depth,6,0.3670808246852195,1.1515708038323473,0.6488516523041357,0.5027191515282113,0.5634492035963421,0.7130325127673992,0.29044894114835146,0.7099860502953563,1.7635599739890684,3.318723807518029,3.8677813480152072,1.1717669082102655,2.990939649431901,False,False,False,BACKREACTION_LIKE_COMPONENT_DIAGNOSTIC_ONLY,backreaction_k2_component_split_no_measurement_validation
BACKREACTION_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,high_depth,3,0.39676711602709586,1.0630205492780063,0.7056185216861985,0.3574020275918075,0.663786341821377,0.14919172321951302,0.24084213783859099,0.5080328927627316,1.1517151657837967,1.9203762665330133,3.5458418774071934,0.7135036155597119,2.7908846626194306,False,False,False,BACKREACTION_LIKE_COMPONENT_DIAGNOSTIC_ONLY,backreaction_k2_component_split_no_measurement_validation
BACKREACTION_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,mid_depth,3,-0.03249460978511803,0.08855025455434098,0.00035162394944087365,0.0881986306049001,0.003970897104819627,-0.7349146177952585,0.9019453305812927,-0.3935562026762917,0.6118448082052715,1.0986361512967509,0.6216508602962785,0.45826329265055354,0.467361350072537,False,False,False,BACKREACTION_LIKE_COMPONENT_DIAGNOSTIC_ONLY,backreaction_k2_component_split_no_measurement_validation
BACKREACTION_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,low_depth,2,-0.19883678893150203,0.04038534029679189,0.03802205272224237,0.0023632875745495307,0.9414815485722859,-1.0,-1.0,1.0,12.176162273108552,12.167432261105999,13.574283898768854,11.066313523409598,12.400538944309858,False,False,False,BACKREACTION_LIKE_COMPONENT_DIAGNOSTIC_ONLY,backreaction_k2_component_split_no_measurement_validation
