AuditID,RouteID,FamilyID,SampleID,GridIndex,z_grid,FamilyBackreactionInterpolated,FamilyBackreactionWhitened,WhitenedTarget,K1Whitened,K2LockedWhitened,ResidualToTarget,ResidualToK2,SignStable,SignMatchesTarget,SignMatchesK2,MeasurementValidationAllowed,ClaimBoundary,DepthZone,FamilyChi2Contribution,K1Chi2Contribution,K2Chi2Contribution,DeltaChi2_K2_minus_Family_Row,DeltaChi2_K2_minus_K1_Row,DominanceClass,K2BeatsFamilyRow,K2BeatsK1Row,FamilyBeatsK2Row
AUTHOR_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,0,0.51,2.413659501111471,1.322200989366595,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,-4.067632277848486,-1.4018931307827596,True,False,False,False,author_protocol_guided_dominance_no_measurement_validation,low_depth,16.545632347794864,6.999237284872162,7.106165200198707,-9.439467147596158,0.106927915326545,K1_LOWEST_ROW_CHI2,True,False,False
AUTHOR_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,1,0.7375,2.0893154002092733,1.2408332171608998,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,-3.543376070731297,-1.446355651963159,True,False,False,False,author_protocol_guided_dominance_no_measurement_validation,low_depth,12.555513978631167,4.707958942975008,4.397494636730497,-8.158019341900669,-0.31046430624451116,K2_LOWEST_ROW_CHI2,True,True,False
AUTHOR_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,2,0.965,1.884755945607304,1.1851368617084668,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,-1.9866198132710453,-1.2476660409461102,True,False,False,False,author_protocol_guided_dominance_no_measurement_validation,mid_depth,3.9466582824810827,0.5768645486727744,0.5460526776332517,-3.400605604847831,-0.030811871039522654,K2_LOWEST_ROW_CHI2,True,True,False
AUTHOR_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,3,1.1925,1.7651035746614334,1.060467114651083,0.173576508880147,0.0124813409147406,0.042579236107518,-0.8868906057709359,-1.017887878543565,False,True,True,False,author_protocol_guided_dominance_no_measurement_validation,mid_depth,0.7865749466047377,0.025951653141802502,0.017160285473866572,-0.7694146611308711,-0.00879136766793593,K2_LOWEST_ROW_CHI2,True,True,False
AUTHOR_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,4,1.42,1.6574456598690128,0.6397040476731104,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,-1.2848929478448192,-0.7156404118924261,True,False,False,False,author_protocol_guided_dominance_no_measurement_validation,mid_depth,1.6509498874213493,0.3369085003799014,0.3240484496882305,-1.3269014377331187,-0.012860050691670899,K2_LOWEST_ROW_CHI2,True,True,False
AUTHOR_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,5,1.6475,1.5903612650930812,0.6697520308612793,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,-1.051168595933877,-0.7981331272276818,True,False,False,False,author_protocol_guided_dominance_no_measurement_validation,high_depth,1.1049554170775984,0.11299801197747789,0.06402694842336394,-1.0409284686542344,-0.048971063554113944,K2_LOWEST_ROW_CHI2,True,True,False
AUTHOR_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,6,1.875,1.5331231909980916,0.6603369592964945,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,-2.050155337450565,-1.5499287762445473,False,False,False,False,author_protocol_guided_dominance_no_measurement_validation,high_depth,4.20313690767704,1.374412504364811,0.2502266125359977,-3.9529102951410424,-1.1241858918288132,K2_LOWEST_ROW_CHI2,True,True,False
AUTHOR_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,8,2.33,1.4186470428081126,0.8602785424264284,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,-2.0901128631709907,-1.3759000268270525,False,False,False,False,author_protocol_guided_dominance_no_measurement_validation,high_depth,4.368571780792836,1.2838298911539252,0.5100999755984533,-3.8584718051943825,-0.7737299155554719,K2_LOWEST_ROW_CHI2,True,True,False
AUTHOR_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,AUTHOR_HD_CRITERIA_2_LOW_LOSS_PROXY,0,0,0.51,2.5115630128560347,1.3781558182672564,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,-4.123587106749148,-1.457847959683421,True,False,False,False,author_protocol_guided_dominance_no_measurement_validation,low_depth,17.003970626947808,6.999237284872162,7.106165200198707,-9.897805426749102,0.106927915326545,K1_LOWEST_ROW_CHI2,True,False,False
AUTHOR_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,AUTHOR_HD_CRITERIA_2_LOW_LOSS_PROXY,0,1,0.7375,2.154011345824061,1.2762009353472092,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,-3.5787437889176066,-1.4817233701494683,True,False,False,False,author_protocol_guided_dominance_no_measurement_validation,low_depth,12.807407106716347,4.707958942975008,4.397494636730497,-8.409912469985851,-0.31046430624451116,K2_LOWEST_ROW_CHI2,True,True,False
