ProductID,ObservableClass,TransformStatus,Rows,ZMin,ZMax,MedianSigmaDiag,DistinctQuantities
DESI_DR1_BAO_ALL_GAUSSIAN,BAO_RAW_OBSERVABLE,RAW_OBSERVABLE_NOT_K2_DIAGNOSTIC,12,0.295,2.33,0.38426911342519754,DH_over_rs|DM_over_rs|DV_over_rs
DESI_DR2_BAO_ALL_GAUSSIAN,BAO_RAW_OBSERVABLE,RAW_OBSERVABLE_NOT_K2_DIAGNOSTIC,13,0.295,2.33,0.22455135092000672,DH_over_rs|DM_over_rs|DV_over_rs
PANTHEON_PLUS_SH0ES_SN,SN_RAW_DISTANCE,RAW_OBSERVABLE_NOT_K2_DIAGNOSTIC,1701,0.00122,2.26137,0.15555966700915763,MU_SH0ES
