TransformID,ProductID,RowID,Quantity,z,ObservedValue,AuditPrediction,LogResidual,SigmaDiag,CovarianceIndex,x_z_normalized,x_chi_normalized,x_likelihood_native_index,BaselineID,TransformStatus,ClaimBoundary
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,0,DV_over_rs,0.295,7.94167639,7.792303531179549,0.018987865427223263,0.009581347753941438,0,0.12660944206008581,0.2091506206047995,0.0,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,1,DM_over_rs,0.51,13.58758434,13.069767887258704,0.03885469132513527,0.012391222789573143,1,0.21888412017167383,0.34169290109980066,0.08333333333333333,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,2,DH_over_rs,0.51,21.86294686,22.131987657650853,-0.012230687664555187,0.01961621768221515,2,0.21888412017167383,0.34169290109980066,0.16666666666666666,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,3,DM_over_rs,0.706,17.35069094,17.16397113232184,0.010819843976770414,0.010370262565945615,3,0.30300429184549355,0.4487307804855057,0.25,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,4,DH_over_rs,0.706,19.45534918,19.689141917890066,-0.0119452577515111,0.017160834714924602,4,0.30300429184549355,0.4487307804855057,0.3333333333333333,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,5,DM_over_rs,0.934,21.57563956,21.361640678680885,0.009968058157212547,0.007498344864675307,5,0.4008583690987125,0.5584736664416251,0.41666666666666663,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,6,DH_over_rs,0.934,17.64149464,17.196999815577175,0.025518837870043772,0.011396043968131467,6,0.4008583690987125,0.5584736664416251,0.5,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,7,DM_over_rs,1.321,27.60085612,27.32933251539921,0.009886214587637153,0.011758906085866645,7,0.5669527896995707,0.7144916260803531,0.5833333333333333,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,8,DH_over_rs,1.321,14.17602155,13.809459940237282,0.026198053807412105,0.015840223586568034,8,0.5669527896995707,0.7144916260803531,0.6666666666666666,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,9,DM_over_rs,1.484,30.51190063,29.4844211810677,0.034254763804141664,0.02502491254489203,9,0.6369098712446352,0.7708337794944123,0.75,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,10,DH_over_rs,1.484,12.81699964,12.65745192625074,0.012526259849854976,0.04041599311235677,10,0.6369098712446352,0.7708337794944123,0.8333333333333333,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,11,DH_over_rs,2.33,8.631545674846294,8.48932257090028,0.016614388180553986,0.011708500050339923,11,1.0,1.0,0.9166666666666666,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,12,DM_over_rs,2.33,38.988973961958784,38.250029832901674,0.019134547015601047,0.013636727876309297,12,1.0,1.0,1.0,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR1_BAO_ALL_GAUSSIAN,0,DV_over_rs,0.295,7.92512927,7.792303531179549,0.01690211151387528,0.019020734644807552,0,0.12660944206008581,0.2091506206047995,0.0,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR1_BAO_ALL_GAUSSIAN,1,DM_over_rs,0.51,13.6200308,13.069767887258704,0.04123979382049141,0.018496656884886383,1,0.21888412017167383,0.34169290109980066,0.09090909090909091,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR1_BAO_ALL_GAUSSIAN,2,DH_over_rs,0.51,20.98334647,22.131987657650853,-0.053294869491383505,0.02910458924179443,2,0.21888412017167383,0.34169290109980066,0.18181818181818182,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR1_BAO_ALL_GAUSSIAN,3,DM_over_rs,0.706,16.84645313,17.16397113232184,-0.018672347349363665,0.01895570307602088,3,0.30300429184549355,0.4487307804855057,0.2727272727272727,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR1_BAO_ALL_GAUSSIAN,4,DH_over_rs,0.706,20.07872919,19.689141917890066,0.019593693357913965,0.029651096007282444,4,0.30300429184549355,0.4487307804855057,0.36363636363636365,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR1_BAO_ALL_GAUSSIAN,5,DM_over_rs,0.93,21.70841761,21.292771918137447,0.019332425066386074,0.012993906964480627,5,0.39914163090128757,0.5566731776566944,0.4545454545454546,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR1_BAO_ALL_GAUSSIAN,6,DH_over_rs,0.93,17.87612922,17.23739806493308,0.03638493019408367,0.01937317140730318,6,0.39914163090128757,0.5566731776566944,0.5454545454545454,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR1_BAO_ALL_GAUSSIAN,7,DM_over_rs,1.317,27.78720817,27.27403443681093,0.01864064697194798,0.024843819785782668,7,0.5652360515021458,0.7130459256524646,0.6363636363636364,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR1_BAO_ALL_GAUSSIAN,8,DH_over_rs,1.317,13.82372285,13.839590910505658,-0.0011472278688957527,0.030543212993613667,8,0.5652360515021458,0.7130459256524646,0.7272727272727273,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR1_BAO_ALL_GAUSSIAN,9,DV_over_rs,1.491,26.07217182,25.42960294507745,0.02495456605538776,0.02564732759659058,9,0.6399141630901288,0.773145933832244,0.8181818181818182,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR1_BAO_ALL_GAUSSIAN,10,DM_over_rs,2.33,39.70838281,38.250029832901674,0.03741797909019638,0.02375486205851393,10,1.0,1.0,0.9090909090909092,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR1_BAO_ALL_GAUSSIAN,11,DH_over_rs,2.33,8.52256583,8.48932257090028,0.0039082435330454555,0.0200455167875583,11,1.0,1.0,1.0,AUDIT_FLAT_LCDM_BAO_V0,BAO_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_no_measurement_validation
