AuditID,RouteID,ComponentIndex,GridIndex,z_grid,OmegaInterpolated,OmegaSigmaInterpolated,BackreactionRawWhitened,BackreactionUnitShapeWhitened,WhitenedTarget,K1Whitened,K2LockedWhitened,BackreactionRawResidualToTarget,BackreactionRawResidualToK2,SignStable,RawSignMatchesTarget,RawSignMatchesK2,ClaimBoundary
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,0,0,0.51,1.3279504899504788,1.2343750212843232,0.8583604478335738,0.25518456197152267,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,-3.603791736315465,-0.9380525892497384,True,False,False,provisional_backreaction_preflight_no_measurement_validation
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,1,1,0.7375,1.0771617392418218,0.9646464285927884,0.5552722553420286,0.1748388350454061,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,-2.857815108912426,-0.7607946901442879,True,False,False,provisional_backreaction_preflight_no_measurement_validation
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,2,2,0.965,0.7815712706922793,0.6786122159710037,0.5551869317549648,0.17473268929794186,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,-1.3566698833175432,-0.6177161109926084,True,False,False,provisional_backreaction_preflight_no_measurement_validation
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,3,3,1.1925,0.4204242125123772,0.3695459494329899,0.3262208507546917,0.11106452480053657,0.173576508880147,0.0124813409147406,0.042579236107518,-0.1526443418745447,-0.2836416146471737,False,True,True,provisional_backreaction_preflight_no_measurement_validation
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,4,4,1.42,0.02264434018321299,0.2507651847635127,0.40411529129506096,0.12428575618431636,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,-1.0493041914667698,-0.4800516555143767,True,False,False,provisional_backreaction_preflight_no_measurement_validation
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,5,5,1.6475,-0.6127445121788314,0.8407351811765497,-0.2683262521228549,-0.0584563418975793,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,-0.11309031294974292,0.1399451557564524,True,True,True,provisional_backreaction_preflight_no_measurement_validation
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,6,6,1.875,-1.322530067591245,1.6114568444015573,-0.9773132924082244,-0.2522926159674196,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,-0.4125050857458461,0.0877214754601715,False,True,True,provisional_backreaction_preflight_no_measurement_validation
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,7,8,2.33,-2.742101178416072,3.1529001708515727,-1.9473011167137941,-0.5129245906371556,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,0.7174667959692318,1.4316796323131702,False,True,True,provisional_backreaction_preflight_no_measurement_validation
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,0,0,0.51,1.3279504899504788,1.2343750212843232,0.7515697520905983,0.22559544321442632,-2.86433358564581,-0.1099630552830129,-0.1182113299883962,-3.615903337736408,-0.8697810820789945,True,False,False,provisional_backreaction_preflight_no_measurement_validation
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,1,1,0.7375,1.0771617392418218,0.9646464285927884,0.629959013685672,0.19220176170850717,-2.315415080910488,-0.1238653606623093,-0.1625159123260439,-2.94537409459616,-0.7924749260117159,True,False,False,provisional_backreaction_preflight_no_measurement_validation
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,2,2,0.965,0.7815712706922793,0.6786122159710037,0.4944317128443906,0.1556589958226344,-0.4347675164995026,-0.0238009243169268,-0.0289163920946963,-0.9291992293438932,-0.5233481049390869,True,False,False,provisional_backreaction_preflight_no_measurement_validation
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,3,3,1.1925,0.4204242125123772,0.3695459494329899,0.2921429317979309,0.10022012786299096,0.3719064209126854,0.0245985912554874,0.0677155766598442,0.0797634891147545,-0.22442735513808668,False,True,True,provisional_backreaction_preflight_no_measurement_validation
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,4,4,1.42,0.02264434018321299,0.2507651847635127,0.05655664530868556,0.03450764798643982,-0.8838014619067616,-0.1116120879947342,-0.2883204770740218,-0.9403581072154471,-0.34487712238270735,True,False,False,provisional_backreaction_preflight_no_measurement_validation
PROVISIONAL_BACKREACTION_PREFLIGHT_ROW_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,5,5,1.6475,-0.6127445121788314,0.8407351811765497,-0.3515976291100142,-0.07676676231172747,-0.7161278711761941,-0.0964424078421376,-0.3080615791157776,-0.36453024206617995,0.0435360499942366,True,True,True,provisional_backreaction_preflight_no_measurement_validation
