AuditID,Status,Rows,ParentFrobeniusNorm,BalancedRawFrobeniusNorm,BalanceRetention,BalancedRank,MinEigenvalueBalanced,MaxEigenvalueBalanced,DiagonalShareBeforeOffdiagRemoval,OffDiagonalShareBeforeOffdiagRemoval,BalanceProjectorLeftLeakageFrobenius,BalanceProjectorSandwichLeakageFrobenius,OffDiagonalMatrixRows,UsesTargetResiduals,UsesScoreOutcome,CandidateConstructed,ScoringAuthorized,ClaimBoundary
P_TAUCOV_P3_BALANCED_PREFLIGHT_v1,P_TAUCOV_P3_BALANCED_PREFLIGHT_READY_NO_CANDIDATE_NO_SCORING,36,1.0000000000000002,0.1712652562125061,0.17126525621250607,1,-2.8450047872033735e-16,1.0000000000000004,0.2682447858602269,0.9633507849474153,9.968755665897105e-16,1.4792507540671696e-15,1260,False,False,False,False,p3_balanced_preflight_no_candidate_no_scoring
