CovarianceID,Rows,BestModel,K1AIC,K2UnitAIC,K2A2AIC,BestPolyAIC,DeltaAIC_A2_minus_K1,DeltaAIC_A2_minus_UnitK2,DeltaAIC_A2_minus_BestPoly,A2ImprovesOverK1,A2ImprovesOverUnitK2,A2BeatsBestPoly,RawPublicCovariancesUsed,SNBAOCrossCovarianceIncluded,CovarianceStatus,Interpretation,ClaimBoundary
PUBLIC_SN_BAO_PROPAGATED_PROXY_V1,8,POLY_DEG2,15.418161337532755,13.203276522714132,11.165929543505136,8.170366755061275,-4.252231794027619,-2.037346979208996,2.995562788443861,True,True,False,True,False,public_covariance_proxy_not_full_likelihood,a2_improves_locked_k2_but_polynomial_control_still_competitive,a2_public_covariance_proxy_no_measurement_validation
