AuditID,RouteID,ModelID,Rows,ParameterCount,AIC,AICc,BIC,SmallSamplePenaltyApplied,ClaimBoundary
WEIGHTED_POLYNOMIAL_COMPLEXITY_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,K1_NO_MEMORY,8,0,15.418161337537862,15.418161337537862,15.418161337537862,False,weighted_polynomial_complexity_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_COMPLEXITY_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,K2_LOCKED_RHO4,8,0,13.215274786282366,13.215274786282366,13.215274786282366,False,weighted_polynomial_complexity_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_COMPLEXITY_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,ZERO_RESPONSE_CONTROL,8,0,17.517435172136533,17.517435172136533,17.517435172136533,False,weighted_polynomial_complexity_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_COMPLEXITY_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,POLY_DEG2,8,3,8.113394973293394,14.113394973293394,8.3517195983329,True,weighted_polynomial_complexity_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_COMPLEXITY_AUDIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,POLY_DEG3,8,4,10.04109111864272,23.374424451976054,10.358857285362063,True,weighted_polynomial_complexity_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_COMPLEXITY_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,K1_NO_MEMORY,8,0,16.624615042446365,16.624615042446365,16.624615042446365,False,weighted_polynomial_complexity_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_COMPLEXITY_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,K2_LOCKED_RHO4,8,0,13.939722247097633,13.939722247097633,13.939722247097633,False,weighted_polynomial_complexity_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_COMPLEXITY_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,ZERO_RESPONSE_CONTROL,8,0,18.988499068310496,18.988499068310496,18.988499068310496,False,weighted_polynomial_complexity_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_COMPLEXITY_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,POLY_DEG2,8,3,8.419044230595588,14.419044230595588,8.657368855635095,True,weighted_polynomial_complexity_audit_no_measurement_validation
WEIGHTED_POLYNOMIAL_COMPLEXITY_AUDIT_V1,REGISTERED_SHRINKAGE_WHITENED,POLY_DEG3,8,4,10.072174291230295,23.40550762456363,10.389940457949642,True,weighted_polynomial_complexity_audit_no_measurement_validation
