RouteID,RouteClass,BestModel,K1AIC,K2AIC,BestPolyAIC,DeltaAIC_K2_minus_K1,DeltaAIC_K2_minus_BestPoly,K2ImprovesOverK1,K2BeatsBestPoly,CanSupportMeasurementValidation,Interpretation,ClaimBoundary
JCOV_PUBLIC_ZERO_CROSS_V1,public_proxy_preflight,POLY_DEG2,15.418161337532755,13.203276522714132,8.170366755061275,-2.214884814818623,5.032909767652857,True,False,False,k2_supportive_against_k1_but_polynomial_or_control_remains_competitive,joint_covariance_route_no_measurement_validation
JCOV_PUBLIC_REGISTERED_SHRINKAGE_V1,registered_public_proxy_preflight,POLY_DEG2,15.473633467358479,13.229401258916054,8.176291972599739,-2.2442322084424244,5.053109286316316,True,False,False,k2_supportive_against_k1_but_polynomial_or_control_remains_competitive,joint_covariance_route_no_measurement_validation
JCOV_PUBLIC_ROW_CROSS_RHO0_V1,cross_covariance_sensitivity_only,POLY_DEG2,15.418161337532755,13.203276522714132,8.170366755061275,-2.214884814818623,5.032909767652857,True,False,False,k2_supportive_against_k1_but_polynomial_or_control_remains_competitive,joint_covariance_route_no_measurement_validation
JCOV_BRANCH_SCATTER_BRIDGE_V1,calibrated_preflight_bridge,K2_LOCKED_RHO4,13.633485250612612,9.864176617039021,216.17317067407527,-3.7693086335735906,-206.30899405703624,True,True,False,k2_supportive_against_k1_and_polynomial_under_this_preflight_route,joint_covariance_route_no_measurement_validation
