CovarianceID,Rows,BestModel,K1AIC,K2AIC,BestPolyAIC,DeltaAIC_K2_minus_K1,DeltaAIC_K2_minus_BestPoly,K2ImprovesOverK1,K2BeatsBestPoly,RawPublicCovariancesUsed,SNBAOCrossCovarianceIncluded,CovarianceStatus,Interpretation,ClaimBoundary
PUBLIC_SN_BAO_PROPAGATED_PROXY_V1,8,POLY_DEG2,15.418161337537834,13.20327652271834,8.17036675506235,-2.2148848148194933,5.03290976765599,True,False,True,False,public_covariance_proxy_not_full_likelihood,public_covariance_proxy_mixed_or_weakening,public_covariance_proxy_no_measurement_validation
