AuditID,RouteID,FamilyID,SampleID,Rows,StableRows,RawChi2ToTarget,ForbiddenBestScaleToTarget,ForbiddenScaledChi2ToTarget,RawMinusScaledChi2ToTarget,RawChi2ToK2,ForbiddenBestScaleToK2,ForbiddenScaledChi2ToK2,RawMinusScaledChi2ToK2,CorrelationSurrogateWithTarget,CorrelationSurrogateWithK2,StableSignMatchesTarget,StableSignMatchFractionTarget,StableSignMatchesK2,StableSignMatchFractionK2,LockedK2Changed,ScaleFitAllowedForClaims,MeasurementValidationAllowed,ClaimBoundary,MismatchClass,SurrogateBackreactionChi2,K1Chi2AgainstTarget,K2Chi2AgainstTarget,DeltaChi2_K2_minus_SurrogateBackreaction,DeltaChi2_K2_minus_K1
SOURCE_NATIVE_SURROGATE_BRIDGE_SHAPE_DIAGNOSIS_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,QR_CRITERIA_1,0,8,5,25.315656446343617,-0.7159493655152348,15.873764958171055,9.441891488172562,7.322005609662866,-0.46490519988786216,0.44072751897074025,6.881278090692126,0.07367528166007194,-0.7239950968896912,4,0.8,4,0.8,False,False,False,source_native_surrogate_bridge_shape_diagnosis_no_measurement_validation,SIGN_OR_SHAPE_MISMATCH_TO_K2,25.315656446343617,15.418161337537862,13.215274786282366,-12.10038166006125,-2.202886551255496
SOURCE_NATIVE_SURROGATE_BRIDGE_SHAPE_DIAGNOSIS_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,QR_CRITERIA_2,0,8,5,15.329267646322212,1.9949453460039586,14.604792139979121,0.7244755063430901,0.5500215864365041,0.898834795604354,0.542531486989136,0.007490099447368115,0.14424836462741314,0.6525383821099686,3,0.6,3,0.6,False,False,False,source_native_surrogate_bridge_shape_diagnosis_no_measurement_validation,K2_LIKE_SHAPE_BUT_TARGET_WEAK,15.329267646322212,15.418161337537862,13.215274786282366,-2.113992860039845,-2.202886551255496
SOURCE_NATIVE_SURROGATE_BRIDGE_SHAPE_DIAGNOSIS_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,QR_CRITERIA_3,0,8,5,53.6177035351745,0.1822598598693497,15.63035471934284,37.98734881583166,47.26263077392533,0.09399246301737078,0.6319266807536826,46.63070409317165,0.09059321888083209,0.6121489487278754,2,0.4,2,0.4,False,False,False,source_native_surrogate_bridge_shape_diagnosis_no_measurement_validation,MIXED_SHAPE_AND_AMPLITUDE_MISMATCH,53.6177035351745,15.418161337537862,13.215274786282366,-40.402428748892135,-2.202886551255496
SOURCE_NATIVE_SURROGATE_BRIDGE_SHAPE_DIAGNOSIS_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,QR_DESI,0,8,5,57.638427116004735,0.164157017655284,15.907811704827578,41.730615411177155,50.00932234573161,0.0908749939890013,0.6405195890508323,49.36880275668078,0.09818044351732631,0.6289890285410231,1,0.2,1,0.2,False,False,False,source_native_surrogate_bridge_shape_diagnosis_no_measurement_validation,MIXED_SHAPE_AND_AMPLITUDE_MISMATCH,57.638427116004735,15.418161337537862,13.215274786282366,-44.42315232972237,-2.202886551255496
SOURCE_NATIVE_SURROGATE_BRIDGE_SHAPE_DIAGNOSIS_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,QR_EBOSS,0,8,5,1255.1032805930317,-0.03515841844719509,16.088140951195893,1239.015139641836,1194.8558773391694,-0.016190792864932507,0.8306910876566648,1194.0251862515127,-0.08856789263903672,-0.4456570607539467,3,0.6,3,0.6,False,False,False,source_native_surrogate_bridge_shape_diagnosis_no_measurement_validation,SIGN_OR_SHAPE_MISMATCH_TO_K2,1255.1032805930315,15.418161337537862,13.215274786282366,-1241.888005806749,-2.202886551255496
SOURCE_NATIVE_SURROGATE_BRIDGE_SHAPE_DIAGNOSIS_V1,REGISTERED_SHRINKAGE_WHITENED,QR_CRITERIA_1,0,8,5,27.546980138461585,-0.8601255833696836,16.660882606693377,10.886097531768208,7.369614908518479,-0.48176202785309535,0.46173766082433576,6.907877247694143,0.07578104225137736,-0.6989473376311208,3,0.6,3,0.6,False,False,False,source_native_surrogate_bridge_shape_diagnosis_no_measurement_validation,SIGN_OR_SHAPE_MISMATCH_TO_K2,27.546980138461585,16.62461504244635,13.93972224709762,-13.607257891363965,-2.6848927953487305
SOURCE_NATIVE_SURROGATE_BRIDGE_SHAPE_DIAGNOSIS_V1,REGISTERED_SHRINKAGE_WHITENED,QR_CRITERIA_2,0,8,5,16.51058903136761,2.2684742909761817,15.383339333723828,1.12724969764378,0.6631149811881901,0.8774317819160511,0.6525902131464257,0.010524768041764387,0.1535404751618828,0.5620184807751024,3,0.6,3,0.6,False,False,False,source_native_surrogate_bridge_shape_diagnosis_no_measurement_validation,AMPLITUDE_DOMINATED_TARGET_MISMATCH,16.51058903136761,16.62461504244635,13.93972224709762,-2.570866784269988,-2.6848927953487305
SOURCE_NATIVE_SURROGATE_BRIDGE_SHAPE_DIAGNOSIS_V1,REGISTERED_SHRINKAGE_WHITENED,QR_CRITERIA_3,0,8,5,50.94785700766944,0.20430033982430623,16.73293377852117,34.21492322914827,45.59190735517268,0.08919542408096652,0.7620215671937652,44.82988578797892,0.08945601629190691,0.5109092569089819,2,0.4,2,0.4,False,False,False,source_native_surrogate_bridge_shape_diagnosis_no_measurement_validation,MIXED_SHAPE_AND_AMPLITUDE_MISMATCH,50.94785700766944,16.62461504244635,13.93972224709762,-37.00813476057182,-2.6848927953487305
SOURCE_NATIVE_SURROGATE_BRIDGE_SHAPE_DIAGNOSIS_V1,REGISTERED_SHRINKAGE_WHITENED,QR_DESI,0,8,5,54.222072892816826,0.18083045232343362,17.18361882779099,37.03845406502583,47.21534521803183,0.08308900634305831,0.8108970034757321,46.4044482145561,0.08536674947277063,0.49657511790356235,1,0.2,1,0.2,False,False,False,source_native_surrogate_bridge_shape_diagnosis_no_measurement_validation,MIXED_SHAPE_AND_AMPLITUDE_MISMATCH,54.222072892816826,16.62461504244635,13.93972224709762,-40.282350645719205,-2.6848927953487305
SOURCE_NATIVE_SURROGATE_BRIDGE_SHAPE_DIAGNOSIS_V1,REGISTERED_SHRINKAGE_WHITENED,QR_EBOSS,0,8,5,1236.5820704131213,-0.03459129313276617,17.62584987046331,1218.956220542658,1170.967844434962,-0.013596670936949813,0.9814253427330655,1169.986419092229,-0.07116946056483109,-0.31870040913633507,2,0.4,2,0.4,False,False,False,source_native_surrogate_bridge_shape_diagnosis_no_measurement_validation,SIGN_OR_SHAPE_MISMATCH_TO_K2,1236.5820704131213,16.62461504244635,13.93972224709762,-1222.6423481660236,-2.6848927953487305
