BaselineLabel,SourceClass,Rows,BAOChi2,Chi2PerRow,MeanAbsLogResidual,MaxAbsLogResidual,AllowedForMeasurementGate,BlockingIssue
DESI_DR2_BASE_DESI_BAO_ALL_IMINUIT_BESTFIT_V0,same_data_public_bestfit,13,10.255152194345827,0.7888578611035252,0.0111464480982388,0.0277332621586638,False,same_data_posterior_maximum;k2_protocol_not_registered
AUDIT_RD_OFFSET_ABSORBED_V0,same_data_scale_sensitivity,13,10.326936565925545,0.7943797358404265,0.0111623012289627,0.0276594879627423,False,rd_absorbed_from_same_data_offset
CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,independent_cmb_only_public_bestfit,13,33.81708784604716,2.601314449695935,0.0146838011703358,0.0406487488112586,False,k1_policy_not_registered;k2_protocol_not_registered
AUDIT_FLAT_LCDM_BAO_V0,audit_plumbing_baseline,13,41.35484874856393,3.1811422114279946,0.0189953438013578,0.0388546913251352,False,not_likelihood_native;not_coordinate_native
