AuditID,RouteID,GridIndex,z_grid,DepthZone,SignStable,WhitenedTarget,K1Whitened,K2LockedWhitened,CandidateBackreactionWhitened,CandidateChi2Contribution,K1Chi2Contribution,K2Chi2Contribution,DeltaChi2_K2_minus_Candidate_Row,DeltaChi2_K2_minus_K1_Row,DominanceClass,K2BeatsCandidateRow,K2BeatsK1Row,CandidateBeatsK2Row,SignMatchesTarget,SignMatchesK2,MeasurementValidationAllowed,ClaimBoundary
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,0,0.51,low_depth,True,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,1.3479073426644672,16.755421149235143,6.999237284872162,7.106165200198707,-9.649255949036437,0.106927915326545,K1_LOWEST_ROW_CHI2,True,False,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,1,0.7375,low_depth,True,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,1.2481285097846224,12.607267130549396,4.707958942975008,4.397494636730497,-8.2097724938189,-0.31046430624451116,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,2,0.965,mid_depth,True,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,1.1882899883359792,3.9591963523525484,0.5768645486727744,0.5460526776332517,-3.4131436747192967,-0.030811871039522654,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,3,1.1925,mid_depth,False,0.173576508880147,0.0124813409147406,0.042579236107518,1.0330747346495692,0.7387372001007847,0.025951653141802502,0.017160285473866572,-0.7215769146269181,-0.00879136766793593,K2_LOWEST_ROW_CHI2,True,True,False,True,True,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,4,1.42,mid_depth,True,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,0.6096134331071958,1.5745288956021835,0.3369085003799014,0.3240484496882305,-1.250480445913953,-0.012860050691670899,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,5,1.6475,high_depth,True,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,0.6500046117076991,1.0638296439108526,0.11299801197747789,0.06402694842336394,-0.9998026954874886,-0.048971063554113944,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,6,1.875,high_depth,False,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,0.648158632924912,4.1533502976864245,1.374412504364811,0.2502266125359977,-3.903123685150427,-1.1241858918288132,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,8,2.33,high_depth,False,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,0.8504354662720662,4.32752238677421,1.2838298911539252,0.5100999755984533,-3.8174224111757566,-0.7737299155554719,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,0,0.51,low_depth,True,-2.86433358564581,-0.1099630552830129,-0.1182113299883962,1.3270563005117464,17.567749177783853,7.586557018531035,7.541187443016962,-10.02656173476689,-0.04536957551407372,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,1,0.7375,low_depth,True,-2.315415080910488,-0.1238653606623093,-0.1625159123260439,1.1273595343962317,11.85269705180033,4.80289017631987,4.63497483009159,-7.2177222217087404,-0.16791534622828053,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,2,0.965,mid_depth,True,-0.4347675164995026,-0.0238009243169268,-0.0289163920946963,1.0326428219719184,2.1532931014528103,0.16889353989015957,0.16471513518064557,-1.9885779662721648,-0.004178404709514,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,3,1.1925,mid_depth,False,0.3719064209126854,0.0245985912554874,0.0677155766598442,0.943813405824057,0.3270775993904158,0.12062272854119324,0.09253206972725626,-0.23454552966315956,-0.028090658813936978,K2_LOWEST_ROW_CHI2,True,True,False,True,True,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,4,1.42,mid_depth,True,-0.8838014619067616,-0.1116120879947342,-0.2883204770740218,0.8282312788299191,2.9310561053543505,0.5962764291826488,0.3545976032973697,-2.5764585020569806,-0.24167882588527906,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,5,1.6475,high_depth,True,-0.7161278711761941,-0.0964424078421376,-0.3080615791157776,0.8415569012229402,2.4263818501641436,0.3840100734675443,0.16651809871593717,-2.2598637514482065,-0.21749197475160711,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,6,1.875,high_depth,False,-1.4928698749648674,-0.2204551424591881,-0.8472454406784786,0.8470379472768156,5.4751686165878155,1.6190392514974996,0.4168309101476196,-5.058337706440196,-1.20220834134988,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_CANDIDATE_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,8,2.33,high_depth,False,-1.2541943177607862,-0.0938815043279612,-0.5002936897465631,0.8566058204646636,4.455477223532578,1.3463258250163974,0.56836615692024,-3.8871110666123383,-0.7779596680961575,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_candidate_dominance_no_measurement_validation
