ProtocolID,KernelID,Rows,Families,ClockPositions,SignedMinEigenvalue,SignedMaxEigenvalue,PSDMinEigenvalue,PSDMaxEigenvalue,SignedFrobeniusNorm,PSDFrobeniusNorm,WrongClockAbsCorrelation,PhaseShiftAbsCorrelation,FamilyPermutedAbsCorrelation,RandomSmoothPSDMedianAbsCorrelation,RandomSmoothPSDMaxAbsCorrelation,DiagonalEnergyShare,MaxFamilyBlockEnergyShare,MaxFamilyGainCapacity,PreScoreFailures,PreScoreStatus,ScoringAuthorized,TargetResidualUsed,ScoreUsed,ClaimBoundary,PSDMinEigenvalueBeforeProjection,PSDPositiveSpectralEnergyRetained
P5C_BSTAR_COVARIANCE_OPERATOR_KERNEL_PROTOCOL_v1,K_BSTAR_P5C_v3_RESIDUAL_COMPLEX_ORIENTATION,36,3,12,-0.10837919128782779,0.6662736665633646,-1.7637899612689348e-16,0.7070573772565883,1.0000000000000016,0.9999999999999998,0.02249056431761108,0.003825691677168082,0.02684840828204191,0.09968723078954764,0.14085004891734365,0.0,0.09026789783864407,0.10038689199042053,,FREEZE_READY,False,False,False,p5c_kernel_v3_prescore_orientation_artifact_no_scoring_authorization,-0.1083791912878277,0.8879652733734626
