AuditID,ProtocolID,KernelID,FoldID,FoldClass,PrimaryOOS,TrainRows,TestRows,TestFamilies,TestClockBlocks,Alpha,Sigma2,TrainNLL_Kernel,TestNLL_Baseline,TestNLL_Kernel,DeltaNLL_BaselineMinusKernel,MeanCoefficients,ClaimBoundary
P_TAUCOV_COMPACT_SPECTRAL_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_COMPACT_SPECTRAL_PSD_COVARIANCE_KERNEL,lofo_REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,primary_leave_one_family_out,True,24,12,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,all,0.0,0.07689172008303877,3.270239843039782,-0.351757882992322,-0.351757882992322,0.0,2.6951687124881012;-1.3166361162023441;0.31345762181020187,compact_spectral_primary_scorecard_no_survival_claim
P_TAUCOV_COMPACT_SPECTRAL_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_COMPACT_SPECTRAL_PSD_COVARIANCE_KERNEL,lofo_REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,primary_leave_one_family_out,True,24,12,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,all,0.0,0.06252680176286447,0.7886049654583083,3.451308068771443,3.451308068771443,0.0,2.5959277623886443;-1.207053439523087;0.2841008883288178,compact_spectral_primary_scorecard_no_survival_claim
P_TAUCOV_COMPACT_SPECTRAL_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_COMPACT_SPECTRAL_PSD_COVARIANCE_KERNEL,lofo_REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,primary_leave_one_family_out,True,24,12,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,all,0.0,0.00439929639026031,-31.06120314888241,347.1556419414892,347.1556419414892,0.0,3.2486771139965382;-1.7416057177294322;0.41429318025291512,compact_spectral_primary_scorecard_no_survival_claim
P_TAUCOV_COMPACT_SPECTRAL_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_COMPACT_SPECTRAL_PSD_COVARIANCE_KERNEL,holdout_clock_block_0,primary_contiguous_clock_block,True,24,12,all,clock_block_0,0.0,0.028434818136680917,-8.667165931084597,24.30731025073299,24.30731025073299,0.0,2.4165369685231366;-0.85510334026641788;0.17062087184813651,compact_spectral_primary_scorecard_no_survival_claim
P_TAUCOV_COMPACT_SPECTRAL_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_COMPACT_SPECTRAL_PSD_COVARIANCE_KERNEL,holdout_clock_block_1,primary_contiguous_clock_block,True,24,12,all,clock_block_1,0.0,0.0738794788698444,2.7906826679457097,-1.2223137602614766,-1.2223137602614766,0.0,2.8541626463494025;-1.4148146620738924;0.33211864657246221,compact_spectral_primary_scorecard_no_survival_claim
P_TAUCOV_COMPACT_SPECTRAL_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_COMPACT_SPECTRAL_PSD_COVARIANCE_KERNEL,holdout_clock_block_2,primary_contiguous_clock_block,True,24,12,all,clock_block_2,0.0,0.08301085989211031,4.18911874486016,36.94106324407466,36.94106324407466,0.0,3.2147062210776287;-2.3834674282122537;0.87132845021312699,compact_spectral_primary_scorecard_no_survival_claim
P_TAUCOV_COMPACT_SPECTRAL_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_COMPACT_SPECTRAL_PSD_COVARIANCE_KERNEL,holdout_clock_even,secondary_interleaved_clock_holdout,False,18,18,all,clock_index_even,0.3334360498400048,0.055781779523227853,-1.8194439105775437,2.1287771952544254,1.4307244738906633,0.6980527213637622,2.7318632255554096;-1.2587972492653392;0.28715599596509717,compact_spectral_primary_scorecard_no_survival_claim
P_TAUCOV_COMPACT_SPECTRAL_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_COMPACT_SPECTRAL_PSD_COVARIANCE_KERNEL,holdout_clock_odd,secondary_interleaved_clock_holdout,False,18,18,all,clock_index_odd,0.16663158378263232,0.06948266042315776,1.2298707222532137,-0.045591502042967136,-0.7144462516024674,0.6688547495595003,2.9201049168113107;-1.5219577297782436;0.3674199337085664,compact_spectral_primary_scorecard_no_survival_claim
P_TAUCOV_COMPACT_SPECTRAL_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_COMPACT_SPECTRAL_PSD_COVARIANCE_KERNEL,holdout_REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY_clock_block_0,secondary_family_x_clock_block,False,32,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,clock_block_0,0.0,0.06244661033817724,1.0309399122258753,1.2597060987194206,1.2597060987194206,0.0,2.6147497552959944;-1.1260076389854967;0.25202464502196947,compact_spectral_primary_scorecard_no_survival_claim
P_TAUCOV_COMPACT_SPECTRAL_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_COMPACT_SPECTRAL_PSD_COVARIANCE_KERNEL,holdout_REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY_clock_block_1,secondary_family_x_clock_block,False,32,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,clock_block_1,0.0,0.06883352835107663,2.589003909499624,-1.0705333060582927,-1.0705333060582927,0.0,2.8847092033094781;-1.5215890349621315;0.37358119886065755,compact_spectral_primary_scorecard_no_survival_claim
