RhoCross,SubsetID,ModelID,ModelClass,Rows,ParameterCount,Chi2,AIC,ClaimBoundary
-0.3,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.37226446290047,1.37226446290047,memory_active_cross_covariance_no_measurement_validation
-0.3,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,8.937993857725794e-29,6.0,memory_active_cross_covariance_no_measurement_validation
-0.3,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,1.697536128966654,1.697536128966654,memory_active_cross_covariance_no_measurement_validation
-0.3,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.6198262852701482,0.6198262852701482,memory_active_cross_covariance_no_measurement_validation
-0.3,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.20698865223887397,0.20698865223887397,memory_active_cross_covariance_no_measurement_validation
-0.3,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.2810907159694,2.2810907159694,memory_active_cross_covariance_no_measurement_validation
-0.3,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,3.08420557967343e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.25,all_depth,K1_NO_MEMORY,fair_null,8,0,12.82492938289606,12.82492938289606,memory_active_cross_covariance_no_measurement_validation
-0.25,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,10.957461675865428,10.957461675865428,memory_active_cross_covariance_no_measurement_validation
-0.25,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,9.117829447484109,9.117829447484109,memory_active_cross_covariance_no_measurement_validation
-0.25,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,14.572755809829914,14.572755809829914,memory_active_cross_covariance_no_measurement_validation
-0.25,all_depth,POLY_DEG2,overfit_risk_control,8,3,1.71668936486732,7.71668936486732,memory_active_cross_covariance_no_measurement_validation
-0.25,all_depth,POLY_DEG3,overfit_risk_control,8,4,1.6152841660333606,9.61528416603336,memory_active_cross_covariance_no_measurement_validation
-0.25,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,3.142243401078991,3.142243401078991,memory_active_cross_covariance_no_measurement_validation
-0.25,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.3874640464354666,1.3874640464354666,memory_active_cross_covariance_no_measurement_validation
-0.25,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.5091517738166677,0.5091517738166677,memory_active_cross_covariance_no_measurement_validation
-0.25,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,3.959383352152095,3.959383352152095,memory_active_cross_covariance_no_measurement_validation
-0.25,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,0.8540801360276595,6.85408013602766,memory_active_cross_covariance_no_measurement_validation
-0.25,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.5340816691679799,8.53408166916798,memory_active_cross_covariance_no_measurement_validation
-0.25,high_depth,K1_NO_MEMORY,fair_null,3,0,2.7645297200463883,2.7645297200463883,memory_active_cross_covariance_no_measurement_validation
-0.25,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.9956276266328586,0.9956276266328586,memory_active_cross_covariance_no_measurement_validation
-0.25,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.13229748588445045,0.13229748588445045,memory_active_cross_covariance_no_measurement_validation
-0.25,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,3.5333081877353596,3.5333081877353596,memory_active_cross_covariance_no_measurement_validation
-0.25,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,3.79400002103671e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.25,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.1222884551615044,1.1222884551615044,memory_active_cross_covariance_no_measurement_validation
-0.25,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.7180789500412565,0.7180789500412565,memory_active_cross_covariance_no_measurement_validation
-0.25,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.3290998809634402,0.3290998809634402,memory_active_cross_covariance_no_measurement_validation
-0.25,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.4100901770486503,1.4100901770486503,memory_active_cross_covariance_no_measurement_validation
-0.25,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,9.206898684906796e-29,6.0,memory_active_cross_covariance_no_measurement_validation
-0.25,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,1.7476893269673208,1.7476893269673208,memory_active_cross_covariance_no_measurement_validation
-0.25,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.6347319385490637,0.6347319385490637,memory_active_cross_covariance_no_measurement_validation
-0.25,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.2206903232042231,0.2206903232042231,memory_active_cross_covariance_no_measurement_validation
-0.25,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.3498606962089874,2.3498606962089874,memory_active_cross_covariance_no_measurement_validation
-0.25,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,3.1860597677385763e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.2,all_depth,K1_NO_MEMORY,fair_null,8,0,13.266912570435931,13.266912570435931,memory_active_cross_covariance_no_measurement_validation
-0.2,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,11.341445244924152,11.341445244924152,memory_active_cross_covariance_no_measurement_validation
-0.2,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,9.461068949580952,9.461068949580952,memory_active_cross_covariance_no_measurement_validation
-0.2,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,15.07365142321514,15.07365142321514,memory_active_cross_covariance_no_measurement_validation
-0.2,all_depth,POLY_DEG2,overfit_risk_control,8,3,1.7904733989411972,7.790473398941197,memory_active_cross_covariance_no_measurement_validation
-0.2,all_depth,POLY_DEG3,overfit_risk_control,8,4,1.6915646314230401,9.69156463142304,memory_active_cross_covariance_no_measurement_validation
-0.2,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,3.2516083806593383,3.2516083806593383,memory_active_cross_covariance_no_measurement_validation
-0.2,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.433317287023522,1.433317287023522,memory_active_cross_covariance_no_measurement_validation
-0.2,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.5360728776717658,0.5360728776717658,memory_active_cross_covariance_no_measurement_validation
-0.2,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,4.09713853724846,4.09713853724846,memory_active_cross_covariance_no_measurement_validation
-0.2,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,0.899637158036482,6.899637158036482,memory_active_cross_covariance_no_measurement_validation
-0.2,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.5744266553445778,8.574426655344578,memory_active_cross_covariance_no_measurement_validation
-0.2,high_depth,K1_NO_MEMORY,fair_null,3,0,2.863862491713847,2.863862491713847,memory_active_cross_covariance_no_measurement_validation
-0.2,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.0292984530760219,1.0292984530760219,memory_active_cross_covariance_no_measurement_validation
-0.2,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.14041209853966663,0.14041209853966663,memory_active_cross_covariance_no_measurement_validation
-0.2,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,3.66062758320317,3.66062758320317,memory_active_cross_covariance_no_measurement_validation
-0.2,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,3.902462787970495e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.2,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.1544772397803642,1.1544772397803642,memory_active_cross_covariance_no_measurement_validation
-0.2,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.7403002695123747,0.7403002695123747,memory_active_cross_covariance_no_measurement_validation
-0.2,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.34192292295071697,0.34192292295071697,memory_active_cross_covariance_no_measurement_validation
-0.2,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.4501399030792104,1.4501399030792104,memory_active_cross_covariance_no_measurement_validation
-0.2,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,9.494805734522494e-29,6.0,memory_active_cross_covariance_no_measurement_validation
-0.2,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,1.8023449090306607,1.8023449090306607,memory_active_cross_covariance_no_measurement_validation
-0.2,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.6506039118806282,0.6506039118806282,memory_active_cross_covariance_no_measurement_validation
-0.2,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.2364764622109044,0.2364764622109044,memory_active_cross_covariance_no_measurement_validation
-0.2,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.424956524817086,2.424956524817086,memory_active_cross_covariance_no_measurement_validation
-0.2,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,3.298264445654388e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.15,all_depth,K1_NO_MEMORY,fair_null,8,0,13.742420596181514,13.742420596181514,memory_active_cross_covariance_no_measurement_validation
-0.15,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,11.75419545661128,11.75419545661128,memory_active_cross_covariance_no_measurement_validation
-0.15,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,9.832832046888473,9.832832046888473,memory_active_cross_covariance_no_measurement_validation
-0.15,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,15.61288110975752,15.61288110975752,memory_active_cross_covariance_no_measurement_validation
-0.15,all_depth,POLY_DEG2,overfit_risk_control,8,3,1.8715359591006195,7.871535959100619,memory_active_cross_covariance_no_measurement_validation
-0.15,all_depth,POLY_DEG3,overfit_risk_control,8,4,1.7761005545323676,9.776100554532368,memory_active_cross_covariance_no_measurement_validation
-0.15,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,3.371234871780704,3.371234871780704,memory_active_cross_covariance_no_measurement_validation
-0.15,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.4829608411358257,1.4829608411358257,memory_active_cross_covariance_no_measurement_validation
-0.15,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.5664420526679316,0.5664420526679316,memory_active_cross_covariance_no_measurement_validation
-0.15,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,4.248053113693696,4.248053113693696,memory_active_cross_covariance_no_measurement_validation
-0.15,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,0.9508746088849538,6.950874608884954,memory_active_cross_covariance_no_measurement_validation
-0.15,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.6216285873074301,8.62162858730743,memory_active_cross_covariance_no_measurement_validation
-0.15,high_depth,K1_NO_MEMORY,fair_null,3,0,2.971980561132402,2.971980561132402,memory_active_cross_covariance_no_measurement_validation
-0.15,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.0655588642312017,1.0655588642312017,memory_active_cross_covariance_no_measurement_validation
-0.15,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.149699314646418,0.149699314646418,memory_active_cross_covariance_no_measurement_validation
-0.15,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,3.799392981621998,3.799392981621998,memory_active_cross_covariance_no_measurement_validation
-0.15,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,4.017626923847725e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.15,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.188658544389857,1.188658544389857,memory_active_cross_covariance_no_measurement_validation
-0.15,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.764092986633246,0.764092986633246,memory_active_cross_covariance_no_measurement_validation
-0.15,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.35594581974558664,0.35594581974558664,memory_active_cross_covariance_no_measurement_validation
-0.15,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.4926326659986306,1.4926326659986306,memory_active_cross_covariance_no_measurement_validation
-0.15,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,9.804350125032545e-29,6.0,memory_active_cross_covariance_no_measurement_validation
-0.15,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,1.8624117396738165,1.8624117396738165,memory_active_cross_covariance_no_measurement_validation
-0.15,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.6675945640612284,0.6675945640612284,memory_active_cross_covariance_no_measurement_validation
-0.15,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.2548740013467526,0.2548740013467526,memory_active_cross_covariance_no_measurement_validation
-0.15,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.507673252955323,2.507673252955323,memory_active_cross_covariance_no_measurement_validation
-0.15,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,3.423058341023629e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.1,all_depth,K1_NO_MEMORY,fair_null,8,0,14.255780556278452,14.255780556278452,memory_active_cross_covariance_no_measurement_validation
-0.1,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,12.199205226898826,12.199205226898826,memory_active_cross_covariance_no_measurement_validation
-0.1,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,10.237247964886603,10.237247964886603,memory_active_cross_covariance_no_measurement_validation
-0.1,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,16.195532737660997,16.195532737660997,memory_active_cross_covariance_no_measurement_validation
-0.1,all_depth,POLY_DEG2,overfit_risk_control,8,3,1.9611725433654792,7.961172543365479,memory_active_cross_covariance_no_measurement_validation
-0.1,all_depth,POLY_DEG3,overfit_risk_control,8,4,1.87048319905663,9.870483199056629,memory_active_cross_covariance_no_measurement_validation
-0.1,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,3.503054311728664,3.503054311728664,memory_active_cross_covariance_no_measurement_validation
-0.1,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.5369805354042605,1.5369805354042605,memory_active_cross_covariance_no_measurement_validation
-0.1,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.6010555504753269,0.6010555504753269,memory_active_cross_covariance_no_measurement_validation
-0.1,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,4.414681082552702,4.414681082552702,memory_active_cross_covariance_no_measurement_validation
-0.1,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,1.009058454493399,7.009058454493399,memory_active_cross_covariance_no_measurement_validation
-0.1,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.6776463504991359,8.677646350499137,memory_active_cross_covariance_no_measurement_validation
-0.1,high_depth,K1_NO_MEMORY,fair_null,3,0,3.0904223507370263,3.0904223507370263,memory_active_cross_covariance_no_measurement_validation
-0.1,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.104767632037294,1.104767632037294,memory_active_cross_covariance_no_measurement_validation
-0.1,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.16045610772777727,0.16045610772777727,memory_active_cross_covariance_no_measurement_validation
-0.1,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,3.951667738170096,3.951667738170096,memory_active_cross_covariance_no_measurement_validation
-0.1,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,4.140223211589239e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.1,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.2250439975438248,1.2250439975438248,memory_active_cross_covariance_no_measurement_validation
-0.1,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.789665550291094,0.789665550291094,memory_active_cross_covariance_no_measurement_validation
-0.1,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.37138178436632363,0.37138178436632363,memory_active_cross_covariance_no_measurement_validation
-0.1,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.537822878280617,1.537822878280617,memory_active_cross_covariance_no_measurement_validation
-0.1,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,1.0138854674335795e-28,6.0,memory_active_cross_covariance_no_measurement_validation
-0.1,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,1.929112217736779,1.929112217736779,memory_active_cross_covariance_no_measurement_validation
-0.1,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.6859048521587583,0.6859048521587583,memory_active_cross_covariance_no_measurement_validation
-0.1,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.27660520517931975,0.27660520517931975,memory_active_cross_covariance_no_measurement_validation
-0.1,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.5997546541947947,2.5997546541947947,memory_active_cross_covariance_no_measurement_validation
-0.1,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,3.5634713041344115e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.05,all_depth,K1_NO_MEMORY,fair_null,8,0,14.812217738265382,14.812217738265382,memory_active_cross_covariance_no_measurement_validation
-0.05,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,12.68059467413924,12.68059467413924,memory_active_cross_covariance_no_measurement_validation
-0.05,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,10.679441159677479,10.679441159677479,memory_active_cross_covariance_no_measurement_validation
-0.05,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,16.82780895570538,16.82780895570538,memory_active_cross_covariance_no_measurement_validation
-0.05,all_depth,POLY_DEG2,overfit_risk_control,8,3,2.0610656037531774,8.061065603753178,memory_active_cross_covariance_no_measurement_validation
-0.05,all_depth,POLY_DEG3,overfit_risk_control,8,4,1.9768047813038732,9.976804781303873,memory_active_cross_covariance_no_measurement_validation
-0.05,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,3.6496208591698975,3.6496208591698975,memory_active_cross_covariance_no_measurement_validation
-0.05,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.5961127405270572,1.5961127405270572,memory_active_cross_covariance_no_measurement_validation
-0.05,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.6410015328628933,0.6410015328628933,memory_active_cross_covariance_no_measurement_validation
-0.05,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,4.600425186070213,4.600425186070213,memory_active_cross_covariance_no_measurement_validation
-0.05,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,1.075906717543756,7.075906717543756,memory_active_cross_covariance_no_measurement_validation
-0.05,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.7452762752696396,8.745276275269639,memory_active_cross_covariance_no_measurement_validation
-0.05,high_depth,K1_NO_MEMORY,fair_null,3,0,3.2212075041701036,3.2212075041701036,memory_active_cross_covariance_no_measurement_validation
-0.05,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.1473686268338217,1.1473686268338217,memory_active_cross_covariance_no_measurement_validation
-0.05,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.17309529723027248,0.17309529723027248,memory_active_cross_covariance_no_measurement_validation
-0.05,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,4.120179886297146,4.120179886297146,memory_active_cross_covariance_no_measurement_validation
-0.05,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,4.271129032091271e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.05,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.2638837916709216,1.2638837916709216,memory_active_cross_covariance_no_measurement_validation
-0.05,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.8172776472139419,0.8172776472139419,memory_active_cross_covariance_no_measurement_validation
-0.05,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.38851013834700865,0.38851013834700865,memory_active_cross_covariance_no_measurement_validation
-0.05,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.58601044094539,1.58601044094539,memory_active_cross_covariance_no_measurement_validation
-0.05,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,1.0502636502745535e-28,6.0,memory_active_cross_covariance_no_measurement_validation
-0.05,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,2.0041392520910066,2.0041392520910066,memory_active_cross_covariance_no_measurement_validation
-0.05,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.7058088821548332,0.7058088821548332,memory_active_cross_covariance_no_measurement_validation
-0.05,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.302687663872357,0.302687663872357,memory_active_cross_covariance_no_measurement_validation
-0.05,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.7036180021831746,2.7036180021831746,memory_active_cross_covariance_no_measurement_validation
-0.05,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,3.7237233020051976e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.0,all_depth,K1_NO_MEMORY,fair_null,8,0,15.418161337537832,15.418161337537832,memory_active_cross_covariance_no_measurement_validation
0.0,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,13.203276522718344,13.203276522718344,memory_active_cross_covariance_no_measurement_validation
0.0,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,11.165929543509078,11.165929543509078,memory_active_cross_covariance_no_measurement_validation
0.0,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,17.51743517213651,17.51743517213651,memory_active_cross_covariance_no_measurement_validation
0.0,all_depth,POLY_DEG2,overfit_risk_control,8,3,2.1734694213804344,8.173469421380435,memory_active_cross_covariance_no_measurement_validation
0.0,all_depth,POLY_DEG3,overfit_risk_control,8,4,2.0979032418373995,10.0979032418374,memory_active_cross_covariance_no_measurement_validation
0.0,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,3.814421765986993,3.814421765986993,memory_active_cross_covariance_no_measurement_validation
0.0,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.6613056887983344,1.6613056887983344,memory_active_cross_covariance_no_measurement_validation
0.0,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.6878177757534368,0.6878177757534368,memory_active_cross_covariance_no_measurement_validation
0.0,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,4.809969391540224,4.809969391540224,memory_active_cross_covariance_no_measurement_validation
0.0,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,1.1538311631160367,7.1538311631160365,memory_active_cross_covariance_no_measurement_validation
0.0,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.8286577554741996,8.8286577554742,memory_active_cross_covariance_no_measurement_validation
0.0,high_depth,K1_NO_MEMORY,fair_null,3,0,3.367078266674312,3.367078266674312,memory_active_cross_covariance_no_measurement_validation
0.0,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.193924730218935,1.193924730218935,memory_active_cross_covariance_no_measurement_validation
0.0,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.18821034723139937,0.18821034723139937,memory_active_cross_covariance_no_measurement_validation
0.0,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,4.308662290816655,4.308662290816655,memory_active_cross_covariance_no_measurement_validation
0.0,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,4.41142533744486e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.0,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.305479740249198,1.305479740249198,memory_active_cross_covariance_no_measurement_validation
0.0,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.8472628499890537,0.8472628499890537,memory_active_cross_covariance_no_measurement_validation
0.0,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.40770955834994116,0.40770955834994116,memory_active_cross_covariance_no_measurement_validation
0.0,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.6375560489913261,1.6375560489913261,memory_active_cross_covariance_no_measurement_validation
0.0,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,1.0901520144716334e-28,6.0,memory_active_cross_covariance_no_measurement_validation
0.0,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,2.0899197545363437,2.0899197545363437,memory_active_cross_covariance_no_measurement_validation
0.0,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.7276957699820183,0.7276957699820183,memory_active_cross_covariance_no_measurement_validation
0.0,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.33460279905691537,0.33460279905691537,memory_active_cross_covariance_no_measurement_validation
0.0,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.8227312724855844,2.8227312724855844,memory_active_cross_covariance_no_measurement_validation
0.0,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,3.9098949306166306e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.05,all_depth,K1_NO_MEMORY,fair_null,8,0,16.08172290336907,16.08172290336907,memory_active_cross_covariance_no_measurement_validation
0.05,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,13.773189806689235,13.773189806689235,memory_active_cross_covariance_no_measurement_validation
0.05,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,11.705278368204906,11.705278368204906,memory_active_cross_covariance_no_measurement_validation
0.05,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,18.27431320109406,18.27431320109406,memory_active_cross_covariance_no_measurement_validation
