DiagnosisID,RouteID,SubsetID,Rows,StableRows,K2ResidualEnergy,K2Energy,ResidualEnergyFractionOfK2,CorrelationResidualWithTarget,CorrelationResidualWithBackreactionComponent,ResidualAbsDepthSlope,K2AbsDepthSlope,ResidualChi2ToTarget,BackreactionComponentChi2ToTarget,LockedK2Chi2ToTarget,K1PlusResidualChi2ToTarget,K1PlusLockedK2Chi2ToTarget,ResidualBeatsBackreactionComponent,LockedK2BeatsResidualOnly,StableResidualSignMatchesTarget,LockedK2Changed,ScaleFitAllowed,MeasurementValidationAllowed,CurrentStatus,ClaimBoundary
K2_RESIDUAL_AFTER_BACKREACTION_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,all_depth,8,5,0.6988693769381106,1.1338003514857051,0.6163954491832082,0.5292388239586343,-0.07950597614884,-0.05971638389127836,0.3187769300854337,12.557564936217158,18.175145022201743,13.215274786282366,10.934986015792907,11.700954622986748,True,False,5,False,False,False,FINITE_MEMORY_RESIDUAL_REMAINS_DIAGNOSTIC_COMPONENT,k2_residual_after_backreaction_no_measurement_validation
K2_RESIDUAL_AFTER_BACKREACTION_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,high_depth,3,1,0.31835705005726994,1.0737208218606804,0.2964989069557022,0.29702474063809486,-0.4436567618954511,0.21519351028411676,0.3689140406874272,3.1218271707101644,1.29209254269548,0.824353536557815,2.4747131925570667,0.5043557734668077,False,True,1,False,False,False,FINITE_MEMORY_RESIDUAL_REMAINS_DIAGNOSTIC_COMPONENT,k2_residual_after_backreaction_no_measurement_validation
K2_RESIDUAL_AFTER_BACKREACTION_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,low_depth,2,2,0.016712749459535728,0.0485903086105429,0.34395232171687573,-0.9999999999999998,-1.0,0.16847310488537107,0.5531001907081086,12.741504823630514,11.601251565602137,11.503659836929204,11.62440657449319,10.442240101080088,False,True,1,False,False,False,FINITE_MEMORY_RESIDUAL_REMAINS_DIAGNOSTIC_COMPONENT,k2_residual_after_backreaction_no_measurement_validation
K2_RESIDUAL_AFTER_BACKREACTION_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,mid_depth,3,2,0.006898075976726153,0.01148922101448168,0.6003954461343739,0.9276915728819051,0.5906760415692175,0.059058898750297364,0.029466340619059787,0.9983716921175172,0.9776621636630933,0.8872614127953489,0.8573772309973856,0.7543587484398508,False,True,2,False,False,False,FINITE_MEMORY_RESIDUAL_REMAINS_DIAGNOSTIC_COMPONENT,k2_residual_after_backreaction_no_measurement_validation
K2_RESIDUAL_AFTER_BACKREACTION_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,mid_high_depth,6,3,0.4466651008072008,1.085210042875162,0.4115932245003958,0.33439284776455724,-0.2631008099741809,0.06189416888386485,0.500970854963107,3.2788656797505036,3.1110878894357503,1.7116149493531636,2.5729936577026447,1.2587145219066587,False,True,3,False,False,False,FINITE_MEMORY_RESIDUAL_REMAINS_DIAGNOSTIC_COMPONENT,k2_residual_after_backreaction_no_measurement_validation
K2_RESIDUAL_AFTER_BACKREACTION_V1,REGISTERED_SHRINKAGE_WHITENED,all_depth,8,5,0.7618078457079686,1.191956144129139,0.6391240562500365,0.5101868244998512,-0.1671978570814663,-0.031841826366107724,0.3338690419066977,13.585209442781125,19.343011872626963,13.93972224709762,11.759362430740245,12.238080431619863,True,False,5,False,False,False,FINITE_MEMORY_RESIDUAL_REMAINS_DIAGNOSTIC_COMPONENT,k2_residual_after_backreaction_no_measurement_validation
K2_RESIDUAL_AFTER_BACKREACTION_V1,REGISTERED_SHRINKAGE_WHITENED,high_depth,3,1,0.35740202759180745,1.0630205492780063,0.3362136581786228,0.24084213783859104,-0.7136278655638082,0.031506834896063145,0.13248875717149922,3.5458418774071934,1.9203762665330135,1.1517151657837967,2.7908846626194306,0.7135036155597119,False,True,1,False,False,False,FINITE_MEMORY_RESIDUAL_REMAINS_DIAGNOSTIC_COMPONENT,k2_residual_after_backreaction_no_measurement_validation
K2_RESIDUAL_AFTER_BACKREACTION_V1,REGISTERED_SHRINKAGE_WHITENED,low_depth,2,2,0.002363287574549527,0.04038534029679189,0.058518451427714245,-1.0,-1.0,0.02649889543290242,0.19474541686878113,13.574283898768854,12.167432261105999,12.176162273108552,12.400538944309858,11.066313523409598,False,True,1,False,False,False,FINITE_MEMORY_RESIDUAL_REMAINS_DIAGNOSTIC_COMPONENT,k2_residual_after_backreaction_no_measurement_validation
K2_RESIDUAL_AFTER_BACKREACTION_V1,REGISTERED_SHRINKAGE_WHITENED,mid_depth,3,2,0.08819863060490006,0.08855025455434098,0.9960291028951798,0.9019453305812927,-0.7519663360535449,0.6013904712824849,0.5701188680864302,0.6216508602962787,1.0986361512967509,0.6118448082052715,0.4673613500725371,0.45826329265055354,True,True,2,False,False,False,FINITE_MEMORY_RESIDUAL_REMAINS_DIAGNOSTIC_COMPONENT,k2_residual_after_backreaction_no_measurement_validation
K2_RESIDUAL_AFTER_BACKREACTION_V1,REGISTERED_SHRINKAGE_WHITENED,mid_high_depth,6,3,0.5027191515282112,1.1515708038323473,0.43655079640365746,0.2904489411483516,-0.36548063332270053,0.11539631329568804,0.4743127325017572,3.8677813480152072,3.3187238075180296,1.7635599739890684,2.990939649431901,1.1717669082102655,False,True,3,False,False,False,FINITE_MEMORY_RESIDUAL_REMAINS_DIAGNOSTIC_COMPONENT,k2_residual_after_backreaction_no_measurement_validation
