TransformID,ProductID,RowID,z,ObservedMu,AuditPredictionMu,RawResidualMu,SameSampleOffsetMu,CenteredResidualMu,SigmaDiag,CovarianceIndex,x_z_normalized,x_chi_normalized,x_likelihood_native_index,BaselineID,TransformStatus,ClaimBoundary
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,864,0.17297,39.7263,39.6060713224701,0.12022867752990152,-0.10178211565083525,0.22201079318073677,0.1843677846045778,864,0.07648903098564146,0.12845273572911506,0.508235294117647,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,865,0.17331,39.3871,39.6107827055856,-0.22368270558560255,-0.10178211565083525,-0.1219005899347673,0.0921026601135928,865,0.07663938232133619,0.12869443492038857,0.5088235294117647,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,866,0.17374,39.5403,39.616728957356656,-0.07642895735665434,-0.10178211565083525,0.025353158294180916,0.1294125573505137,866,0.07682953254000893,0.12900005176832868,0.5094117647058823,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,867,0.17378,39.3493,39.61728140292564,-0.267981402925642,-0.10178211565083525,-0.16619928727480673,0.10602150725206655,867,0.0768472209324436,0.12902847774810228,0.51,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,868,0.17392,39.5986,39.61921403411852,-0.02061403411852325,-0.10178211565083525,0.081168081532312,0.2317952544811908,868,0.07690913030596497,0.12912796399312707,0.5105882352941176,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,869,0.17417,39.5734,39.622661575410255,-0.04926157541025589,-0.10178211565083525,0.052520540240579366,0.096799173550191,869,0.07701968275868168,0.12930559987842474,0.5111764705882352,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,870,0.1742,39.3317,39.623074971918015,-0.2913749719180174,-0.10178211565083525,-0.18959285626718217,0.10903462752722183,870,0.07703294905300768,0.1293269146232069,0.5117647058823529,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,871,0.17438,39.5053,39.62555396534354,-0.12025396534354371,-0.10178211565083525,-0.01847184969270846,0.1305294985817382,871,0.07711254681896373,0.12945479606521457,0.5123529411764706,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,872,0.17443,39.5546,39.62624215348741,-0.0716421534874101,-0.10178211565083525,0.030139962163425155,0.16329895896790034,872,0.07713465730950707,0.12949031655022172,0.5129411764705882,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,873,0.17444,39.4849,39.62637976916335,-0.1414797691633467,-0.10178211565083525,-0.03969765351251145,0.11431600937751457,873,0.07713907940761575,0.12949742053568603,0.5135294117647058,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,874,0.17498,39.7434,39.63380017335918,0.10959982664082446,-0.10178211565083525,0.2113819422916597,0.12785601276435926,874,0.07737787270548385,0.1298809805383993,0.5141176470588235,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,875,0.17666,39.5164,39.65675084759879,-0.14035084759879624,-0.10178211565083525,-0.03856873194796098,0.09693229595960265,875,0.07812078518774018,0.13107358492365628,0.5147058823529411,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,876,0.17713,39.5095,39.66313535105753,-0.1536353510575239,-0.10178211565083525,-0.05185323540668865,0.12370763921439937,876,0.07832862379884761,0.13140704230582698,0.5152941176470588,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,877,0.17737,39.4771,39.66638946893348,-0.18928946893348098,-0.10178211565083525,-0.08750735328264572,0.09802137521989783,877,0.07843475415345565,0.13157728672848842,0.5158823529411765,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,878,0.17786,39.3394,39.673020640307385,-0.33362064030738736,-0.10178211565083525,-0.2318385246565521,0.19656871572048285,878,0.07865143696078042,0.13192480257060174,0.5164705882352941,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,879,0.17791,39.6477,39.67369633813323,-0.025996338133232655,-0.10178211565083525,0.0757857775176026,0.09206171842845429,879,0.07867354745132377,0.13196025834951297,0.5170588235294117,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,880,0.17852,39.9669,39.681925711299925,0.28497428870007724,-0.10178211565083525,0.3867564043509125,0.14647027002091584,880,0.07894329543595255,0.13239274397543507,0.5176470588235293,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,881,0.17901,39.641,39.68851733982376,-0.04751733982376294,-0.10178211565083525,0.054264775827072315,0.11020721391996079,881,0.0791599782432773,0.13274005021220509,0.518235294117647,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,882,0.17911,39.7672,39.68986051563372,0.07733948436628424,-0.10178211565083525,0.1791216000171195,0.14321798071471334,882,0.07920419922436399,0.13281091806197673,0.5188235294117647,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,883,0.17931,39.5355,39.69254478393935,-0.15704478393934806,-0.10178211565083525,-0.05526266828851281,0.16412824254222672,883,0.07929264118653737,0.13295264260110254,0.5194117647058824,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,884,0.17952,39.5509,39.695360281647595,-0.1444602816475964,-0.10178211565083525,-0.042678165996761136,0.20796187150533146,884,0.07938550524681942,0.13310143735165614,0.5199999999999999,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,885,0.17973,39.5519,39.69817272944503,-0.14627272944502323,-0.10178211565083525,-0.04449061379418798,0.12338488562218632,885,0.07947836930710145,0.13325021569564965,0.5205882352941176,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,886,0.17975,39.5962,39.69844042280463,-0.10224042280462697,-0.10178211565083525,-0.0004583071537917205,0.14933599700005354,886,0.07948721350331879,0.13326438420605827,0.5211764705882352,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,887,0.18004,39.9979,39.702318878638685,0.295581121361316,-0.10178211565083525,0.39736323701215126,0.1946918077372543,887,0.07961545434847019,0.1334698108835549,0.5217647058823529,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,888,0.1805,39.3688,39.70845905672386,-0.33965905672386043,-0.10178211565083525,-0.23787694107302518,0.09682071059437646,888,0.07981887086146894,0.13379559591638995,0.5223529411764706,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,889,0.18073,39.5035,39.71152371162964,-0.20802371162963595,-0.10178211565083525,-0.1062415959788007,0.09422133516353927,889,0.07992057911796832,0.1339584589089813,0.5229411764705882,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,890,0.18078,39.7166,39.71218946285547,0.004410537144529769,-0.10178211565083525,0.10619265279536502,0.12989353332633616,890,0.07994268960851166,0.13399386130279864,0.5235294117647058,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,891,0.18082,39.6391,39.712721941037664,-0.07362194103766484,-0.10178211565083525,0.028160174613170413,0.0943662545616811,891,0.07996037800094634,0.13402218254809709,0.5241176470588235,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,892,0.18086,39.6151,39.71325431011684,-0.09815431011683984,-0.10178211565083525,0.003627805533995415,0.17358810443115047,892,0.07997806639338101,0.13405050319805417,0.5247058823529411,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,893,0.18092,39.6213,39.71405265927068,-0.09275265927067977,-0.10178211565083525,0.009029456380155482,0.1467494463362639,893,0.08000459898203302,0.134092983056719,0.5252941176470588,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,894,0.18126,39.6585,39.71857201061178,-0.060072010611783355,-0.10178211565083525,0.0417101050390519,0.15936357802208131,894,0.08015495031772775,0.13433367695324527,0.5258823529411765,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,895,0.18136,39.4868,39.71989973725281,-0.23309973725280742,-0.10178211565083525,-0.13131762160197216,0.09636207760317334,895,0.08019917129881443,0.1344044610894671,0.526470588235294,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,896,0.18145,39.3953,39.72109411158083,-0.3257941115808336,-0.10178211565083525,-0.22401199592999835,0.16598346303171288,896,0.08023897018179246,0.13446816363051317,0.5270588235294117,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,897,0.18217,39.5863,39.730629401595294,-0.14432940159529295,-0.10178211565083525,-0.0425472859444577,0.14254914941871805,897,0.0805573612456166,0.13497767544736147,0.5276470588235294,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,898,0.18229,39.5259,39.732215222202164,-0.20631522220216425,-0.10178211565083525,-0.104533106551329,0.10525283844153563,898,0.08061042642292063,0.13506257532775842,0.528235294117647,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,899,0.18231,39.6885,39.73247943163802,-0.04397943163802154,-0.10178211565083525,0.057802684012813715,0.1088960972670738,899,0.08061927061913796,0.1350767247868146,0.5288235294117647,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,900,0.18252,39.7821,39.735252011266205,0.04684798873379492,-0.10178211565083525,0.14863010438463017,0.12658380623128695,900,0.08071213467942,0.1352252851193642,0.5294117647058824,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,901,0.1836,39.5995,39.74946449734576,-0.14996449734576345,-0.10178211565083525,-0.048182381694928195,0.20848455578291644,901,0.08118972127515622,0.1359890504309196,0.5299999999999999,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,902,0.18375,39.68,39.75143232797764,-0.07143232797763943,-0.10178211565083525,0.03034978767319582,0.11163628442401691,902,0.08125605274678624,0.13609509461159577,0.5305882352941176,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,903,0.18389,39.752,39.75326762845164,-0.0012676284516359715,-0.10178211565083525,0.10051448719919928,0.13947401191619893,903,0.0813179621203076,0.1361940616243239,0.5311764705882352,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,904,0.18402,39.796,39.75497067803488,0.041029321965119436,-0.10178211565083525,0.1428114376159547,0.15415719250167992,904,0.08137544939572029,0.13628595303229377,0.5317647058823529,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,905,0.18458,39.9384,39.762294181127864,0.17610581887213783,-0.10178211565083525,0.2778879345229731,0.2097043871739454,905,0.08162308688980574,0.13668172102891685,0.5323529411764706,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,906,0.18459,39.7891,39.762424770932945,0.02667522906705244,-0.10178211565083525,0.1284573447178877,0.09979333645088735,906,0.08162750898791442,0.13668878725369144,0.5329411764705881,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,907,0.18484,39.6548,39.76568738936535,-0.11088738936534526,-0.10178211565083525,-0.009105273714510004,0.21318977461407476,907,0.08173806144063113,0.13686543077495078,0.5335294117647058,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,908,0.18493,39.613,39.7668609320539,-0.1538609320539024,-0.10178211565083525,-0.052078816403067135,0.09570809788100482,908,0.08177786032360915,0.13692901674711694,0.5341176470588235,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,909,0.18506,39.7435,39.76855511622704,-0.02505511622704404,-0.10178211565083525,0.07672699942379121,0.11234491532775304,909,0.08183534759902183,0.1370208578280344,0.5347058823529411,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,910,0.18515,39.6347,39.76972736771398,-0.13502736771398105,-0.10178211565083525,-0.0332452520631458,0.12061102768818446,910,0.08187514648199985,0.13708443642940543,0.5352941176470588,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,911,0.18522,39.5427,39.770638754254044,-0.22793875425404053,-0.10178211565083525,-0.12615663860320528,0.12138929112570021,911,0.08190610116876053,0.13713388436799165,0.5358823529411765,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,912,0.18527,39.7882,39.771289549453854,0.016910450546149036,-0.10178211565083525,0.11869256619698429,0.097637236749101,912,0.08192821165930388,0.13716920320731155,0.536470588235294,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,913,0.18667,39.7559,39.78944612823625,-0.033546128236253026,-0.10178211565083525,0.06823598741458223,0.10165018445630092,913,0.08254730539451749,0.13815775283293755,0.5370588235294117,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,914,0.18728,39.7694,39.79731781975438,-0.027917819754385675,-0.10178211565083525,0.07386429589644958,0.09562128424153275,914,0.08281705337914627,0.13858824977764214,0.5376470588235294,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,915,0.18809,39.7451,39.80773380458697,-0.06263380458696588,-0.10178211565083525,0.03914831106386937,0.13642562076091133,915,0.08317524332594843,0.13915967912109162,0.538235294117647,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,916,0.18906,39.4384,39.82015279614937,-0.38175279614937097,-0.10178211565083525,-0.2799706804985357,0.1048432639705575,916,0.0836041868424893,0.13984366191812392,0.5388235294117647,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,917,0.18908,39.8089,39.82040823704736,-0.011508237047358705,-0.10178211565083525,0.09027387860347655,0.1822771516125924,917,0.08361303103870663,0.13985776096939437,0.5394117647058823,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,918,0.18929,39.9359,39.823088858396545,0.1128111416034514,-0.10178211565083525,0.21459325725428666,0.16299831287470432,918,0.08370589509898868,0.14000579201379476,0.5399999999999999,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,919,0.18929,40.1408,39.823088858396545,0.3177111416034535,-0.10178211565083525,0.41949325725428876,0.14247140063886507,919,0.08370589509898868,0.14000579201379476,0.5405882352941176,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,920,0.18948,39.7413,39.825511812939375,-0.08421181293937252,-0.10178211565083525,0.017570302711462732,0.1487458906995417,920,0.08378991496305338,0.14013971071134415,0.5411764705882353,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,921,0.18952,39.7624,39.82602162222793,-0.06362162222792733,-0.10178211565083525,0.03816049342290792,0.168425948119641,921,0.08380760335548805,0.14016790240817575,0.5417647058823529,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,922,0.18995,39.7286,39.831495794760635,-0.10289579476063437,-0.10178211565083525,-0.0011136791097991205,0.16103698332991712,922,0.08399775357416081,0.14047092551425244,0.5423529411764706,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,923,0.19025,39.8807,39.83530820059895,0.04539179940104532,-0.10178211565083525,0.14717391505188057,0.11123241434042506,923,0.08413041651742086,0.14068229620064548,0.5429411764705881,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,924,0.19042,39.6892,39.83746609634394,-0.1482660963439386,-0.10178211565083525,-0.04648398069310336,0.22177684730377065,924,0.08420559218526823,0.1408020580432481,0.5435294117647058,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,925,0.19044,39.9182,39.837719849272275,0.0804801507277233,-0.10178211565083525,0.18226226637855855,0.109302195769344,925,0.08421443638148557,0.14081614696410896,0.5441176470588235,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,926,0.19413,39.7983,39.88412070508141,-0.08582070508141015,-0.10178211565083525,0.0159614105694251,0.1547367441818523,926,0.0858461905835843,0.14341300306651314,0.5447058823529412,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,927,0.19434,39.8787,39.886736811804695,-0.0080368118046934,-0.10178211565083525,0.09374530384614185,0.16001149958674846,927,0.08593905464386634,0.14356063906549105,0.5452941176470588,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
