CovarianceID,RowI,RowJ,GridIndexI,GridIndexJ,x_i,x_j,SigmaI,SigmaJ,LambdaShrink,CorrelationLength,RhoSNBAO,Covariance,Correlation,Status,ClaimBoundary
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,0,0,0,0,0.3449908242954462,0.3449908242954462,1.701698892301421,1.701698892301421,0.15,0.25,0.0,2.895779120060883,1.0000000000003453,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,0,1,0,1,0.3449908242954462,0.4682655446968191,1.701698892301421,1.6147152832462313,0.15,0.25,0.0,0.2517212083142362,0.0916096314045762,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,0,2,0,2,0.3449908242954462,0.5755375138345268,1.701698892301421,1.5144842338065214,0.15,0.25,0.0,0.1537227380802248,0.05964727927022214,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,0,3,0,3,0.3449908242954462,0.6692388167013362,1.701698892301421,1.4755343006773876,0.15,0.25,0.0,0.10295485455743525,0.0410029216725986,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,0,4,0,4,0.3449908242954462,0.7515739767083173,1.701698892301421,1.5266241667746752,0.15,0.25,0.0,0.0766300008149085,0.029497416535550554,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,0,5,0,5,0.3449908242954462,0.8244143775463955,1.701698892301421,1.470605588976939,0.15,0.25,0.0,0.055160243249109765,0.022041809487918274,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,0,6,0,6,0.3449908242954462,0.8893016935201591,1.701698892301421,1.4480873485938237,0.15,0.25,0.0,0.0418990240131531,0.017003034314163928,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,0,7,0,8,0.3449908242954462,1.0,1.701698892301421,1.4164867477336152,0.15,0.25,0.0,0.02632200749986316,0.010920028620934703,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,1,0,1,0,0.4682655446968191,0.3449908242954462,1.6147152832462313,1.701698892301421,0.15,0.25,0.0,0.2517212083142362,0.0916096314045762,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,1,1,1,1,0.4682655446968191,0.4682655446968191,1.6147152832462313,1.6147152832462313,0.15,0.25,0.0,2.6073054459499567,1.0000000000003835,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,1,2,1,2,0.4682655446968191,0.5755375138345268,1.6147152832462313,1.5144842338065214,0.15,0.25,0.0,0.23883692688047983,0.09766540650098482,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,1,3,1,3,0.4682655446968191,0.6692388167013362,1.6147152832462313,1.4755343006773876,0.15,0.25,0.0,0.15995955690752706,0.06713746313122436,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
