CovarianceID,RowI,RowJ,GridIndexI,GridIndexJ,x_i,x_j,SigmaI,SigmaJ,LambdaShrink,CorrelationLength,RhoSNBAO,Covariance,Correlation,Status,ClaimBoundary
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,1,4,1,4,0.4682655446968191,0.7515739767083173,1.6147152832462313,1.5266241667746752,0.15,0.25,0.0,0.11905898977632011,0.04829855128214782,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,1,5,1,5,0.4682655446968191,0.8244143775463955,1.6147152832462313,1.470605588976939,0.15,0.25,0.0,0.08570171952519935,0.03609087136904014,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,1,6,1,6,0.4682655446968191,0.8893016935201591,1.6147152832462313,1.4480873485938237,0.15,0.25,0.0,0.06509794360656293,0.027840469479251565,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,1,7,1,8,0.4682655446968191,1.0,1.6147152832462313,1.4164867477336152,0.15,0.25,0.0,0.04089614496270145,0.017880262894043056,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,2,0,2,0,0.5755375138345268,0.3449908242954462,1.5144842338065214,1.701698892301421,0.15,0.25,0.0,0.1537227380802248,0.05964727927022214,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,2,1,2,1,0.5755375138345268,0.4682655446968191,1.5144842338065214,1.6147152832462313,0.15,0.25,0.0,0.23883692688047983,0.09766540650098482,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,2,2,2,2,0.5755375138345268,0.5755375138345268,1.5144842338065214,1.5144842338065214,0.15,0.25,0.0,2.2936624944495265,1.000000000000436,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,2,3,2,3,0.5755375138345268,0.6692388167013362,1.5144842338065214,1.4755343006773876,0.15,0.25,0.0,0.230424943767805,0.1031134751851169,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,2,4,2,4,0.5755375138345268,0.7515739767083173,1.5144842338065214,1.5266241667746752,0.15,0.25,0.0,0.17150685807488186,0.07417961949760705,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,2,5,2,5,0.5755375138345268,0.8244143775463955,1.5144842338065214,1.470605588976939,0.15,0.25,0.0,0.12345504253812423,0.05543038112785034,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,2,6,2,6,0.5755375138345268,0.8893016935201591,1.5144842338065214,1.4480873485938237,0.15,0.25,0.0,0.09377489088453553,0.04275895193090323,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,2,7,2,8,0.5755375138345268,1.0,1.5144842338065214,1.4164867477336152,0.15,0.25,0.0,0.05891171547066876,0.027461508943593175,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,3,0,3,0,0.6692388167013362,0.3449908242954462,1.4755343006773876,1.701698892301421,0.15,0.25,0.0,0.10295485455743525,0.0410029216725986,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,3,1,3,1,0.6692388167013362,0.4682655446968191,1.4755343006773876,1.6147152832462313,0.15,0.25,0.0,0.15995955690752706,0.06713746313122436,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,3,2,3,2,0.6692388167013362,0.5755375138345268,1.4755343006773876,1.5144842338065214,0.15,0.25,0.0,0.230424943767805,0.1031134751851169,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,3,3,3,3,0.6692388167013362,0.6692388167013362,1.4755343006773876,1.4755343006773876,0.15,0.25,0.0,2.1772014724765074,1.0000000000004594,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,3,4,3,4,0.6692388167013362,0.7515739767083173,1.4755343006773876,1.5266241667746752,0.15,0.25,0.0,0.24307588699026905,0.10790968789156945,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,3,5,3,5,0.6692388167013362,0.8244143775463955,1.4755343006773876,1.470605588976939,0.15,0.25,0.0,0.17497226819509287,0.0806350203428858,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,3,6,3,6,0.6692388167013362,0.8893016935201591,1.4755343006773876,1.4480873485938237,0.15,0.25,0.0,0.13290672475162407,0.062201790581889335,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,3,7,3,8,0.6692388167013362,1.0,1.4755343006773876,1.4164867477336152,0.15,0.25,0.0,0.08349530539413696,0.039948477482150975,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,4,0,4,0,0.7515739767083173,0.3449908242954462,1.5266241667746752,1.701698892301421,0.15,0.25,0.0,0.0766300008149085,0.029497416535550554,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,4,1,4,1,0.7515739767083173,0.4682655446968191,1.5266241667746752,1.6147152832462313,0.15,0.25,0.0,0.11905898977632011,0.04829855128214782,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,4,2,4,2,0.7515739767083173,0.5755375138345268,1.5266241667746752,1.5144842338065214,0.15,0.25,0.0,0.17150685807488186,0.07417961949760705,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,4,3,4,3,0.7515739767083173,0.6692388167013362,1.5266241667746752,1.4755343006773876,0.15,0.25,0.0,0.24307588699026905,0.10790968789156945,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,4,4,4,4,0.7515739767083173,0.7515739767083173,1.5266241667746752,1.5266241667746752,0.15,0.25,0.0,2.330581346581471,1.0000000000004292,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,4,5,4,5,0.7515739767083173,0.8244143775463955,1.5266241667746752,1.470605588976939,0.15,0.25,0.0,0.2516418490580373,0.11208681340628568,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,4,6,4,6,0.7515739767083173,0.8893016935201591,1.5266241667746752,1.4480873485938237,0.15,0.25,0.0,0.19114396992016738,0.0864636787445693,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,4,7,4,8,0.7515739767083173,1.0,1.5266241667746752,1.4164867477336152,0.15,0.25,0.0,0.12008138920402586,0.05553043234027181,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,5,0,5,0,0.8244143775463955,0.3449908242954462,1.470605588976939,1.701698892301421,0.15,0.25,0.0,0.055160243249109765,0.022041809487918274,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,5,1,5,1,0.8244143775463955,0.4682655446968191,1.470605588976939,1.6147152832462313,0.15,0.25,0.0,0.08570171952519935,0.03609087136904014,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,5,2,5,2,0.8244143775463955,0.5755375138345268,1.470605588976939,1.5144842338065214,0.15,0.25,0.0,0.12345504253812423,0.05543038112785034,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,5,3,5,3,0.8244143775463955,0.6692388167013362,1.470605588976939,1.4755343006773876,0.15,0.25,0.0,0.17497226819509287,0.0806350203428858,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,5,4,5,4,0.8244143775463955,0.7515739767083173,1.470605588976939,1.5266241667746752,0.15,0.25,0.0,0.2516418490580373,0.11208681340628568,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,5,5,5,5,0.8244143775463955,0.8244143775463955,1.470605588976939,1.470605588976939,0.15,0.25,0.0,2.1626807983312095,1.0000000000004625,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,5,6,5,6,0.8244143775463955,0.8893016935201591,1.470605588976939,1.4480873485938237,0.15,0.25,0.0,0.24641175246308855,0.11570988073926348,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,5,7,5,8,0.8244143775463955,1.0,1.470605588976939,1.4164867477336152,0.15,0.25,0.0,0.15480198284217103,0.0743135128737067,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,6,0,6,0,0.8893016935201591,0.3449908242954462,1.4480873485938237,1.701698892301421,0.15,0.25,0.0,0.0418990240131531,0.017003034314163928,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,6,1,6,1,0.8893016935201591,0.4682655446968191,1.4480873485938237,1.6147152832462313,0.15,0.25,0.0,0.06509794360656293,0.027840469479251565,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,6,2,6,2,0.8893016935201591,0.5755375138345268,1.4480873485938237,1.5144842338065214,0.15,0.25,0.0,0.09377489088453553,0.04275895193090323,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,6,3,6,3,0.8893016935201591,0.6692388167013362,1.4480873485938237,1.4755343006773876,0.15,0.25,0.0,0.13290672475162407,0.062201790581889335,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,6,4,6,4,0.8893016935201591,0.7515739767083173,1.4480873485938237,1.5266241667746752,0.15,0.25,0.0,0.19114396992016738,0.0864636787445693,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,6,5,6,5,0.8893016935201591,0.8244143775463955,1.4480873485938237,1.470605588976939,0.15,0.25,0.0,0.24641175246308855,0.11570988073926348,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,6,6,6,6,0.8893016935201591,0.8893016935201591,1.4480873485938237,1.4480873485938237,0.15,0.25,0.0,2.0969569691584904,1.000000000000477,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,6,7,6,8,0.8893016935201591,1.0,1.4480873485938237,1.4164867477336152,0.15,0.25,0.0,0.19760406728707947,0.09633599879144562,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,7,0,8,0,1.0,0.3449908242954462,1.4164867477336152,1.701698892301421,0.15,0.25,0.0,0.02632200749986316,0.010920028620934703,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,7,1,8,1,1.0,0.4682655446968191,1.4164867477336152,1.6147152832462313,0.15,0.25,0.0,0.04089614496270145,0.017880262894043056,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,7,2,8,2,1.0,0.5755375138345268,1.4164867477336152,1.5144842338065214,0.15,0.25,0.0,0.05891171547066876,0.027461508943593175,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,7,3,8,3,1.0,0.6692388167013362,1.4164867477336152,1.4755343006773876,0.15,0.25,0.0,0.08349530539413696,0.039948477482150975,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,7,4,8,4,1.0,0.7515739767083173,1.4164867477336152,1.5266241667746752,0.15,0.25,0.0,0.12008138920402586,0.05553043234027181,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,7,5,8,5,1.0,0.8244143775463955,1.4164867477336152,1.470605588976939,0.15,0.25,0.0,0.15480198284217103,0.0743135128737067,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,7,6,8,6,1.0,0.8893016935201591,1.4164867477336152,1.4480873485938237,0.15,0.25,0.0,0.19760406728707947,0.09633599879144562,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,7,7,8,8,1.0,1.0,1.4164867477336152,1.4164867477336152,0.15,0.25,0.0,2.0064347065059542,1.0000000000004985,FUTURE_PREFLIGHT_ONLY,registered_shrinkage_future_preflight_no_measurement_validation
