BaselineID,SourceFile,ProductID,Rows,H0,OmegaM,RdMpc,ReportedChi2BAO,RecomputedChi2BAO,Chi2Difference,AICZeroResidual,BICZeroResidual,MeanAbsLogResidual,MaxAbsLogResidual,AllowedForMeasurementGate,BlockingIssue,Interpretation
DESI_DR2_BASE_DESI_BAO_ALL_IMINUIT_BESTFIT_V0,data/public_ingest/desi_dr2_bestfit/base_desi_bao_all/bestfit.minimum.txt,DESI_DR2_BAO_ALL_GAUSSIAN,13,67.35999952240057,0.29717936,150.75395,10.282299,10.255152194345827,-0.027146805654172823,10.255152194345827,10.255152194345827,0.011146448098238802,0.027733262158663848,False,baseline_export_available_but_k1_and_k2_null_benchmark_not_registered,public_bestfit_baseline_export_preflight
