RebinSchemeID,ModelID,Bins,PredictionToTargetRMSRatio,CosineTargetVsPrediction,ResidualRMS,Chi2DiagProxy,SignMatchFraction,ClaimBoundary,DeltaChi2VsA2,DeltaChi2VsUnit,BestModelByScheme
DEPTH_THREE_BIN,K1_NO_MEMORY,3,0.0637649231186971,0.9129062742720181,2.740850639453369,24.296861485957542,1.0,rebinning_stress_preflight_no_measurement_validation,7.76947953349023,3.546834129364946,K2_SOURCE_SPLIT_A2_PRIOR_V1
DEPTH_THREE_BIN,K2_UNIT_LOCKED_RHO4,3,0.18946309429207484,0.6555412370718763,2.5816058274548954,20.750027356592597,1.0,rebinning_stress_preflight_no_measurement_validation,4.222645404125284,0.0,K2_SOURCE_SPLIT_A2_PRIOR_V1
DEPTH_THREE_BIN,K2_SOURCE_SPLIT_A2_PRIOR_V1,3,0.37892618858414967,0.6555412370718763,2.339618144174442,16.527381952467312,1.0,rebinning_stress_preflight_no_measurement_validation,0.0,-4.222645404125284,K2_SOURCE_SPLIT_A2_PRIOR_V1
PAIRWISE_ADJACENT,K1_NO_MEMORY,4,0.07120182152938197,0.9023886168135541,2.4906396463966076,24.813143392810478,1.0,rebinning_stress_preflight_no_measurement_validation,8.289445008136486,3.879456722806701,K2_SOURCE_SPLIT_A2_PRIOR_V1
PAIRWISE_ADJACENT,K2_UNIT_LOCKED_RHO4,4,0.22879226606459788,0.6836507327456152,2.2876672982540414,20.933686670003777,1.0,rebinning_stress_preflight_no_measurement_validation,4.409988285329785,0.0,K2_SOURCE_SPLIT_A2_PRIOR_V1
PAIRWISE_ADJACENT,K2_SOURCE_SPLIT_A2_PRIOR_V1,4,0.45758453212919575,0.6836507327456152,2.0324676125755357,16.52369838467399,1.0,rebinning_stress_preflight_no_measurement_validation,0.0,-4.409988285329785,K2_SOURCE_SPLIT_A2_PRIOR_V1
MEMORY_ACTIVE_VS_LOW,K1_NO_MEMORY,2,0.055022806007984856,0.9422934294770194,3.206458197562644,23.654970879875314,1.0,rebinning_stress_preflight_no_measurement_validation,7.186080197726703,3.019926913133464,K2_SOURCE_SPLIT_A2_PRIOR_V1
MEMORY_ACTIVE_VS_LOW,K2_UNIT_LOCKED_RHO4,2,0.1289943281222607,0.685759623055837,3.0983686624484292,20.63504396674185,1.0,rebinning_stress_preflight_no_measurement_validation,4.166153284593239,0.0,K2_SOURCE_SPLIT_A2_PRIOR_V1
MEMORY_ACTIVE_VS_LOW,K2_SOURCE_SPLIT_A2_PRIOR_V1,2,0.2579886562445214,0.685759623055837,2.8544701190175394,16.46889068214861,1.0,rebinning_stress_preflight_no_measurement_validation,0.0,-4.166153284593239,K2_SOURCE_SPLIT_A2_PRIOR_V1
ANTI_ALIGNED_VS_OTHER,K1_NO_MEMORY,2,0.07782318362945191,0.9999786449276791,2.0100730188080185,19.391996515732814,1.0,rebinning_stress_preflight_no_measurement_validation,11.611381504499981,5.111134135518267,K2_SOURCE_SPLIT_A2_PRIOR_V1
ANTI_ALIGNED_VS_OTHER,K2_UNIT_LOCKED_RHO4,2,0.2155266350841522,0.9888321843893427,1.7165916762376028,14.280862380214547,1.0,rebinning_stress_preflight_no_measurement_validation,6.500247368981714,0.0,K2_SOURCE_SPLIT_A2_PRIOR_V1
ANTI_ALIGNED_VS_OTHER,K2_SOURCE_SPLIT_A2_PRIOR_V1,2,0.4310532701683044,0.9888321843893427,1.258440922793194,7.7806150112328325,1.0,rebinning_stress_preflight_no_measurement_validation,0.0,-6.500247368981714,K2_SOURCE_SPLIT_A2_PRIOR_V1
