AuditID,RouteID,GridIndex,z_grid,SmokeBackreactionInterpolated,SmokeBackreactionWhitened,WhitenedTarget,K1Whitened,K2LockedWhitened,ResidualToTarget,ResidualToK2,SignStable,SignMatchesTarget,SignMatchesK2,MeasurementValidationAllowed,ClaimBoundary
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,0,0.51,2.4751591175596825,1.3569487919520082,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,-4.1023800804339,-1.436640933368173,True,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,1,0.7375,2.130723835812967,1.263467519305706,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,-3.5660103728761037,-1.4689899541079654,True,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,2,0.965,1.9072207738099223,1.2017602966668683,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,-2.0032432482294467,-1.2642894759045118,True,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,3,1.1925,1.772059326257286,1.06494620985374,0.173576508880147,0.0124813409147406,0.042579236107518,-0.8913697009735929,-1.022366973746222,False,True,True,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,4,1.42,1.657512518990614,0.6378799087131111,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,-1.2830688088848197,-0.7138162729324268,True,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,5,1.6475,1.59290062093264,0.6706252552593709,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,-1.0520418203319686,-0.7990063516257734,True,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,6,1.875,1.5373515937971445,0.6624838603457215,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,-2.052302238499792,-1.5520756772937743,False,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,8,2.33,1.4262535395261535,0.864311894978534,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,-2.0941462157230966,-1.379933379379158,False,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,0,0.51,2.4751591175596825,1.335217357479499,-2.86433358564581,-0.1099630552830129,-0.1182113299883962,-4.199550943125309,-1.4534286874678952,True,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,1,0.7375,2.130723835812967,1.1384173578016363,-2.315415080910488,-0.1238653606623093,-0.1625159123260439,-3.453832438712124,-1.3009332701276803,True,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,2,0.965,1.9072207738099223,1.0456135513456104,-0.4347675164995026,-0.0238009243169268,-0.0289163920946963,-1.480381067845113,-1.0745299434403066,True,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,3,1.1925,1.772059326257286,0.9746487249498834,0.3719064209126854,0.0245985912554874,0.0677155766598442,-0.602742304037198,-0.9069331482900392,False,True,True,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,4,1.42,1.657512518990614,0.8617216299161005,-0.8838014619067616,-0.1116120879947342,-0.2883204770740218,-1.7455230918228621,-1.1500421069901223,True,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,5,1.6475,1.59290062093264,0.8693657084889918,-0.7161278711761941,-0.0964424078421376,-0.3080615791157776,-1.585493579665186,-1.1774272876047693,True,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,6,1.875,1.5373515937971445,0.8702085605194162,-1.4928698749648674,-0.2204551424591881,-0.8472454406784786,-2.3630784354842835,-1.7174540011978947,False,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,8,2.33,1.4262535395261535,0.8701244226086886,-1.2541943177607862,-0.0938815043279612,-0.5002936897465631,-2.1243187403694748,-1.3704181123552517,False,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
