TransformID,GridIndex,z_grid,z_min,z_max,Rows,RawResidualMeanMu,CenteredResidualMeanMu,SigmaDiagProxy,TransformStatus,ClaimBoundary
T2_SN_DISTANCE_MODULUS_RESIDUAL_BINNED,0,0.51,0.39706,0.62183,198,-0.13163719662277146,-0.029855080971936197,0.010726410429459977,BINNED_SN_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL_BINNED,1,0.7375,0.62525,0.83981,84,-0.1697195752282516,-0.06793745957741634,0.01935660564685237,BINNED_SN_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL_BINNED,2,0.965,0.85482,1.04817,8,-0.007591313086722672,0.09419080256411258,0.07358124451499862,BINNED_SN_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL_BINNED,3,1.1925,1.12092,1.30611,6,0.05847441857448088,0.16025653422531616,0.08992816048120444,BINNED_SN_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL_BINNED,4,1.42,1.31317,1.41633,7,-0.13011032185065818,-0.028328206199822945,0.08328871477170322,BINNED_SN_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL_BINNED,5,1.6475,1.5429,1.69706,4,-0.1094119211785431,-0.007629805527707842,0.11204268939393139,BINNED_SN_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL_BINNED,6,1.875,1.80119,1.91165,2,-0.2764931047810057,-0.1747109891301704,0.16036634156810986,BINNED_SN_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL_BINNED,8,2.33,2.26137,2.26137,1,-0.10011970565057737,0.00166241000025788,0.21210858068451638,BINNED_SN_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
