ProtocolID,AuditID,RunID,Status,BlockReason,MetricsEvaluated,MetricsPassed,LinearCandidateFrozen,DeltaCTauGenerated,DeltaCTauFrobeniusNorm,PTauCovScoringAuthorized,NextStep,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_LINEAR_SPECIFICITY_AUDIT_v1,P_TAUCOV_LINEAR_SPECIFICITY_PRESCORE_RUN_v1,FAIL_STRICT_LINEAR_REJECTED,,True,2/6,False,True,0.0,False,freeze_minimal_nonzero_lambda_B_or_epsilon_P_model,linear_specificity_prescore_evaluated_no_freeze_no_scoring
