AuditID,NoiseMode,RouteID,SampleID,SubsetID,ProjectedScale,PilotLikeEnergyFractionOfK2,LockedK2Changed,ScaleFitAllowed,MeasurementValidationAllowed,ClaimBoundary
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,REGISTERED_SHRINKAGE_WHITENED,12,high_depth,-0.047332320161479535,0.6348654492841088,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,REGISTERED_SHRINKAGE_WHITENED,12,low_depth,0.3278260104009811,0.994925963651724,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,PUBLIC_PROXY_WHITENED_STANDARDIZED,13,mid_high_depth,0.02988258000180588,0.3635297767081103,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,PUBLIC_PROXY_WHITENED_STANDARDIZED,13,high_depth,0.03154347937087907,0.39405511105253777,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,PUBLIC_PROXY_WHITENED_STANDARDIZED,13,low_depth,0.20492744193474874,0.17532875806389517,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,REGISTERED_SHRINKAGE_WHITENED,13,mid_high_depth,0.025493466379313216,0.2397272467893446,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,REGISTERED_SHRINKAGE_WHITENED,13,high_depth,0.02758691002252964,0.296115829651096,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,REGISTERED_SHRINKAGE_WHITENED,13,low_depth,0.19450825680628875,0.35727697327506397,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,PUBLIC_PROXY_WHITENED_STANDARDIZED,14,mid_high_depth,0.21503071369635116,0.5002568017592731,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,PUBLIC_PROXY_WHITENED_STANDARDIZED,14,high_depth,0.23241622772290677,0.5574056376409142,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
