RhoCross,SubsetID,Rows,BestModel,A2AIC,K1AIC,UnitK2AIC,BestPolyAIC,DeltaAIC_A2_minus_K1,DeltaAIC_A2_minus_UnitK2,DeltaAIC_A2_minus_BestPoly,A2ImprovesOverK1,A2ImprovesOverUnitK2,A2BeatsBestPoly,ClaimBoundary
0.15,high_depth,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.2603034638108964,3.945206478123352,1.3662486357983747,6.0,-3.6849030143124555,-1.1059451719874782,-5.739696536189103,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.15,memory_active_anti_aligned,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.4955778964914974,2.460201122215558,0.8130391082063564,6.0,-1.9646232257240608,-0.31746121171485897,-5.504422103508503,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.15,memory_active_sign_stable,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.48467310954712195,1.4511756117309638,0.9569970267816307,6.0,-0.9665025021838418,-0.47232391723450873,-5.515326890452878,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.15,mid_high_memory_active,6,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.8994582436828144,4.481995678924063,1.9086192068930736,7.500678419291662,-3.5825374352412487,-1.0091609632102592,-6.601220175608847,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.2,all_depth,8,POLY_DEG2,13.790360940113995,18.54713973166765,15.850299112715653,8.842088827781648,-4.7567787915536535,-2.059938172601658,4.948272112332347,True,True,False,memory_active_cross_covariance_no_measurement_validation
0.2,high_depth,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.30211715631959907,4.219268054185993,1.4398872578484272,6.0,-3.917150897866394,-1.1377701015288282,-5.697882843680401,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.2,memory_active_anti_aligned,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.5937774889393769,2.6571380018522905,0.853974291659785,6.0,-2.063360512912914,-0.2601968027204081,-5.406222511060623,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.2,memory_active_sign_stable,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.5216809450847818,1.5091080286571597,1.0037396353506967,6.0,-0.9874270835723779,-0.48205869026591486,-5.478319054915218,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.2,mid_high_memory_active,6,K2_SOURCE_SPLIT_A2_PRIOR_V1,1.0156403854339369,4.806032493706729,2.0176008174184847,7.688036689693223,-3.7903921082727923,-1.0019604319845479,-6.672396304259286,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.25,all_depth,8,POLY_DEG2,14.745815375842252,19.60722490875834,16.708586614936273,9.12452379586843,-4.861409532916088,-1.962771239094021,5.621291579973821,True,True,False,memory_active_cross_covariance_no_measurement_validation
0.25,high_depth,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.3643192837523033,4.576288791290294,1.52728917304202,6.0,-4.21196950753799,-1.1629698892897167,-5.6356807162476965,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.25,memory_active_anti_aligned,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.7439306345988633,2.9367755003136606,0.9091975792225253,6.0,-2.192844865714797,-0.16526694462366198,-5.256069365401137,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.25,memory_active_sign_stable,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.5707049670473955,1.5741793496553513,1.05986850550748,6.0,-1.0034743826079557,-0.4891635384600844,-5.429295032952605,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.25,mid_high_memory_active,6,K2_SOURCE_SPLIT_A2_PRIOR_V1,1.1828373441534108,5.233815781095293,2.149920848358907,7.955628809826708,-4.050978436941882,-0.9670835042054962,-6.772791465673297,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.3,all_depth,8,POLY_DEG2,15.977113878661248,20.88396720542946,17.692064002171435,9.538444516259952,-4.906853326768212,-1.714950123510187,6.438669362401296,True,True,False,memory_active_cross_covariance_no_measurement_validation
0.3,high_depth,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.4690644137065115,5.094831790964562,1.6378941753237388,6.0,-4.625767377258051,-1.1688297616172274,-5.530935586293489,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.3,memory_active_anti_aligned,3,K2_UNIT_LOCKED_RHO4,1.0031193929473758,3.385772103860271,0.9955590489745525,6.0,-2.382652710912895,0.007560343972823347,-4.996880607052624,True,False,True,memory_active_cross_covariance_no_measurement_validation
0.3,memory_active_sign_stable,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.6449362167111999,1.650694943826271,1.13394497737945,6.0,-1.005758727115071,-0.48900876066825016,-5.3550637832888,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.3,mid_high_memory_active,6,K2_SOURCE_SPLIT_A2_PRIOR_V1,1.4561561410223334,5.8620486297055265,2.3229157696848146,8.393102201825007,-4.405892488683193,-0.8667596286624812,-6.936946060802674,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.35,all_depth,8,POLY_DEG2,17.87055921479151,22.60303970121648,18.88915877763224,10.334837146448312,-4.732480486424972,-1.0185995628407305,7.535722068343198,True,True,False,memory_active_cross_covariance_no_measurement_validation
0.35,high_depth,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.6910656770946431,6.035286971975686,1.8011798255492812,6.0,-5.344221294881043,-1.1101141484546382,-5.3089343229053565,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.35,memory_active_anti_aligned,3,K2_UNIT_LOCKED_RHO4,1.564259725630775,4.2876010343492466,1.1796997490515286,6.0,-2.7233413087184717,0.38455997657924645,-4.435740274369225,True,False,True,memory_active_cross_covariance_no_measurement_validation
0.35,memory_active_sign_stable,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,0.7989456697126694,1.755094100329372,1.2607160494474083,6.0,-0.9561484306167026,-0.4617703797347389,-5.201054330287331,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.35,mid_high_memory_active,6,K2_SOURCE_SPLIT_A2_PRIOR_V1,2.0327709963650062,7.004507060007729,2.596342217284212,9.345227561098177,-4.971736063642723,-0.5635712209192056,-7.312456564733171,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.4,all_depth,8,POLY_DEG2,24.605571825142192,26.500621250059755,21.68920705750678,15.554259628676018,-1.8950494249175627,2.916364767635411,9.051312196466174,True,False,False,memory_active_cross_covariance_no_measurement_validation
0.4,high_depth,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,1.5468351850437108,9.182363138534706,2.2127979993368214,6.0,-7.635527953490995,-0.6659628142931107,-4.453164814956289,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.4,memory_active_anti_aligned,3,K2_UNIT_LOCKED_RHO4,4.120920042917041,7.75219292528283,2.4598855216718314,6.0,-3.6312728823657885,1.66103452124521,-1.8790799570829586,True,False,True,memory_active_cross_covariance_no_measurement_validation
0.4,memory_active_sign_stable,3,K2_SOURCE_SPLIT_A2_PRIOR_V1,2.032404986258365,2.1789587500526384,2.072037500609909,6.0,-0.14655376379427354,-0.039632514351544135,-3.967595013741635,True,True,True,memory_active_cross_covariance_no_measurement_validation
0.4,mid_high_memory_active,6,K2_UNIT_LOCKED_RHO4,5.1558339085497344,10.775883484763916,3.7703427154142832,16.069502295973173,-5.620049576214182,1.3854911931354512,-10.913668387423439,True,False,True,memory_active_cross_covariance_no_measurement_validation
