AuditID,RouteID,VariantID,VariantClass,ForbiddenForClaims,SubsetID,Rows,ProjectedScale,BackreactionLikeEnergyFractionOfK2,ResidualEnergyFractionOfK2,CorrelationComponentWithTarget,CorrelationResidualWithTarget,CorrelationComponentWithK2,K2Chi2ToTarget,ComponentChi2ToTarget,ResidualChi2ToTarget,ScaleFitAllowed,LockedK2Changed,MeasurementValidationAllowed,ClaimBoundary
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,RAW_OMEGA,raw_provisional_omega,False,all_depth,8,0.259832387637188,0.3836045508167918,0.6163954491832081,-0.1537171389309865,0.5292388239586342,0.7475063238599533,13.215274786282366,18.175145022201747,12.557564936217158,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,RAW_OMEGA,raw_provisional_omega,False,mid_high_depth,6,0.34396651066733447,0.5884067754996041,0.4115932245003959,0.6604591166679054,0.3343928477645572,0.7627635031393929,1.7116149493531636,3.1110878894357508,3.2788656797505045,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,RAW_OMEGA,raw_provisional_omega,False,high_depth,3,0.39590785677757173,0.7035010930442976,0.2964989069557022,0.7239741955314982,0.29702474063809464,0.4296928418303206,0.824353536557815,1.29209254269548,3.121827170710164,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,RAW_OMEGA,raw_provisional_omega,False,mid_depth,3,-0.08912734321758259,0.39960455386562604,0.6003954461343742,0.8492225588588823,0.9276915728819052,0.689831994701897,0.8872614127953489,0.9776621636630929,0.998371692117517,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,RAW_OMEGA,raw_provisional_omega,False,low_depth,2,-0.17464716563389632,0.6560476782831237,0.3439523217168762,1.0,-0.9999999999999998,-1.0,11.503659836929204,11.601251565602137,12.741504823630514,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,CENTERED_OMEGA,mean_removed_shape_variant,False,all_depth,8,0.24116378133875932,0.3282876874840192,0.6717123125159808,-0.15667768365674903,0.5222132764932244,0.7491853538279332,13.215274786282366,18.416378247304692,12.316331711114213,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,CENTERED_OMEGA,mean_removed_shape_variant,False,mid_high_depth,6,0.3404068369719598,0.5483037821369441,0.4516962178630561,0.6626838616897928,0.34810145957924105,0.7660620013764672,1.7116149493531636,3.28625815254335,3.1036954166429043,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,CENTERED_OMEGA,mean_removed_shape_variant,False,high_depth,3,0.41355531631761444,0.6951477781694643,0.30485222183053573,0.7273162329439414,0.27475554153013104,0.43407363768974866,0.824353536557815,1.3175587079244093,3.096361005481234,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,CENTERED_OMEGA,mean_removed_shape_variant,False,mid_depth,3,-0.07374437568998217,0.3648504493241267,0.6351495506758734,0.7652458092081861,0.9302704568895015,0.5795438445362227,0.8872614127953489,0.9852072566344103,0.9908265991461997,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,CENTERED_OMEGA,mean_removed_shape_variant,False,low_depth,2,-0.1617440983826417,0.6809889943765736,0.3190110056234265,0.9999999999999998,-0.9999999999999998,-0.9999999999999999,11.503659836929204,11.574745843957736,12.768010545274915,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
