AuditID,RouteID,VariantID,VariantClass,ForbiddenForClaims,SubsetID,Rows,ProjectedScale,BackreactionLikeEnergyFractionOfK2,ResidualEnergyFractionOfK2,CorrelationComponentWithTarget,CorrelationResidualWithTarget,CorrelationComponentWithK2,K2Chi2ToTarget,ComponentChi2ToTarget,ResidualChi2ToTarget,ScaleFitAllowed,LockedK2Changed,MeasurementValidationAllowed,ClaimBoundary
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,UNIT_SHAPE_OMEGA,unit_norm_shape_variant,False,all_depth,8,0.876799472337747,0.328287687484019,0.671712312515981,-0.15667768365674917,0.5222132764932242,0.7491853538279332,13.215274786282366,18.416378247304692,12.316331711114213,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,UNIT_SHAPE_OMEGA,unit_norm_shape_variant,False,mid_high_depth,6,1.2376175783125634,0.548303782136944,0.4516962178630562,0.6626838616897928,0.34810145957924116,0.766062001376467,1.7116149493531636,3.2862581525433505,3.1036954166429043,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,UNIT_SHAPE_OMEGA,unit_norm_shape_variant,False,high_depth,3,1.5035635994627583,0.6951477781694644,0.3048522218305358,0.727316232943941,0.2747555415301311,0.4340736376897483,0.824353536557815,1.3175587079244093,3.096361005481235,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,UNIT_SHAPE_OMEGA,unit_norm_shape_variant,False,mid_depth,3,-0.26811252226148896,0.3648504493241267,0.6351495506758733,0.7652458092081859,0.9302704568895015,0.5795438445362225,0.8872614127953489,0.9852072566344103,0.9908265991461997,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,UNIT_SHAPE_OMEGA,unit_norm_shape_variant,False,low_depth,2,-0.5880532280941323,0.6809889943765733,0.31901100562342655,1.0,-0.9999999999999998,-1.0,11.503659836929204,11.574745843957736,12.768010545274915,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,HIGH_DEPTH_WEIGHTED_OMEGA,depth_emphasis_shape_variant,False,all_depth,8,0.3588494541261835,0.4812355322042717,0.5187644677957283,0.061695304482218716,0.22816467674050572,0.655716064655844,13.215274786282366,16.1698744110926,14.562835547326305,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,HIGH_DEPTH_WEIGHTED_OMEGA,depth_emphasis_shape_variant,False,mid_high_depth,6,0.36372020749951733,0.5144508687591224,0.4855491312408776,0.6350136199642195,0.3885137256138492,0.6388531739297095,1.7116149493531636,3.0263648237552996,3.3635887454309543,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,HIGH_DEPTH_WEIGHTED_OMEGA,depth_emphasis_shape_variant,False,high_depth,3,0.3770970335426883,0.5464899971414681,0.45351000285853194,0.6153524576287394,0.30342996812711387,0.29307303272588864,0.824353536557815,1.7137842655282207,2.700135447877424,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,HIGH_DEPTH_WEIGHTED_OMEGA,depth_emphasis_shape_variant,False,mid_depth,3,-0.22512546852136484,0.4135020097644386,0.5864979902355614,0.24341505950925657,0.9973471982070712,0.4786702171247268,0.8872614127953489,0.991430930784775,0.984602924995835,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,HIGH_DEPTH_WEIGHTED_OMEGA,depth_emphasis_shape_variant,False,low_depth,2,-0.8496665973397903,0.2527050954474941,0.7472949045525058,1.0,-0.9999999999999998,-1.0,11.503659836929204,12.17070222461469,12.172054164617961,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,OMEGA_GRADIENT,derivative_shape_variant,False,all_depth,8,0.380451052863571,0.2818700993291432,0.7181299006708567,-0.2669331387474992,0.6091449018671353,0.7369228938317347,13.215274786282366,18.83084397467047,11.901865983748436,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,OMEGA_GRADIENT,derivative_shape_variant,False,mid_high_depth,6,0.6262059104267756,0.5715903253457695,0.42840967465423085,0.5900703689745608,0.44599134592604806,0.7803489853091081,1.7116149493531636,3.3847847467634704,3.0051688224227844,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,OMEGA_GRADIENT,derivative_shape_variant,False,high_depth,3,0.8498160980093812,0.8092685010220295,0.19073149897797068,0.9401343864672058,0.8533219508965942,0.7562946920836082,0.824353536557815,1.0768043870613602,3.3371153263442843,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,OMEGA_GRADIENT,derivative_shape_variant,False,mid_depth,3,-0.08431993819732728,0.23432346662769335,0.7656765333723067,0.22140048314858105,0.911881605999015,-0.029999389648164263,0.8872614127953489,1.0136324544466446,0.9624014013339655,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,OMEGA_GRADIENT,derivative_shape_variant,False,low_depth,2,-0.2404532293694659,0.74499503000109,0.2550049699989102,1.0,-1.0,-1.0,11.503659836929204,11.512289644862523,12.830466744370126,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,all_depth,8,-0.259832387637188,0.3836045508167918,0.6163954491832081,-0.1537171389309865,0.5292388239586342,0.7475063238599533,13.215274786282366,18.175145022201747,12.557564936217158,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,mid_high_depth,6,-0.34396651066733447,0.5884067754996041,0.4115932245003959,0.6604591166679054,0.3343928477645572,0.7627635031393929,1.7116149493531636,3.1110878894357508,3.2788656797505045,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,high_depth,3,-0.39590785677757173,0.7035010930442976,0.2964989069557022,0.7239741955314982,0.29702474063809464,0.4296928418303206,0.824353536557815,1.29209254269548,3.121827170710164,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,mid_depth,3,0.08912734321758259,0.39960455386562604,0.6003954461343742,0.8492225588588823,0.9276915728819052,0.689831994701897,0.8872614127953489,0.9776621636630929,0.998371692117517,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,low_depth,2,0.17464716563389632,0.6560476782831237,0.3439523217168762,1.0,-0.9999999999999998,-1.0,11.503659836929204,11.601251565602137,12.741504823630514,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,RAW_OMEGA,raw_provisional_omega,False,all_depth,8,0.27287155833010446,0.36087594374996335,0.6391240562500367,-0.14048119504571127,0.5101868244998512,0.7268294236866126,13.93972224709762,19.343011872626967,13.585209442781125,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,RAW_OMEGA,raw_provisional_omega,False,mid_high_depth,6,0.3670808246852195,0.5634492035963421,0.43655079640365757,0.7099860502953562,0.29044894114835146,0.7130325127673992,1.7635599739890684,3.318723807518029,3.8677813480152072,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,RAW_OMEGA,raw_provisional_omega,False,high_depth,3,0.39676711602709586,0.663786341821377,0.33621365817862287,0.5080328927627316,0.24084213783859099,0.14919172321951302,1.1517151657837967,1.9203762665330133,3.5458418774071934,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,RAW_OMEGA,raw_provisional_omega,False,mid_depth,3,-0.03249460978511807,0.0039708971048196375,0.9960291028951803,-0.39355620267629166,0.9019453305812927,-0.7349146177952585,0.6118448082052715,1.0986361512967509,0.6216508602962785,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,RAW_OMEGA,raw_provisional_omega,False,low_depth,2,-0.19883678893150203,0.9414815485722859,0.05851845142771434,1.0,-1.0,-1.0,12.176162273108552,12.167432261105999,13.574283898768854,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,CENTERED_OMEGA,mean_removed_shape_variant,False,all_depth,8,0.2505525015347985,0.2970003219159409,0.7029996780840592,-0.14007517761029445,0.5016452393215663,0.7274315923756487,13.93972224709762,19.617859133391164,13.310362182016927,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,CENTERED_OMEGA,mean_removed_shape_variant,False,mid_high_depth,6,0.362521517691015,0.5110699921816909,0.488930007818309,0.7108409489418634,0.3079657238262714,0.7137756983092571,1.7635599739890684,3.5334109096177664,3.653094245915469,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,CENTERED_OMEGA,mean_removed_shape_variant,False,high_depth,3,0.41185718415981426,0.6397833010480013,0.36021669895199854,0.5080579305762682,0.22337276435416475,0.14922046659899207,1.1517151657837967,1.996912546141415,3.469305597798792,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,CENTERED_OMEGA,mean_removed_shape_variant,False,mid_depth,3,-0.05943832418367455,0.018703136595965043,0.981296863404035,-0.3981887129575983,0.8930917502004942,-0.7383263213667859,0.6118448082052715,1.0837770133528988,0.6365099982401305,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,CENTERED_OMEGA,mean_removed_shape_variant,False,low_depth,2,-0.1813226319769042,0.9451993051030351,0.054800694896965096,1.0,-1.0,-0.9999999999999998,12.176162273108552,12.165001936408466,13.57671422346639,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,UNIT_SHAPE_OMEGA,unit_norm_shape_variant,False,all_depth,8,0.91093405452134,0.29700032191594083,0.7029996780840592,-0.14007517761029445,0.5016452393215663,0.7274315923756487,13.93972224709762,19.617859133391164,13.310362182016927,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,UNIT_SHAPE_OMEGA,unit_norm_shape_variant,False,mid_high_depth,6,1.3180199516612723,0.5110699921816908,0.488930007818309,0.7108409489418633,0.3079657238262715,0.7137756983092571,1.7635599739890684,3.5334109096177664,3.653094245915469,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,UNIT_SHAPE_OMEGA,unit_norm_shape_variant,False,high_depth,3,1.4973896981760326,0.6397833010480014,0.3602166989519985,0.5080579305762682,0.2233727643541646,0.1492204665989921,1.1517151657837967,1.996912546141415,3.4693055977987926,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,UNIT_SHAPE_OMEGA,unit_norm_shape_variant,False,mid_depth,3,-0.21609999226077786,0.018703136595965054,0.981296863404035,-0.39818871295759806,0.8930917502004942,-0.7383263213667858,0.6118448082052715,1.0837770133528988,0.6365099982401305,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,UNIT_SHAPE_OMEGA,unit_norm_shape_variant,False,low_depth,2,-0.6592349280546368,0.9451993051030351,0.054800694896965096,1.0,-1.0,-0.9999999999999998,12.176162273108552,12.165001936408466,13.57671422346639,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,HIGH_DEPTH_WEIGHTED_OMEGA,depth_emphasis_shape_variant,False,all_depth,8,0.35027974340952395,0.4107461396815387,0.5892538603184613,0.06440627027944981,0.21134475877627623,0.5692945933286534,13.93972224709762,17.447345721971566,15.48087559343653,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,HIGH_DEPTH_WEIGHTED_OMEGA,depth_emphasis_shape_variant,False,mid_high_depth,6,0.35525329727771104,0.4364918297498796,0.5635081702501205,0.5848616095689794,0.46827612783193473,0.5323600736471248,1.7635599739890684,3.657907916656048,3.5285972388771887,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,HIGH_DEPTH_WEIGHTED_OMEGA,depth_emphasis_shape_variant,False,high_depth,3,0.36163266522067505,0.48633955091900055,0.5136604490809993,0.4093020763329061,0.2656851508105956,0.038530788707666325,1.1517151657837967,2.476542696962362,2.989675446977845,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,HIGH_DEPTH_WEIGHTED_OMEGA,depth_emphasis_shape_variant,False,mid_depth,3,-0.49545288871735865,0.08217863471596938,0.9178213652840307,-0.8216188008035097,0.9076013050951754,-0.9828428098209657,0.6118448082052715,1.0519582469752495,0.6683287646177796,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,HIGH_DEPTH_WEIGHTED_OMEGA,depth_emphasis_shape_variant,False,low_depth,2,-2.303418160013179,0.9806808628940537,0.01931913710594603,-1.0,1.0,1.0,12.176162273108552,12.255802067789084,13.485914092085771,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,OMEGA_GRADIENT,derivative_shape_variant,False,all_depth,8,0.4555276330504276,0.3630640080578316,0.6369359919421684,-0.20139899371581868,0.706645639364463,0.8166392460192615,13.93972224709762,19.981628067435555,12.946593247972533,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,OMEGA_GRADIENT,derivative_shape_variant,False,mid_high_depth,6,0.7451083388001779,0.7140206352179103,0.28597936478208946,0.8100836395747705,0.03301205527819969,0.8651414579998142,1.7635599739890684,2.9063307822321787,4.280174373301058,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,OMEGA_GRADIENT,derivative_shape_variant,False,high_depth,3,0.8897150006781072,0.8961996974883074,0.1038003025116928,0.9107465270637453,0.8383111380820691,0.6903259865098593,1.1517151657837967,1.289588678936051,4.176629465004156,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,OMEGA_GRADIENT,derivative_shape_variant,False,mid_depth,3,0.11802748899563464,0.04366021915445791,0.9563397808455423,0.6181933012207699,0.946486595157141,0.8854614645233174,0.6118448082052715,1.1110806002741216,0.6092064113189075,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,OMEGA_GRADIENT,derivative_shape_variant,False,low_depth,2,-0.25395384105712593,0.9653325462608744,0.03466745373912594,1.0,-1.0,-0.9999999999999998,12.176162273108552,12.15415776339221,13.587558396482645,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,all_depth,8,-0.27287155833010446,0.36087594374996335,0.6391240562500367,-0.14048119504571127,0.5101868244998512,0.7268294236866126,13.93972224709762,19.343011872626967,13.585209442781125,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,mid_high_depth,6,-0.3670808246852195,0.5634492035963421,0.43655079640365757,0.7099860502953562,0.29044894114835146,0.7130325127673992,1.7635599739890684,3.318723807518029,3.8677813480152072,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,high_depth,3,-0.39676711602709586,0.663786341821377,0.33621365817862287,0.5080328927627316,0.24084213783859099,0.14919172321951302,1.1517151657837967,1.9203762665330133,3.5458418774071934,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,mid_depth,3,0.03249460978511807,0.0039708971048196375,0.9960291028951803,-0.39355620267629166,0.9019453305812927,-0.7349146177952585,0.6118448082052715,1.0986361512967509,0.6216508602962785,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
BACKREACTION_BRIDGE_VARIANT_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,low_depth,2,0.19883678893150203,0.9414815485722859,0.05851845142771434,1.0,-1.0,-1.0,12.176162273108552,12.167432261105999,13.574283898768854,False,False,False,backreaction_bridge_variant_stability_no_measurement_validation
