AuditID,RouteID,VariantID,VariantClass,ForbiddenForClaims,SubsetID,RemovedZ,RowsRemaining,ProjectedScale,BackreactionLikeEnergyFractionOfK2,ResidualEnergyFractionOfK2,CorrelationComponentWithTarget,CorrelationResidualWithTarget,ComponentChi2ToTarget,ResidualChi2ToTarget,LockedK2Changed,ScaleFitAllowed,MeasurementValidationAllowed,ClaimBoundary
BACKREACTION_DEPTH_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,mid_high_depth,2.33,5,-0.5310227864385841,0.5524110920757,0.4475889079242998,0.5759750133585281,0.7131538843474433,2.7565551445507666,1.6108059925557952,False,False,False,backreaction_depth_stability_no_measurement_validation
BACKREACTION_DEPTH_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,high_depth,NONE,3,-0.39590785677757173,0.7035010930442976,0.2964989069557022,0.7239741955314982,0.29702474063809464,1.29209254269548,3.121827170710164,False,False,False,backreaction_depth_stability_no_measurement_validation
BACKREACTION_DEPTH_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,high_depth,1.6475,2,-0.3946559284748817,0.6993498978708582,0.3006501021291416,-0.9999999999999999,0.9999999999999999,1.2210652299317868,2.9833489389387142,False,False,False,backreaction_depth_stability_no_measurement_validation
BACKREACTION_DEPTH_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,high_depth,1.875,2,-0.26876902702592326,0.988575537866563,0.011424462133436331,1.0,-1.0,0.5947515997246314,1.637346376890204,False,False,False,backreaction_depth_stability_no_measurement_validation
BACKREACTION_DEPTH_STABILITY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,SIGN_INVERTED_RAW_FORBIDDEN,forbidden_sign_inversion_diagnostic,True,high_depth,2.33,2,-0.8799751803590057,0.9845482660408906,0.01545173395910923,1.0,1.0,0.30180635426592384,2.0895209270600277,False,False,False,backreaction_depth_stability_no_measurement_validation
BACKREACTION_DEPTH_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,RAW_OMEGA,raw_provisional_omega,False,mid_high_depth,NONE,6,0.3670808246852195,0.5634492035963421,0.43655079640365757,0.7099860502953562,0.29044894114835146,3.318723807518029,3.8677813480152072,False,False,False,backreaction_depth_stability_no_measurement_validation
BACKREACTION_DEPTH_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,RAW_OMEGA,raw_provisional_omega,False,mid_high_depth,0.965,5,0.3898414454177954,0.603663873373862,0.39633612662613815,0.7051097043888235,0.2546021620812566,2.8372008413474945,3.9955663856019514,False,False,False,backreaction_depth_stability_no_measurement_validation
BACKREACTION_DEPTH_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,RAW_OMEGA,raw_provisional_omega,False,mid_high_depth,1.1925,5,0.36952204093633884,0.5630905363939178,0.4369094636060822,0.7679070339201907,0.1114051498682696,3.2394025100478805,3.7162561898420168,False,False,False,backreaction_depth_stability_no_measurement_validation
BACKREACTION_DEPTH_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,RAW_OMEGA,raw_provisional_omega,False,mid_high_depth,1.42,5,0.3707134699571308,0.6189551353739842,0.3810448646260161,0.7628682667471065,0.2618387483214979,2.4857802370440885,3.565022291123249,False,False,False,backreaction_depth_stability_no_measurement_validation
BACKREACTION_DEPTH_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,RAW_OMEGA,raw_provisional_omega,False,mid_high_depth,1.6475,5,0.353666637944493,0.5553620624154428,0.4446379375845572,0.709929470390371,0.32995753228157426,3.0225706579525045,3.484577270989447,False,False,False,backreaction_depth_stability_no_measurement_validation
BACKREACTION_DEPTH_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,RAW_OMEGA,raw_provisional_omega,False,mid_high_depth,1.875,5,0.2565764212487053,0.6228433272781801,0.3771566727218202,0.7076557859752787,0.30527257944688985,2.1863409328769654,2.354672848931033,False,False,False,backreaction_depth_stability_no_measurement_validation
BACKREACTION_DEPTH_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,RAW_OMEGA,raw_provisional_omega,False,mid_high_depth,2.33,5,0.6952490766846783,0.6265087412459548,0.3734912587540453,0.7770095413327984,0.29356460629607356,2.5308004608610797,2.5143351510484733,False,False,False,backreaction_depth_stability_no_measurement_validation
BACKREACTION_DEPTH_STABILITY_V1,REGISTERED_SHRINKAGE_WHITENED,RAW_OMEGA,raw_provisional_omega,False,high_depth,NONE,3,0.39676711602709586,0.663786341821377,0.33621365817862287,0.5080328927627316,0.24084213783859099,1.9203762665330133,3.5458418774071934,False,False,False,backreaction_depth_stability_no_measurement_validation
