ProtocolID,FreezeID,EmpiricalRowID,EmpiricalIndex,FamilyID,ClockIndex,TauCoordinate,EmbeddingValue,SourceBridge,UsesTargetResiduals,UsesScoreOutcomes,ObjectConstructionAuthorized,ScoringAuthorized,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.698,2,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2,TEMPLATE_B_BRANCH_RESPONSE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.698,2,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2,TEMPLATE_M_PARENT_MORPHOLOGY,0.217442691017814,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.698,2,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2,TEMPLATE_P_MORPH_PROJECTION,0.1436768262346515,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.698,2,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2,TEMPLATE_COORD_ORIGIN_CENTER,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.698,2,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2,TEMPLATE_COORD_SCALE_UNIT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.698,2,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2,TEMPLATE_EXT_SOURCE_FAMILY,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.698,2,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.706,3,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,3,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.706,3,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,3,TEMPLATE_B_BRANCH_RESPONSE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.706,3,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,3,TEMPLATE_M_PARENT_MORPHOLOGY,0.217442691017814,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.706,3,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,3,TEMPLATE_P_MORPH_PROJECTION,1.7595336535991648e-17,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.706,3,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,3,TEMPLATE_COORD_ORIGIN_CENTER,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.706,3,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,3,TEMPLATE_COORD_SCALE_UNIT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.706,3,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,3,TEMPLATE_EXT_SOURCE_FAMILY,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.706,3,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,3,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.93,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,4,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.93,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,4,TEMPLATE_B_BRANCH_RESPONSE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.93,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,4,TEMPLATE_M_PARENT_MORPHOLOGY,0.1848262873651419,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.93,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,4,TEMPLATE_P_MORPH_PROJECTION,-0.1221253022994537,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.93,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,4,TEMPLATE_COORD_ORIGIN_CENTER,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.93,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,4,TEMPLATE_COORD_SCALE_UNIT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.93,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,4,TEMPLATE_EXT_SOURCE_FAMILY,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.93,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,4,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.934,5,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,5,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.934,5,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,5,TEMPLATE_B_BRANCH_RESPONSE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.934,5,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,5,TEMPLATE_M_PARENT_MORPHOLOGY,0.1848262873651419,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.934,5,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,5,TEMPLATE_P_MORPH_PROJECTION,-0.2115272284723622,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.934,5,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,5,TEMPLATE_COORD_ORIGIN_CENTER,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.934,5,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,5,TEMPLATE_COORD_SCALE_UNIT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.934,5,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,5,TEMPLATE_EXT_SOURCE_FAMILY,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.934,5,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,5,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.317,6,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,6,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.317,6,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,6,TEMPLATE_B_BRANCH_RESPONSE,0.1666666666666666,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.317,6,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,6,TEMPLATE_M_PARENT_MORPHOLOGY,0.1848262873651419,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.317,6,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,6,TEMPLATE_P_MORPH_PROJECTION,-0.2442506045989076,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.317,6,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,6,TEMPLATE_COORD_ORIGIN_CENTER,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.317,6,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,6,TEMPLATE_COORD_SCALE_UNIT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.317,6,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,6,TEMPLATE_EXT_SOURCE_FAMILY,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_TCCS_PARENT_SCORE_EMBEDDING_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.317,6,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,6,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,evidence/p_taucov_epsilon_p3_coordinate_bridge.csv,False,False,False,False,tccs_parent_score_embedding_frozen_no_object_no_scoring
