AuditID,RouteID,GridIndex,z_grid,SmokeBackreactionInterpolated,SmokeBackreactionWhitened,WhitenedTarget,K1Whitened,K2LockedWhitened,ResidualToTarget,ResidualToK2,SignStable,SignMatchesTarget,SignMatchesK2,MeasurementValidationAllowed,ClaimBoundary
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,0,0.51,2.45752403333141,1.3479073426644672,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,-4.093338631146358,-1.4275994840806319,True,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,1,0.7375,2.1075179162842335,1.2481285097846224,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,-3.5506713633550198,-1.4536509445868817,True,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,2,0.965,1.8806025305084684,1.1882899883359792,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,-1.9897729398985575,-1.2508191675736227,True,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,3,1.1925,1.7196936825403117,1.0330747346495692,0.173576508880147,0.0124813409147406,0.042579236107518,-0.8594982257694223,-0.9904954985420512,False,True,True,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,4,1.42,1.5989565197568745,0.6096134331071958,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,-1.2548023332789047,-0.6855497973265116,True,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,5,1.6475,1.5444573750202093,0.6500046117076991,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,-1.031421176780297,-0.7783857080741016,True,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,6,1.875,1.4969143727900205,0.648158632924912,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,-2.0379770110789828,-1.537750449872965,False,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,8,2.33,1.4018283683296429,0.8504354662720662,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,-2.0802697870166287,-1.3660569506726903,False,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,0,0.51,2.45752403333141,1.3270563005117464,-2.86433358564581,-0.1099630552830129,-0.1182113299883962,-4.191389886157556,-1.4452676305001426,True,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,1,0.7375,2.1075179162842335,1.1273595343962315,-2.315415080910488,-0.1238653606623093,-0.1625159123260439,-3.4427746153067194,-1.2898754467222755,True,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,2,0.965,1.8806025305084684,1.0326428219719184,-0.4347675164995026,-0.0238009243169268,-0.0289163920946963,-1.467410338471421,-1.0615592140666146,True,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,3,1.1925,1.7196936825403117,0.943813405824057,0.3719064209126854,0.0245985912554874,0.0677155766598442,-0.5719069849113716,-0.8760978291642129,False,True,True,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,4,1.42,1.5989565197568745,0.8282312788299191,-0.8838014619067616,-0.1116120879947342,-0.2883204770740218,-1.7120327407366807,-1.1165517559039408,True,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,5,1.6475,1.5444573750202093,0.8415569012229402,-0.7161278711761941,-0.0964424078421376,-0.3080615791157776,-1.5576847723991345,-1.149618480338718,True,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,6,1.875,1.4969143727900205,0.8470379472768156,-1.4928698749648674,-0.2204551424591881,-0.8472454406784786,-2.339907822241683,-1.694283387955294,False,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_200_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,8,2.33,1.4018283683296429,0.8566058204646636,-1.2541943177607862,-0.0938815043279612,-0.5002936897465631,-2.11080013822545,-1.3568995102112267,False,False,False,False,regularized_full_pysr_backreaction_200_no_measurement_validation
