CandidateID,PolicyFile,Rows,SignUnstableUnitRows,ActiveFullMemoryRows,BestModel,K1AIC,A2ScalarV1AIC,A2ProjectionGatedV2AIC,A2ProjectionGatedV3AIC,BestPolyAIC,DeltaAIC_V3_minus_V2,DeltaAIC_V3_minus_V1,DeltaAIC_V3_minus_K1,DeltaAIC_V3_minus_BestPoly,V3ImprovesOverV2,V3ImprovesOverV1,V3ImprovesOverK1,V3BeatsBestPoly,KernelChanged,Rho,P,A_tau,K1Refit,TargetSignUsedForGate,MeasurementValidationAllowed,CurrentStatus,StrongestAllowedClaim,PrimaryResidualRisk,ClaimBoundary
A2_PROJECTION_GATE_POLICY_V3_CANDIDATE,frozen/a2_projection_gate_policy_v3_candidate.yaml,8,2,2,POLY_DEG3,12.465444556461476,15.045105114827487,13.18469595435819,12.405415947587809,11.839241347623359,-0.7792800067703816,-2.6396891672396787,-0.06002860887366701,0.5661745999644499,True,True,True,False,False,4.0,3,2.0,False,False,False,A2_V3_CANDIDATE_SUPPORTIVE_AGAINST_K1_NOT_POLY,A2 v3 candidate improves the projection-gated structure without changing locked amplitude/kernel parameters,v3 is ablation-derived and must be independently stress-tested before any promotion,a2_projection_gate_v3_candidate_no_measurement_validation
