ProtocolID,FreezeID,EmpiricalRowID,EmpiricalIndex,FamilyID,ClockIndex,TauCoordinate,TauBasisAxis,BridgeValue,RawFeatureValue,FeatureRule,UsesTargetResiduals,UsesP5Cv3Outcome,PTauCovScoringAuthorized,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_COORDINATE_BRIDGE_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.38,0,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,TEMPLATE_PHI_PARENT_SOURCE,PHI_PARENT_SOURCE,0.16666666666666666,1.0,True,False,False,False,epsilon_p3_coordinate_bridge_frozen_no_empirical_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_COORDINATE_BRIDGE_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.51,1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1,TEMPLATE_PHI_PARENT_SOURCE,PHI_PARENT_SOURCE,0.16666666666666666,1.0,True,False,False,False,epsilon_p3_coordinate_bridge_frozen_no_empirical_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_COORDINATE_BRIDGE_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.698,2,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,2,TEMPLATE_PHI_PARENT_SOURCE,PHI_PARENT_SOURCE,0.16666666666666666,1.0,True,False,False,False,epsilon_p3_coordinate_bridge_frozen_no_empirical_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_COORDINATE_BRIDGE_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.706,3,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,3,TEMPLATE_PHI_PARENT_SOURCE,PHI_PARENT_SOURCE,0.16666666666666666,1.0,True,False,False,False,epsilon_p3_coordinate_bridge_frozen_no_empirical_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_COORDINATE_BRIDGE_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.93,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,4,TEMPLATE_PHI_PARENT_SOURCE,PHI_PARENT_SOURCE,0.16666666666666666,1.0,True,False,False,False,epsilon_p3_coordinate_bridge_frozen_no_empirical_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_COORDINATE_BRIDGE_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_0.934,5,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,5,TEMPLATE_PHI_PARENT_SOURCE,PHI_PARENT_SOURCE,0.16666666666666666,1.0,True,False,False,False,epsilon_p3_coordinate_bridge_frozen_no_empirical_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_COORDINATE_BRIDGE_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.317,6,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,6,TEMPLATE_PHI_PARENT_SOURCE,PHI_PARENT_SOURCE,0.16666666666666666,1.0,True,False,False,False,epsilon_p3_coordinate_bridge_frozen_no_empirical_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_COORDINATE_BRIDGE_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.321,7,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,7,TEMPLATE_PHI_PARENT_SOURCE,PHI_PARENT_SOURCE,0.16666666666666666,1.0,True,False,False,False,epsilon_p3_coordinate_bridge_frozen_no_empirical_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_COORDINATE_BRIDGE_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.48,8,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,8,TEMPLATE_PHI_PARENT_SOURCE,PHI_PARENT_SOURCE,0.16666666666666666,1.0,True,False,False,False,epsilon_p3_coordinate_bridge_frozen_no_empirical_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_COORDINATE_BRIDGE_v1,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY::z_1.484,9,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,9,TEMPLATE_PHI_PARENT_SOURCE,PHI_PARENT_SOURCE,0.16666666666666666,1.0,True,False,False,False,epsilon_p3_coordinate_bridge_frozen_no_empirical_scoring
