Subset,Rows,CosineTargetVsK2,CosineAfterAlphaVsK2,DeltaCosineAfterAlpha,TargetRMS,ResidualAfterAlphaRMS,K2RMS,K2ToTargetRMSRatio,K2ToAfterAlphaRMSRatio,ResidualMinusK2RMS,ResidualAfterAlphaMinusK2RMS,MeanAbsTargetMinusK2,MeanAbsAfterAlphaMinusK2,Chi2TargetVsK2,Chi2AfterAlphaVsK2,K2SignMatchFraction,AfterAlphaK2SignMatchFraction,MeanExplainedFractionProxy,MeanAfterAlphaExplainedFractionProxy,AlphaExtractionID,K2Kernel,Interpretation,ClaimBoundary
all_points,8,0.6700159066262061,0.6958485548290823,0.02583264820287612,2.692695434937359,2.6666230527535326,0.6229598962602754,0.23135178534395498,0.2336137819017998,2.3218232216545744,2.2775142994842663,1.740329078975185,1.7475242487824503,9.660891730676411,10.626124267410056,1.0,1.0,0.23812324693741366,0.2295914936917981,PX_ZKDR_1303_TABLE1_JOINT_ALPHA_PRIOR,W(x)=1+4*x^3,k2_captures_direction_more_than_amplitude,k2_residual_decomposition_preflight_no_measurement_validation
sign_stable_only,5,0.6960133141121829,0.7082965774788657,0.012283263366682728,3.105464439437452,3.0251697610670507,0.3956707267506637,0.12741112785768643,0.1307929002341677,2.84429674965174,2.759091574227792,2.29913748692643,2.2447334018407563,6.727021394959262,6.401297107825696,1.0,1.0,0.19289942271465876,0.19103507865886574,PX_ZKDR_1303_TABLE1_JOINT_ALPHA_PRIOR,W(x)=1+4*x^3,k2_captures_direction_more_than_amplitude,k2_residual_decomposition_preflight_no_measurement_validation
sign_unstable_only,3,0.9892240088952436,0.9852939818436945,-0.003930027051549101,1.8060382719834691,1.9260293894815639,0.8797453492823767,0.48711334800020734,0.45676631628096853,0.9445959595718076,1.0698348003264324,0.8089817323897773,0.9188423270186069,2.933870335717148,4.224827159584358,1.0,1.0,0.3134962873086719,0.29385218541335206,PX_ZKDR_1303_TABLE1_JOINT_ALPHA_PRIOR,W(x)=1+4*x^3,k2_direction_or_amplitude_needs_careful_reading,k2_residual_decomposition_preflight_no_measurement_validation
low_depth,2,0.9694754325730789,0.9696730399658428,0.00019760739276386552,4.602602216831088,4.461970389898665,0.27538952072669176,0.05983343937906036,0.06171926226810888,4.336144602028613,4.195472522991275,4.299086312457158,4.159800371570836,3.524412067330192,3.2999660676673495,1.0,1.0,0.06145008675415947,0.06336203711465671,PX_ZKDR_1303_TABLE1_JOINT_ALPHA_PRIOR,W(x)=1+4*x^3,k2_captures_direction_more_than_amplitude,k2_residual_decomposition_preflight_no_measurement_validation
mid_depth,3,0.9351910548515222,0.946589547545718,0.011398492694195794,1.1431187845397355,1.1304948891019326,0.3180181334204955,0.2782021761181556,0.28130877590532916,0.8531772385962928,0.8357765868967065,0.7319125561980059,0.7224144120767567,4.29292631003973,5.031528267987014,1.0,1.0,0.14467052380987053,0.14609668271037443,PX_ZKDR_1303_TABLE1_JOINT_ALPHA_PRIOR,W(x)=1+4*x^3,k2_direction_or_amplitude_needs_careful_reading,k2_residual_decomposition_preflight_no_measurement_validation
high_depth,3,0.9895918682855094,0.986817066747816,-0.0027748015376933832,1.9762602429167608,2.100366034789404,0.9397777898673676,0.4755334188580095,0.4474352442866444,1.0549676709320337,1.1827967115948534,1.042907446097716,1.1644500036292207,1.843553353306489,2.294629931755692,1.0,1.0,0.449358076853793,0.42390594239131607,PX_ZKDR_1303_TABLE1_JOINT_ALPHA_PRIOR,W(x)=1+4*x^3,k2_direction_or_amplitude_needs_careful_reading,k2_residual_decomposition_preflight_no_measurement_validation
