ProtocolID,FreezeID,Status,q_branch,SelectedCells,SelectedMass,LabelOrConventionMass,BranchSupportSource,UsesTargetResiduals,UsesP5Cv3Outcome,PTauCovScoringAuthorized,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,FROZEN_BRANCH_SUPPORT_NO_SCORING,0.8,13,0.8333333333333335,0.0,delta_C_Tau_only,False,False,False,epsilon_p3_branch_support_frozen_no_empirical_scoring_no_tau_signal_claim
