SummaryID,Rows,RowsWhereK2BeatsK1,RowsWhereK2BeatsBestPhysicalNull,RowsWhereBestPhysicalNullBeatsK2,RowsWhereK2HasSignViolation,RowsWhereBestPhysicalHasSignViolation,TopK2ContributionGridIndex,TopPhysicalContributionGridIndex,NetDeltaChi2_K2_minus_K1,NetDeltaChi2_K2_minus_BestPhysical,Interpretation,ClaimBoundary
PHYSICAL_NULL_PREFLIGHT_ROW_SUMMARY,8,8,4,4,0,0,0,4,-3.7513845266078616,-0.3601026940036727,row audit supports the aggregate preflight reading if K2 beats K1 and best physical null on most rows without sign-stable contradictions,physical_null_row_audit_no_measurement_validation
