BaselineID,SourceFile,ProductID,Rows,H0,OmegaM,RdMpc,ReportedChi2CMB,PredictedBAOChi2,AICZeroResidual,BICZeroResidual,MeanAbsLogResidual,MaxAbsLogResidual,AllowedForMeasurementGate,BlockingIssue,Interpretation
CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,data/public_ingest/desi_dr2_bestfit/base_cmb_only/bestfit.minimum.txt,DESI_DR2_BAO_ALL_GAUSSIAN,13,67.060759,0.31779326,147.30766,10961.981,33.81708784604716,33.81708784604716,33.81708784604716,0.01468380117033585,0.04064874881125865,False,cmb_only_baseline_export_available_but_k1_and_k2_null_benchmark_not_registered,public_cmb_only_baseline_export_preflight
