AuditID,ProtocolID,KernelID,FoldID,FoldClass,PrimaryOOS,TrainRows,TestRows,TestFamilies,TestClockBlocks,Alpha,Sigma2,TrainNLL_Kernel,TestNLL_Baseline,TestNLL_Kernel,DeltaNLL_BaselineMinusKernel,MeanCoefficients,ClaimBoundary
P5C_KERNEL_COVARIANCE_SCORECARD_V3,P5C_BSTAR_COVARIANCE_OPERATOR_KERNEL_PROTOCOL_v1,K_BSTAR_P5C_v3_RESIDUAL_COMPLEX_ORIENTATION_PSD_PROJECTION,lofo_REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,primary_leave_one_family_out,True,24,12,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,all,0.07137670332946768,0.07689172008303877,3.194252903921715,-0.351757882992322,-0.5936112290135913,0.2418533460212693,2.6951687124881012;-1.3166361162023441;0.31345762181020187,p5c_kernel_covariance_scorecard_v3_no_measurement_validation
P5C_KERNEL_COVARIANCE_SCORECARD_V3,P5C_BSTAR_COVARIANCE_OPERATOR_KERNEL_PROTOCOL_v1,K_BSTAR_P5C_v3_RESIDUAL_COMPLEX_ORIENTATION_PSD_PROJECTION,lofo_REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,primary_leave_one_family_out,True,24,12,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,all,0.45384103992113256,0.06252680176286447,-1.4267339013825229,3.451308068771443,0.7267988411709467,2.724509227600496,2.5959277623886443;-1.207053439523087;0.2841008883288178,p5c_kernel_covariance_scorecard_v3_no_measurement_validation
P5C_KERNEL_COVARIANCE_SCORECARD_V3,P5C_BSTAR_COVARIANCE_OPERATOR_KERNEL_PROTOCOL_v1,K_BSTAR_P5C_v3_RESIDUAL_COMPLEX_ORIENTATION_PSD_PROJECTION,lofo_REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,primary_leave_one_family_out,True,24,12,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,all,0.0192539051686557,0.00439929639026031,-31.88032824800995,347.1556419414892,242.16425016646394,104.99139177502525,3.2486771139965382;-1.7416057177294322;0.41429318025291512,p5c_kernel_covariance_scorecard_v3_no_measurement_validation
P5C_KERNEL_COVARIANCE_SCORECARD_V3,P5C_BSTAR_COVARIANCE_OPERATOR_KERNEL_PROTOCOL_v1,K_BSTAR_P5C_v3_RESIDUAL_COMPLEX_ORIENTATION_PSD_PROJECTION,holdout_clock_block_0,primary_contiguous_clock_block,True,24,12,all,clock_block_0,0.30870221735358744,0.028434818136680917,-9.903507060021628,24.30731025073299,13.78546962269274,10.52184062804025,2.4165369685231366;-0.85510334026641788;0.17062087184813651,p5c_kernel_covariance_scorecard_v3_no_measurement_validation
P5C_KERNEL_COVARIANCE_SCORECARD_V3,P5C_BSTAR_COVARIANCE_OPERATOR_KERNEL_PROTOCOL_v1,K_BSTAR_P5C_v3_RESIDUAL_COMPLEX_ORIENTATION_PSD_PROJECTION,holdout_clock_block_1,primary_contiguous_clock_block,True,24,12,all,clock_block_1,0.28580310690685323,0.0738794788698444,1.8156329127341166,-1.2223137602614766,-1.4779222625932942,0.25560850233181753,2.8541626463494025;-1.4148146620738924;0.33211864657246221,p5c_kernel_covariance_scorecard_v3_no_measurement_validation
P5C_KERNEL_COVARIANCE_SCORECARD_V3,P5C_BSTAR_COVARIANCE_OPERATOR_KERNEL_PROTOCOL_v1,K_BSTAR_P5C_v3_RESIDUAL_COMPLEX_ORIENTATION_PSD_PROJECTION,holdout_clock_block_2,primary_contiguous_clock_block,True,24,12,all,clock_block_2,0.2099789367122507,0.08301085989211031,3.4298297224415,36.94106324407466,36.71758856859714,0.22347467547752586,3.2147062210776287;-2.3834674282122537;0.87132845021312699,p5c_kernel_covariance_scorecard_v3_no_measurement_validation
P5C_KERNEL_COVARIANCE_SCORECARD_V3,P5C_BSTAR_COVARIANCE_OPERATOR_KERNEL_PROTOCOL_v1,K_BSTAR_P5C_v3_RESIDUAL_COMPLEX_ORIENTATION_PSD_PROJECTION,holdout_clock_even,secondary_interleaved_clock_holdout,False,18,18,all,clock_index_even,0.14282746084815257,0.055781779523227853,-0.7210137109889168,2.1287771952544254,1.3502059361722942,0.7785712590821312,2.7318632255554096;-1.2587972492653392;0.28715599596509717,p5c_kernel_covariance_scorecard_v3_no_measurement_validation
P5C_KERNEL_COVARIANCE_SCORECARD_V3,P5C_BSTAR_COVARIANCE_OPERATOR_KERNEL_PROTOCOL_v1,K_BSTAR_P5C_v3_RESIDUAL_COMPLEX_ORIENTATION_PSD_PROJECTION,holdout_clock_odd,secondary_interleaved_clock_holdout,False,18,18,all,clock_index_odd,0.15427107962537767,0.06948266042315776,1.310985890319854,-0.045591502042967136,-0.02520755695178778,-0.020383945091179356,2.9201049168113107;-1.5219577297782436;0.3674199337085664,p5c_kernel_covariance_scorecard_v3_no_measurement_validation
P5C_KERNEL_COVARIANCE_SCORECARD_V3,P5C_BSTAR_COVARIANCE_OPERATOR_KERNEL_PROTOCOL_v1,K_BSTAR_P5C_v3_RESIDUAL_COMPLEX_ORIENTATION_PSD_PROJECTION,holdout_REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY_clock_block_0,secondary_family_x_clock_block,False,32,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,clock_block_0,0.12242387132886877,0.06244661033817724,0.691705718086439,1.2597060987194206,0.6892134526399061,0.5704926460795146,2.6147497552959944;-1.1260076389854967;0.25202464502196947,p5c_kernel_covariance_scorecard_v3_no_measurement_validation
P5C_KERNEL_COVARIANCE_SCORECARD_V3,P5C_BSTAR_COVARIANCE_OPERATOR_KERNEL_PROTOCOL_v1,K_BSTAR_P5C_v3_RESIDUAL_COMPLEX_ORIENTATION_PSD_PROJECTION,holdout_REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY_clock_block_1,secondary_family_x_clock_block,False,32,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,clock_block_1,0.17998243599081504,0.06883352835107663,1.7441765340660496,-1.0705333060582927,-1.0275179754958623,-0.04301533056243034,2.8847092033094781;-1.5215890349621315;0.37358119886065755,p5c_kernel_covariance_scorecard_v3_no_measurement_validation
