RunID,Rows,BestModel,K1AIC,K2AIC,BestPolyAIC,DeltaAIC_K2_minus_K1,DeltaAIC_K2_minus_BestPoly,K2ImprovesOverK1,K2BeatsBestPoly,LambdaShrink,CorrelationLength,RhoSNBAO,MinEigenvalue,MaxEigenvalue,PositiveDefinite,CurrentScorecardShouldRunNow,AllowedRerunType,MeasurementValidationAllowed,Interpretation,ClaimBoundary
REGISTERED_SHRINKAGE_FUTURE_PREFLIGHT_V1,8,POLY_DEG2,16.61788646383459,13.922797314092838,8.415746515836037,-2.6950891497417526,5.507050798256801,True,False,0.15,0.25,0.0,1.8402156682980682,3.382905858655704,True,False,future_preflight_only,False,registered_shrinkage_future_preflight_mixed_or_weakening,registered_shrinkage_future_preflight_no_measurement_validation
