RouteID,RouteClass,SourceRow,BestModel,K1AIC,K2AIC,BestPolyAIC,DeltaAIC_K2_minus_K1,DeltaAIC_K2_minus_BestPoly,K2ImprovesOverK1,K2BeatsBestPoly,RouteStatus,Note,ClaimBoundary
DIAG_NATIVE_SIGMA,scale_covariance_sensitivity,diag_native_sigma,POLY_DEG2,139789.55908762495,136480.7438339473,2667.832384218718,-3308.8152536776615,133812.91144972856,True,False,K2_IMPROVES_OVER_K1_BUT_CONTROLS_DOMINATE,native weakening baseline,covariance_route_scorecard_no_measurement_validation
DIAG_TARGET_FRACTION_FLOOR_25PCT,scale_covariance_sensitivity,diag_target_fraction_floor_25pct,K2_LOCKED_RHO4,94.899014576,64.78709926555169,201.7993339354342,-30.111915310448325,-137.0122346698825,True,True,K2_COMPETITIVE_PREFLIGHT,"target-fraction floor sensitivity, not independent covariance",covariance_route_scorecard_no_measurement_validation
BRANCH_SCATTER::branch_scatter_diagonal,declared_preflight_benchmark,branch_scatter_diagonal,K2_LOCKED_RHO4,13.633485250891926,9.864176617315042,216.173170702303,-3.769308633576884,-206.30899408498792,True,True,K2_COMPETITIVE_PREFLIGHT,branch scatter route; strongest current K2-supportive preflight path,covariance_route_scorecard_no_measurement_validation
BRANCH_SCATTER::native_plus_branch_scatter_quadrature,declared_preflight_benchmark,native_plus_branch_scatter_quadrature,K2_LOCKED_RHO4,12.485853667246928,8.766726844881331,106.98609193732968,-3.719126822365597,-98.21936509244836,True,True,K2_COMPETITIVE_PREFLIGHT,branch scatter route; strongest current K2-supportive preflight path,covariance_route_scorecard_no_measurement_validation
BRANCH_SCATTER::max_native_or_branch_scatter,declared_preflight_benchmark,max_native_or_branch_scatter,K2_LOCKED_RHO4,13.429587993885113,9.66089173067641,194.99629423225048,-3.768696263208703,-185.33540250157407,True,True,K2_COMPETITIVE_PREFLIGHT,branch scatter route; strongest current K2-supportive preflight path,covariance_route_scorecard_no_measurement_validation
BRANCH_SCATTER::branch_scatter_nearest_neighbor_corr_0p25,declared_preflight_benchmark,branch_scatter_nearest_neighbor_corr_0p25,K2_LOCKED_RHO4,13.170922155937516,10.103412377960918,246.37765437177265,-3.067509777976598,-236.27424199381173,True,True,K2_COMPETITIVE_PREFLIGHT,branch scatter route; strongest current K2-supportive preflight path,covariance_route_scorecard_no_measurement_validation
BRANCH_SCATTER::branch_scatter_constant_offdiag_corr_0p25,declared_preflight_benchmark,branch_scatter_constant_offdiag_corr_0p25,K2_LOCKED_RHO4,11.16540607823234,9.0760511146402,261.50008584209354,-2.0893549635921396,-252.42403472745335,True,True,K2_COMPETITIVE_PREFLIGHT,branch scatter route; strongest current K2-supportive preflight path,covariance_route_scorecard_no_measurement_validation
PUBLIC_SN_BAO_PROPAGATED_PROXY,public_covariance_proxy,PUBLIC_SN_BAO_PROPAGATED_PROXY_V1,POLY_DEG2,15.418161337537834,13.20327652271834,8.17036675506235,-2.2148848148194933,5.03290976765599,True,False,K2_IMPROVES_OVER_K1_BUT_CONTROLS_DOMINATE,uses public raw covariance inputs but simplified transform and zero SN-BAO cross-covariance,covariance_route_scorecard_no_measurement_validation
PUBLIC_PROXY_CROSS_COV_BEST_CASE,public_covariance_proxy_sensitivity,rho_cross=-0.9,POLY_DEG2,8.993373136559704,7.629301967545316,7.125691177202926,-1.3640711690143883,0.5036107903423899,True,False,K2_IMPROVES_OVER_K1_BUT_CONTROLS_DOMINATE,best K2-vs-polynomial case under row-aligned cross-covariance sensitivity,covariance_route_scorecard_no_measurement_validation
