AuditID,RouteID,FamilyID,SampleID,GridIndex,z_grid,FamilyBackreactionInterpolated,FamilyBackreactionWhitened,WhitenedTarget,K1Whitened,K2LockedWhitened,ResidualToTarget,ResidualToK2,SignStable,SignMatchesTarget,SignMatchesK2,MeasurementValidationAllowed,ClaimBoundary
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,0,0.51,2.413659501111471,1.322200989366595,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,-4.067632277848486,-1.4018931307827596,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,1,0.7375,2.0893154002092733,1.2408332171608998,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,-3.543376070731297,-1.446355651963159,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,2,0.965,1.8847559456073038,1.1851368617084668,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,-1.9866198132710453,-1.2476660409461102,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,3,1.1925,1.7651035746614334,1.060467114651083,0.173576508880147,0.0124813409147406,0.042579236107518,-0.8868906057709359,-1.017887878543565,False,True,True,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,4,1.42,1.6574456598690128,0.6397040476731104,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,-1.2848929478448192,-0.7156404118924261,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,5,1.6475,1.5903612650930812,0.6697520308612793,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,-1.051168595933877,-0.7981331272276818,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,6,1.875,1.5331231909980916,0.6603369592964945,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,-2.050155337450565,-1.5499287762445473,False,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,8,2.33,1.4186470428081126,0.8602785424264284,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,-2.0901128631709907,-1.3759000268270523,False,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,0,0.51,2.5115630128560347,1.3781558182672564,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,-4.123587106749148,-1.457847959683421,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,1,0.7375,2.154011345824061,1.2762009353472092,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,-3.5787437889176066,-1.4817233701494685,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,2,0.965,1.9305319637143838,1.2175786557676633,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,-2.019061607330242,-1.2801078350053068,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,3,1.1925,1.7868633149566062,1.0743256538719677,0.173576508880147,0.0124813409147406,0.042579236107518,-0.9007491449918207,-1.0317464177644498,False,True,True,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,4,1.42,1.6645617275272724,0.6416010948404747,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,-1.2867899950121835,-0.7175374590597904,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,5,1.6475,1.5965529040936364,0.6713876728544441,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,-1.052804237927042,-0.7997687692208466,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,6,1.875,1.5392800660998893,0.6617835913036881,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,-2.0516019694577587,-1.551375408251741,False,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,0,8,2.33,1.4247343901123952,0.8620637482875655,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,-2.091898069032128,-1.3776852326881894,False,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,0,0,0.51,1.6883266866379714,0.9154773063838924,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,-3.6609085948657833,-0.995169447800057,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,0,1,0.7375,1.5377903033957872,0.9239800887989773,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,-3.2265229423693746,-1.1295025236012366,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,0,2,0.965,1.4414122220481478,0.8977729055516214,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,-1.6992558571141998,-0.9603020847892649,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,0,3,1.1925,1.376820875154579,0.8227251643193254,0.173576508880147,0.0124813409147406,0.042579236107518,-0.6491486554391784,-0.7801459282118074,False,True,True,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,0,4,1.42,1.3212947820644318,0.4981122045901866,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,-1.1433011047618953,-0.5740485688095023,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,0,5,1.6475,1.2893594784344917,0.5453659459242475,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,-0.9267825109968453,-0.67374704229065,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,0,6,1.875,1.262199466638549,0.5585282340223114,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,-1.948346612176382,-1.4481200509703642,False,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,0,8,2.33,1.2078794430466633,0.7447527903314919,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,-1.9745871110760542,-1.2603742747321158,False,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,0,0.51,2.413659501111471,1.3004354701656546,-2.86433358564581,-0.1099630552830129,-0.1182113299883962,-4.1647690558114645,-1.4186468001540509,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,1,0.7375,2.0893154002092733,1.1149746664680347,-2.315415080910488,-0.1238653606623093,-0.1625159123260439,-3.4303897473785225,-1.2774905787940787,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,2,0.965,1.8847559456073038,1.033061093931763,-0.4347675164995026,-0.0238009243169268,-0.0289163920946963,-1.4678286104312657,-1.0619774860264592,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,3,1.1925,1.7651035746614334,0.9720541465213167,0.3719064209126854,0.0245985912554874,0.0677155766598442,-0.6001477256086314,-0.9043385698614725,False,True,True,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,4,1.42,1.6574456598690128,0.8634470434769415,-0.8838014619067616,-0.1116120879947342,-0.2883204770740218,-1.747248505383703,-1.1517675205509632,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
REGISTERED_PROTOCOL_GUIDED_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0,5,1.6475,1.5903612650930812,0.8689522379951136,-0.7161278711761941,-0.0964424078421376,-0.3080615791157776,-1.5850801091713076,-1.177013817110891,True,False,False,False,registered_protocol_guided_bridge_no_measurement_validation
