AuditID,RouteID,FamilyID,SampleID,Rows,SmokeBackreactionChi2,K1Chi2AgainstTarget,K2Chi2AgainstTarget,DeltaChi2_K2_minus_SmokeBackreaction,DeltaChi2_K2_minus_K1,CorrelationWithTarget,CorrelationWithK2,StableSignMatchesTarget,StableSignMatchesK2,StableRows,LockedK2Changed,ScaleFitAllowed,MeasurementValidationAllowed,ClaimBoundary
NORMALIZED_PYSR_BACKREACTION_SMOKE_BRIDGE_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,8,69.62559604529488,15.418161337537862,13.215274786282366,-56.41032125901252,-2.202886551255496,0.031994162272668936,0.7492972544920901,1,1,5,False,False,False,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_BACKREACTION_SMOKE_BRIDGE_V1,REGISTERED_SHRINKAGE_WHITENED,NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,8,61.25336650717805,16.62461504244635,13.93972224709762,-47.31364426008043,-2.6848927953487305,0.029498484583626326,0.6750472583261925,1,1,5,False,False,False,normalized_pysr_backreaction_smoke_null_no_measurement_validation
