MappingID,rho,p,Paper5LockedRange,EnvelopeFraction,SignStableViolations,Chi2DiagProxy,MaxAbsDiagResidual,Status
z_normalized_current_packet,0.00,3,False,1.0000000000,0,1.39772148807,0.524487801033,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,0.10,3,False,1.0000000000,0,1.38257332053,0.527251458113,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,0.20,3,False,1.0000000000,0,1.37015291453,0.531625321885,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,0.30,3,False,1.0000000000,0,1.36046027008,0.535999185656,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,0.40,3,False,1.0000000000,0,1.35349538717,0.540373049428,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,0.50,3,False,1.0000000000,0,1.3492582658,0.544746913199,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,0.60,3,False,1.0000000000,0,1.34774890597,0.549120776971,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,0.70,3,False,1.0000000000,0,1.34896730768,0.553494640743,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,0.80,3,False,1.0000000000,0,1.35291347094,0.557868504514,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,0.90,3,False,1.0000000000,0,1.35958739574,0.562242368286,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,1.00,3,False,1.0000000000,0,1.36898908208,0.566616232057,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,1.10,3,False,1.0000000000,0,1.38111852997,0.570990095829,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,1.20,3,False,1.0000000000,0,1.39597573939,0.575363959601,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,1.30,3,False,1.0000000000,0,1.41356071036,0.579737823372,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,1.40,3,False,1.0000000000,0,1.43387344288,0.584111687144,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,1.50,3,False,1.0000000000,0,1.45691393693,0.588485550916,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,1.60,3,False,1.0000000000,0,1.48268219253,0.592859414687,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,1.70,3,False,1.0000000000,0,1.51117820966,0.597233278459,NON_VIOLATING_DIAGNOSTIC
z_normalized_current_packet,1.80,3,False,1.0000000000,0,1.54240198835,0.60160714223,NON_VIOLATING_DIAGNOSTIC
