ProtocolID,FreezeID,Status,ScriptPath,SHA256,ScoringAuthorized,MeasurementValidationAllowed,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_SCORECARD_SCRIPT_FREEZE_v1,P_TAUCOV_PARENT_ACTION_SCORECARD_SCRIPT_FROZEN_NO_SCORING,scripts/run_p_taucov_parent_action_scorecard.py,56b8c66746f5e9b88c97d381e17d8e77a1c87803a5cea529a4ca9f7863afe93c,False,False,parent_action_scorecard_script_freeze_no_scoring
