TransformID,ProductID,RowID,Quantity,z,ObservedValue,AuditPrediction,LogResidual,SigmaDiag,CovarianceIndex,x_z_normalized,x_chi_normalized,x_likelihood_native_index,BaselineID,TransformStatus,ClaimBoundary
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,0,DV_over_rs,0.295,7.94167639,8.075715485474507,-0.016737084980268067,0.009581347753941438,0,0.12660944206008581,0.2091506206047995,0.0,CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,PUBLIC_CMB_ONLY_BASELINE_PREFLIGHT_NOT_K2_SCORE,cmb_only_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,1,DM_over_rs,0.51,13.58758434,13.529758701207351,0.004264851932859253,0.012391222789573143,1,0.21888412017167383,0.34169290109980066,0.08333333333333333,CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,PUBLIC_CMB_ONLY_BASELINE_PREFLIGHT_NOT_K2_SCORE,cmb_only_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,2,DH_over_rs,0.51,21.86294686,22.769957839947512,-0.04064874881125865,0.01961621768221515,2,0.21888412017167383,0.34169290109980066,0.16666666666666666,CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,PUBLIC_CMB_ONLY_BASELINE_PREFLIGHT_NOT_K2_SCORE,cmb_only_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,3,DM_over_rs,0.706,17.35069094,17.73454258086989,-0.021881966774117544,0.010370262565945615,3,0.30300429184549355,0.4487307804855057,0.25,CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,PUBLIC_CMB_ONLY_BASELINE_PREFLIGHT_NOT_K2_SCORE,cmb_only_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,4,DH_over_rs,0.706,19.45534918,20.186528270331028,-0.03689341024776115,0.017160834714924602,4,0.30300429184549355,0.4487307804855057,0.3333333333333333,CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,PUBLIC_CMB_ONLY_BASELINE_PREFLIGHT_NOT_K2_SCORE,cmb_only_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,5,DM_over_rs,0.934,21.57563956,22.031406972720077,-0.020904144890981264,0.007498344864675307,5,0.4008583690987125,0.5584736664416251,0.41666666666666663,CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,PUBLIC_CMB_ONLY_BASELINE_PREFLIGHT_NOT_K2_SCORE,cmb_only_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,6,DH_over_rs,0.934,17.64149464,17.576826006079866,0.003672446920534856,0.011396043968131467,6,0.4008583690987125,0.5584736664416251,0.5,CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,PUBLIC_CMB_ONLY_BASELINE_PREFLIGHT_NOT_K2_SCORE,cmb_only_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,7,DM_over_rs,1.321,27.60085612,28.119646619300703,-0.01862170889969214,0.011758906085866645,7,0.5669527896995707,0.7144916260803531,0.5833333333333333,CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,PUBLIC_CMB_ONLY_BASELINE_PREFLIGHT_NOT_K2_SCORE,cmb_only_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,8,DH_over_rs,1.321,14.17602155,14.064860471988903,0.007872392372203059,0.015840223586568034,8,0.5669527896995707,0.7144916260803531,0.6666666666666666,CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,PUBLIC_CMB_ONLY_BASELINE_PREFLIGHT_NOT_K2_SCORE,cmb_only_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,9,DM_over_rs,1.484,30.51190063,30.31345295040364,0.00652518635867592,0.02502491254489203,9,0.6369098712446352,0.7708337794944123,0.75,CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,PUBLIC_CMB_ONLY_BASELINE_PREFLIGHT_NOT_K2_SCORE,cmb_only_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,10,DH_over_rs,1.484,12.81699964,12.878437542906415,-0.004782017877153885,0.04041599311235677,10,0.6369098712446352,0.7708337794944123,0.8333333333333333,CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,PUBLIC_CMB_ONLY_BASELINE_PREFLIGHT_NOT_K2_SCORE,cmb_only_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,11,DH_over_rs,2.33,8.631545674846294,8.612270271364132,0.002235631784817622,0.011708500050339923,11,1.0,1.0,0.9166666666666666,CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,PUBLIC_CMB_ONLY_BASELINE_PREFLIGHT_NOT_K2_SCORE,cmb_only_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,12,DM_over_rs,2.33,38.988973961958784,39.21772098530416,-0.005849823364042637,0.013636727876309297,12,1.0,1.0,1.0,CMB_ONLY_BASE_PLANCK_ACT_LENSING_IMINUIT_BESTFIT_V0,PUBLIC_CMB_ONLY_BASELINE_PREFLIGHT_NOT_K2_SCORE,cmb_only_baseline_export_not_finite_memory_validation
