ProtocolID,FreezeID,Status,Rows,RankPiPerp,RankPiBal,RankCommonCleaner,TraceCommonCleaner,PiPerpIdempotenceError,PiBalIdempotenceError,PiPerpSymmetryError,PiBalSymmetryError,CleanerCommutatorNorm,CleanerCommutatorRelative,OrderDifferenceNorm,OrderDifferenceRelative,PassedGates,TotalGates,ScoringAuthorized,SurvivalClaimAuthorized,TauCoreValidationClaimAuthorized,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_DOMAIN_COMPATIBILITY_AUDIT_v1,P_TAUCOV_DOMAIN_COMPATIBILITY_AUDIT_PASS_NO_SCORING,36,34,31,31,30.091438948812087,1.8032554506893844e-15,3.631389097021308e-15,0.0,0.0,0.40762204909017485,0.012555596849346958,0.1232603169668441,0.011250508343623337,7,7,False,False,False,domain_compatibility_audit_no_scoring_no_survival
