ProtocolID,PacketID,CoordinateCount,ReferenceStateFrozen,ReducedDomainFrozen,NullExcludedCount,GaugeExcludedCount,ForbiddenExcludedCount,RetainedCount,LinearPacketAuthorized,MetricEvaluationAuthorized,PTauCovScoringAuthorized,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_REFERENCE_DOMAIN_PACKET_v1_MINIMAL_BASIS_PROJECTORS,8,True,True,0,3,0,5,False,False,False,reference_domain_frozen_no_linear_matrices_no_scores
