ProtocolID,FreezeID,MatrixID,RowCoordinate,ColumnCoordinate,Value,UsesTargetResiduals,UsesScoreOutcome,ScoringAuthorized,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EXPANDED_PARENT_OPERATOR_PSD_PREFLIGHT_v1,ExpandedParentOperatorPSD_v1,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_PHI_PARENT_SOURCE,0.23072657077611847,False,False,False,expanded_parent_operator_psd_preflight_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EXPANDED_PARENT_OPERATOR_PSD_PREFLIGHT_v1,ExpandedParentOperatorPSD_v1,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_B_BRANCH_RESPONSE,0.23072657077611847,False,False,False,expanded_parent_operator_psd_preflight_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EXPANDED_PARENT_OPERATOR_PSD_PREFLIGHT_v1,ExpandedParentOperatorPSD_v1,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_COORD_SCALE_UNIT,-0.07690885692537282,False,False,False,expanded_parent_operator_psd_preflight_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EXPANDED_PARENT_OPERATOR_PSD_PREFLIGHT_v1,ExpandedParentOperatorPSD_v1,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_EXT_OBSERVING_CONTEXT,0.07690885692537282,False,False,False,expanded_parent_operator_psd_preflight_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EXPANDED_PARENT_OPERATOR_PSD_PREFLIGHT_v1,ExpandedParentOperatorPSD_v1,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_PHI_PARENT_SOURCE,0.23072657077611847,False,False,False,expanded_parent_operator_psd_preflight_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EXPANDED_PARENT_OPERATOR_PSD_PREFLIGHT_v1,ExpandedParentOperatorPSD_v1,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_B_BRANCH_RESPONSE,0.40377149885820734,False,False,False,expanded_parent_operator_psd_preflight_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EXPANDED_PARENT_OPERATOR_PSD_PREFLIGHT_v1,ExpandedParentOperatorPSD_v1,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_P_MORPH_PROJECTION,0.15381771385074564,False,False,False,expanded_parent_operator_psd_preflight_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EXPANDED_PARENT_OPERATOR_PSD_PREFLIGHT_v1,ExpandedParentOperatorPSD_v1,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_COORD_SCALE_UNIT,-0.19227214231343207,False,False,False,expanded_parent_operator_psd_preflight_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EXPANDED_PARENT_OPERATOR_PSD_PREFLIGHT_v1,ExpandedParentOperatorPSD_v1,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_EXT_OBSERVING_CONTEXT,0.15381771385074564,False,False,False,expanded_parent_operator_psd_preflight_no_scoring
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EXPANDED_PARENT_OPERATOR_PSD_PREFLIGHT_v1,ExpandedParentOperatorPSD_v1,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_B_BRANCH_RESPONSE,0.15381771385074564,False,False,False,expanded_parent_operator_psd_preflight_no_scoring
