Dataset,Mapping,Subset,N,Model,ParameterCount,Chi2DiagProxy,AIC,BIC,MaxAbsDiagResidual,EnvelopeFraction,SignStableViolations,Status
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,all_points,9,POLY_DEG2,3,0.459835941141,6.45983594114,7.05150967315,0.494932677972,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,all_points,9,POLY_DEG3,4,0.452042069563,8.45204206956,9.24094037891,0.484642242696,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,all_points,9,SIGN_RANDOMIZED_CONTROL,0,5.7672386442,5.7672386442,5.7672386442,1.36903102369,0.6666666667,2,STRICT_GATE_WARNING
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,all_points,9,COORDINATE_REMAP_CONTROL,1,1.99182519417,3.99182519417,4.18904977151,0.606210245705,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,sign_stable_only,5,K2_LOCKED_RHO4,0,1.47021071721,1.47021071721,1.47021071721,0.697405678324,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,sign_stable_only,5,K1_NO_MEMORY,0,0.832389351916,0.832389351916,0.832389351916,0.524487801033,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,sign_stable_only,5,POLY_DEG2,3,0.438818559896,6.4388185599,5.2671322972,0.494932677972,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,sign_stable_only,5,POLY_DEG3,4,0.427977709024,8.42797770902,6.86572935876,0.484642242696,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,sign_stable_only,5,SIGN_RANDOMIZED_CONTROL,0,1.90063104763,1.90063104763,1.90063104763,1.36903102369,1.0000000000,2,STRICT_GATE_WARNING
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,sign_stable_only,5,COORDINATE_REMAP_CONTROL,1,1.21612464133,3.21612464133,2.82556255376,0.606210245705,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,sign_unstable_only,4,K2_LOCKED_RHO4,0,0.883320011584,0.883320011584,0.883320011584,0.632319189103,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,sign_unstable_only,4,K1_NO_MEMORY,0,0.565332136152,0.565332136152,0.565332136152,0.497628572821,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,sign_unstable_only,4,POLY_DEG2,3,0.021017381245,6.02101738124,4.1799004646,0.106729782674,1.0000000000,0,NON_VIOLATING_DIAGNOSTIC
