ProductID,Rows,WeightedLogOffset,WeightedLogOffsetSigma,OffsetOverSigma,ObservedOverAuditScale,AuditRdMpc,EffectiveRdMpcIfAbsorbed,Chi2ZeroResidual,Chi2ConstantOffset,DeltaChi2OffsetVsZero,Interpretation,AllowedForMeasurementGate,NextAction
DESI_DR1_BAO_ALL_GAUSSIAN,12,0.014764804468790721,0.004727842011885442,3.1229479393924553,1.0148743426335214,147.0,144.8455181343399,22.27014633924817,12.517342507092586,-9.752803832155585,audit_baseline_scale_offset_not_finite_memory_signal,False,replace audit-fiducial baseline with likelihood-native or coordinate-native BAO baseline export
DESI_DR2_BAO_ALL_GAUSSIAN,13,0.015428800298187072,0.0027698476423341813,5.570270386852416,1.0155484387381255,147.0,144.74937323782953,41.354848748574355,10.32693656592938,-31.027912182644975,audit_baseline_scale_offset_not_finite_memory_signal,False,replace audit-fiducial baseline with likelihood-native or coordinate-native BAO baseline export
