FamilyID,SampleID,z,D,D_prime,D_double_prime,H_D,H_D_prime,Source,SelectionRule,ClaimBoundary,Omega_R_plus_3Omega_Q,DepthZone,AbsOmega,AbsDSecond,AbsDPrime,DSecondOverDPrime,OmegaSign,SensitivityFlag,MeasurementValidationAllowed
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,0.38,1484.241106389447,2363.3202363560695,-5.955127488091822e-06,0.0395793595050559,0.0367008562208757,D_derivative_regularized_and_H_from_normalized_pysr_bootstrap_smoke,regularized_full_normalized_pysr_smoke_no_K2_fit_no_K1_refit,regularized_full_pysr_backreaction_sensitivity_no_measurement_validation,2.8117954539384766,low_depth,2.8117954539384766,5.955127488091822e-06,2363.3202363560695,2.519814029635632e-09,1.0,nominal_smoke_range,False
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,0.51,1801.492779731736,2363.3202363552864,-2.977563744045911e-06,0.0443523887286584,0.0367008562208684,D_derivative_regularized_and_H_from_normalized_pysr_bootstrap_smoke,regularized_full_normalized_pysr_smoke_no_K2_fit_no_K1_refit,regularized_full_pysr_backreaction_sensitivity_no_measurement_validation,2.4751591175596825,low_depth,2.4751591175596825,2.977563744045911e-06,2363.3202363552864,1.2599070148182336e-09,1.0,nominal_smoke_range,False
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,0.698,2260.4214075259147,2363.3202363549954,0.0,0.0508884049613123,0.0367008562208684,D_derivative_regularized_and_H_from_normalized_pysr_bootstrap_smoke,regularized_full_normalized_pysr_smoke_no_K2_fit_no_K1_refit,regularized_full_pysr_backreaction_sensitivity_no_measurement_validation,2.174031796307345,low_depth,2.174031796307345,0.0,2363.3202363549954,0.0,1.0,nominal_smoke_range,False
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,0.706,2279.234862083555,2363.3202363555774,-1.1910254976183645e-05,0.0511876377557842,0.0367008562208861,D_derivative_regularized_and_H_from_normalized_pysr_bootstrap_smoke,regularized_full_normalized_pysr_smoke_no_K2_fit_no_K1_refit,regularized_full_pysr_backreaction_sensitivity_no_measurement_validation,2.163727943130951,low_depth,2.163727943130951,1.1910254976183645e-05,2363.3202363555774,5.039628059272314e-09,1.0,nominal_smoke_range,False
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,0.93,2804.49133233327,2363.3202363555774,0.0,0.0597200054114817,0.0367008562208861,D_derivative_regularized_and_H_from_normalized_pysr_bootstrap_smoke,regularized_full_normalized_pysr_smoke_no_K2_fit_no_K1_refit,regularized_full_pysr_backreaction_sensitivity_no_measurement_validation,1.9290320688697316,mid_depth,1.9290320688697316,0.0,2363.3202363555774,0.0,1.0,nominal_smoke_range,False
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,0.934,2813.8063129198003,2363.3202363555774,5.955127488091822e-06,0.0598746212071951,0.0367008562208773,D_derivative_regularized_and_H_from_normalized_pysr_bootstrap_smoke,regularized_full_normalized_pysr_smoke_no_K2_fit_no_K1_refit,regularized_full_pysr_backreaction_sensitivity_no_measurement_validation,1.9256383776522592,mid_depth,1.9256383776522592,5.955127488091822e-06,2363.3202363555774,2.519814029636157e-09,1.0,nominal_smoke_range,False
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,1.317,3716.1124539233606,2327.36542678479,-5.955127488091822e-06,0.0738272798750494,0.0372863824209942,D_derivative_regularized_and_H_from_normalized_pysr_bootstrap_smoke,regularized_full_normalized_pysr_smoke_no_K2_fit_no_K1_refit,regularized_full_pysr_backreaction_sensitivity_no_measurement_validation,1.6980918527614477,mid_depth,1.6980918527614477,5.955127488091822e-06,2327.36542678479,2.558741923187677e-09,1.0,nominal_smoke_range,False
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,1.321,3725.51918120218,2327.3654267853717,-1.1910254976183645e-05,0.0739771457790188,0.0372863824209764,D_derivative_regularized_and_H_from_normalized_pysr_bootstrap_smoke,regularized_full_normalized_pysr_smoke_no_K2_fit_no_K1_refit,regularized_full_pysr_backreaction_sensitivity_no_measurement_validation,1.6962143369243234,mid_depth,1.6962143369243234,1.1910254976183645e-05,2327.3654267853717,5.117483846374075e-09,1.0,nominal_smoke_range,False
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,1.48,4099.436590535289,2327.3654267853717,0.0,0.0796758763354243,0.0372863824209942,D_derivative_regularized_and_H_from_normalized_pysr_bootstrap_smoke,regularized_full_normalized_pysr_smoke_no_K2_fit_no_K1_refit,regularized_full_pysr_backreaction_sensitivity_no_measurement_validation,1.6340568717580626,mid_depth,1.6340568717580626,0.0,2327.3654267853717,0.0,1.0,nominal_smoke_range,False
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,1.484,4108.8433178141095,2327.3654267836264,0.0,0.0798103856244553,0.0372863824209942,D_derivative_regularized_and_H_from_normalized_pysr_bootstrap_smoke,regularized_full_normalized_pysr_smoke_no_K2_fit_no_K1_refit,regularized_full_pysr_backreaction_sensitivity_no_measurement_validation,1.6328226690058425,mid_depth,1.6328226690058425,0.0,2327.3654267836264,0.0,1.0,nominal_smoke_range,False
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,2.33,6035.86153693517,2327.3654267836264,0.0,0.1117808200553079,0.0372863824209409,D_derivative_regularized_and_H_from_normalized_pysr_bootstrap_smoke,regularized_full_normalized_pysr_smoke_no_K2_fit_no_K1_refit,regularized_full_pysr_backreaction_sensitivity_no_measurement_validation,1.4262535395261535,high_depth,1.4262535395261535,0.0,2327.3654267836264,0.0,1.0,nominal_smoke_range,False
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,2.334,6045.170998642308,2327.36542678479,0.0,0.1119306859592773,0.0372863824209764,D_derivative_regularized_and_H_from_normalized_pysr_bootstrap_smoke,regularized_full_normalized_pysr_smoke_no_K2_fit_no_K1_refit,regularized_full_pysr_backreaction_sensitivity_no_measurement_validation,1.4255690683072562,high_depth,1.4255690683072562,0.0,2327.36542678479,0.0,1.0,nominal_smoke_range,False
