TransformID,ProductID,RowID,Quantity,z,ObservedValue,AuditPrediction,LogResidual,SigmaDiag,CovarianceIndex,x_z_normalized,x_chi_normalized,x_likelihood_native_index,BaselineID,TransformStatus,ClaimBoundary
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,0,DV_over_rs,0.295,7.94167639,7.902471939372378,0.0049487709687432565,0.009581347753941438,0,0.12660944206008581,0.2091506206047995,0.0,DESI_DR2_BASE_DESI_BAO_ALL_IMINUIT_BESTFIT_V0,PUBLIC_BESTFIT_BASELINE_PREFLIGHT_NOT_K2_SCORE,public_bestfit_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,1,DM_over_rs,0.51,13.58758434,13.256994422520243,0.0246311655067537,0.012391222789573143,1,0.21888412017167383,0.34169290109980066,0.08333333333333333,DESI_DR2_BASE_DESI_BAO_ALL_IMINUIT_BESTFIT_V0,PUBLIC_BESTFIT_BASELINE_PREFLIGHT_NOT_K2_SCORE,public_bestfit_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,2,DH_over_rs,0.51,21.86294686,22.471404074236467,-0.027450291158614304,0.01961621768221515,2,0.21888412017167383,0.34169290109980066,0.16666666666666666,DESI_DR2_BASE_DESI_BAO_ALL_IMINUIT_BESTFIT_V0,PUBLIC_BESTFIT_BASELINE_PREFLIGHT_NOT_K2_SCORE,public_bestfit_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,3,DM_over_rs,0.706,17.35069094,17.415188841090995,-0.0037104181164639666,0.010370262565945615,3,0.30300429184549355,0.4487307804855057,0.25,DESI_DR2_BASE_DESI_BAO_ALL_IMINUIT_BESTFIT_V0,PUBLIC_BESTFIT_BASELINE_PREFLIGHT_NOT_K2_SCORE,public_bestfit_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,4,DH_over_rs,0.706,19.45534918,20.00246101071092,-0.027733262158663848,0.017160834714924602,4,0.30300429184549355,0.4487307804855057,0.3333333333333333,DESI_DR2_BASE_DESI_BAO_ALL_IMINUIT_BESTFIT_V0,PUBLIC_BESTFIT_BASELINE_PREFLIGHT_NOT_K2_SCORE,public_bestfit_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,5,DM_over_rs,0.934,21.57563956,21.68077701862656,-0.004861136172673999,0.007498344864675307,5,0.4008583690987125,0.5584736664416251,0.41666666666666663,DESI_DR2_BASE_DESI_BAO_ALL_IMINUIT_BESTFIT_V0,PUBLIC_BESTFIT_BASELINE_PREFLIGHT_NOT_K2_SCORE,public_bestfit_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,6,DH_over_rs,0.934,17.64149464,17.479607952427717,0.00921883552292535,0.011396043968131467,6,0.4008583690987125,0.5584736664416251,0.5,DESI_DR2_BASE_DESI_BAO_ALL_IMINUIT_BESTFIT_V0,PUBLIC_BESTFIT_BASELINE_PREFLIGHT_NOT_K2_SCORE,public_bestfit_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,7,DM_over_rs,1.321,27.60085612,27.748402115927874,-0.005331466043956352,0.011758906085866645,7,0.5669527896995707,0.7144916260803531,0.5833333333333333,DESI_DR2_BASE_DESI_BAO_ALL_IMINUIT_BESTFIT_V0,PUBLIC_BESTFIT_BASELINE_PREFLIGHT_NOT_K2_SCORE,public_bestfit_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,8,DH_over_rs,1.321,14.17602155,14.04462165959169,0.009312391572454106,0.015840223586568034,8,0.5669527896995707,0.7144916260803531,0.6666666666666666,DESI_DR2_BASE_DESI_BAO_ALL_IMINUIT_BESTFIT_V0,PUBLIC_BESTFIT_BASELINE_PREFLIGHT_NOT_K2_SCORE,public_bestfit_baseline_export_not_finite_memory_validation
T1_BAO_DISTANCE_RATIO_RESIDUAL,DESI_DR2_BAO_ALL_GAUSSIAN,9,DM_over_rs,1.484,30.51190063,29.940380197665878,0.018908714537627845,0.02502491254489203,9,0.6369098712446352,0.7708337794944123,0.75,DESI_DR2_BASE_DESI_BAO_ALL_IMINUIT_BESTFIT_V0,PUBLIC_BESTFIT_BASELINE_PREFLIGHT_NOT_K2_SCORE,public_bestfit_baseline_export_not_finite_memory_validation
