ProtocolID,FreezeID,Status,GatesPassed,GatesTotal,RawProjectedNorm,CandidateNormBeforeNormalization,SmoothPSDProjectionOverlap,ProjectionNullAbsCorrelation,SpectralResidueRankFraction,OrientationAnchorMargin,BalancedRetainedNorm,MaxFamilyShare,MaxClockShare,MaxContextShare,ScoringAuthorized,SurvivalClaimAuthorized,TauCoreValidationClaimAuthorized,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_HESSIAN_RESIDUE_CANDIDATE_v1,P_TAUCOV_PARENT_HESSIAN_RESIDUE_CANDIDATE_PREFLIGHT_FAIL_NO_SCORING,6,7,1.1206848584348017,1.2666834795585917e-16,2.5570441632129657e-05,0.0031689019692280663,0.6060221504346557,-0.013887136532598933,0.9526874184714962,0.13443140702906006,0.137526862430535,0.31257021778706495,False,False,False,parent_hessian_residue_candidate_no_score_preflight
