ProtocolID,FreezeID,Status,GatesPassed,GatesTotal,TauNormRetainedAfterMorphologyProjection,SupportEntropyP3,SupportEntropyP4,KernelCorrelationWithP3,KernelCorrelationWithMorphologyNull,ProjectionNullAbsCorrelation,ShuffledSupportAbsCorrelation,MaxFamilyEnergyShare,MaxClockEnergyShare,UsesTargetResiduals,UsesScoreOutcome,ScoringAuthorized,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_P4_TAU_SPECIFIC_CANDIDATE_PREFLIGHT_v1,P_TAUCOV_P4_TAU_SPECIFIC_CANDIDATE_PREFLIGHT_FAIL_NO_SCORING,3,6,0.8309489698388166,0.6624895835336544,0.5942413953034713,0.9424155050068755,0.8893567053441822,0.8565316433152965,0.665272141460644,0.19882475456411108,0.16971387889717798,False,False,False,target_blind_p4_tau_specific_preflight_no_scoring
