PolicyID,Formula,LambdaComplexity,N_eff_Source,LossNormalization,AllowedForFutureBootstrap,AllowedForRetroactiveMeasurementScoring,AllowedForCurrentMeasurementValidation,UsesK2Target,UsesK1Refit,AllowsRhoGreaterThan4,UsesTargetSignGate,RequiredNextCheck,ClaimBoundary
SOURCE_NATIVE_NORMALIZED_CRITERIA3_V1,loss / loss_constant + lambda_complexity * (complexity - 1) / n_eff,1.0,route training row count,best finite constant expression loss from same hall of fame,True,False,False,False,False,False,False,rerun bootstrap-scale PySR with this selector frozen before source-native scoring,source_native_normalized_criteria3_selector_no_measurement_validation
