DiagnosisID,RouteID,SubsetID,Rows,K2ProjectedPilotScale,K2Energy,PilotLikeComponentEnergy,K2ResidualEnergy,PilotLikeEnergyFractionOfK2,ResidualEnergyFractionOfK2,CorrelationPilotComponentWithK2,CorrelationPilotComponentWithTarget,CorrelationResidualWithTarget,K2Chi2ToTarget,PilotComponentChi2ToTarget,K2ResidualChi2ToTarget,K1PlusLockedK2Chi2ToTarget,K1PlusResidualOnlyChi2ToTarget,ScaleFitAllowed,LockedK2Changed,MeasurementValidationAllowed,CurrentStatus,ClaimBoundary
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,all_depth,8,0.09399246301737078,1.1338003514857051,0.5018736707320224,0.6319266807536827,0.44264730565163346,0.5573526943483665,0.6121489487278755,0.09059321888083209,0.19212956506817583,13.215274786282366,16.072952252918792,14.65975770550011,11.700954622986748,12.950757802284647,False,False,False,DERIVATIVE_PILOT_COMPONENT_DIAGNOSTIC_ONLY,derivative_pilot_k2_component_split_no_measurement_validation
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,mid_high_depth,6,0.09412221022707193,1.085210042875162,0.5025034482988149,0.5827065945763473,0.4630471783761595,0.5369528216238406,0.5941714517697684,0.6175550802455333,0.41760626024060293,1.7116149493531636,3.1385653715166155,3.2513881976696393,1.2587145219066587,2.6011508222043553,False,False,False,DERIVATIVE_PILOT_COMPONENT_DIAGNOSTIC_ONLY,derivative_pilot_k2_component_split_no_measurement_validation
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,high_depth,3,0.09696972183451043,1.0737208218606804,0.5237724859177938,0.5499483359428867,0.48781068156071894,0.5121893184392812,0.2575940302427866,0.5858471413896209,0.31657041497821437,0.824353536557815,1.881420012349547,2.532499701056097,0.5043557734668077,1.9973476562903465,False,False,False,DERIVATIVE_PILOT_COMPONENT_DIAGNOSTIC_ONLY,derivative_pilot_k2_component_split_no_measurement_validation
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,mid_depth,3,-0.0613065105939263,0.01148922101448168,0.003835463087902944,0.007653757926578736,0.3338314306138339,0.666168569386166,0.3061341409682156,0.05784298497550563,0.9949627877576671,0.8872614127953489,1.0117742122221633,0.9642596435584465,0.7543587484398508,0.8238668845243154,False,False,False,DERIVATIVE_PILOT_COMPONENT_DIAGNOSTIC_ONLY,derivative_pilot_k2_component_split_no_measurement_validation
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,low_depth,2,0.00783683567390121,0.0485903086105429,5.246270399709751e-06,0.04858506234014319,0.00010796948094648321,0.9998920305190535,0.9999999999999999,-1.0,-1.0,11.503659836929204,12.846864626141635,11.495891763091016,10.442240101080088,10.434670897027942,False,False,False,DERIVATIVE_PILOT_COMPONENT_DIAGNOSTIC_ONLY,derivative_pilot_k2_component_split_no_measurement_validation
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,all_depth,8,0.08919542408096652,1.191956144129139,0.42993457693537396,0.7620215671937652,0.3606966406045841,0.6393033593954159,0.5109092569089819,0.08945601629190696,0.1843152232502892,13.93972224709762,17.448920498688373,15.479300816719718,12.238080431619863,13.602696247545694,False,False,False,DERIVATIVE_PILOT_COMPONENT_DIAGNOSTIC_ONLY,derivative_pilot_k2_component_split_no_measurement_validation
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,mid_high_depth,6,0.08935208847284844,1.1515708038323473,0.43137371755821124,0.7201970862741357,0.37459591379238655,0.6254040862076131,0.4773188409634699,0.5446014049466127,0.5183646501612079,1.7635599739890684,3.872025036325496,3.314480119207741,1.1717669082102655,2.5465455172080977,False,False,False,DERIVATIVE_PILOT_COMPONENT_DIAGNOSTIC_ONLY,derivative_pilot_k2_component_split_no_measurement_validation
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,high_depth,3,0.09124588254239854,1.0630205492780063,0.4470791975637954,0.6159413517142108,0.42057436976871937,0.5794256302312806,0.010918578853670135,0.3839472950423062,0.284219565541495,1.1517151657837967,2.6923026574564584,2.7739154864837485,0.7135036155597119,2.1500177168033123,False,False,False,DERIVATIVE_PILOT_COMPONENT_DIAGNOSTIC_ONLY,derivative_pilot_k2_component_split_no_measurement_validation
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,mid_depth,3,-0.21586569911941655,0.08855025455434098,0.015525589544296224,0.07302466501004476,0.17533082905784955,0.8246691709421504,-0.3962771125707321,-0.7369198584044186,0.9395841528281402,0.6118448082052715,1.0175761971597306,0.7027108144332987,0.45826329265055354,0.5353809087051711,False,False,False,DERIVATIVE_PILOT_COMPONENT_DIAGNOSTIC_ONLY,derivative_pilot_k2_component_split_no_measurement_validation
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,low_depth,2,-0.8432785230393345,0.04038534029679189,0.0064553520979650746,0.03392998819882681,0.15984394462259544,0.8401560553774045,1.0,-1.0,1.0,12.176162273108552,13.484036354072796,12.257679805802056,11.066313523409598,11.139606334289606,False,False,False,DERIVATIVE_PILOT_COMPONENT_DIAGNOSTIC_ONLY,derivative_pilot_k2_component_split_no_measurement_validation
