AuditID,RouteID,FamilyID,SampleID,Rows,SurrogateBackreactionChi2,K1Chi2AgainstTarget,K2Chi2AgainstTarget,DeltaChi2_K2_minus_SurrogateBackreaction,DeltaChi2_K2_minus_K1,CorrelationWithTarget,CorrelationWithK2,StableSignMatchesTarget,StableSignMatchesK2,StableRows,LockedK2Changed,ScaleFitAllowed,MeasurementValidationAllowed,ClaimBoundary
SOURCE_NATIVE_SURROGATE_BRIDGE_SCORECARD_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,QR_CRITERIA_1,0,8,25.315656446343617,15.418161337537862,13.215274786282366,-12.10038166006125,-2.202886551255496,0.073675281660072,-0.7239950968896912,4,4,5,False,False,False,source_native_surrogate_bridge_scorecard_no_measurement_validation
SOURCE_NATIVE_SURROGATE_BRIDGE_SCORECARD_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,QR_CRITERIA_2,0,8,15.329267646322212,15.418161337537862,13.215274786282366,-2.113992860039845,-2.202886551255496,0.14424836462741314,0.6525383821099686,3,3,5,False,False,False,source_native_surrogate_bridge_scorecard_no_measurement_validation
SOURCE_NATIVE_SURROGATE_BRIDGE_SCORECARD_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,QR_CRITERIA_3,0,8,53.6177035351745,15.418161337537862,13.215274786282366,-40.402428748892135,-2.202886551255496,0.09059321888083208,0.6121489487278754,2,2,5,False,False,False,source_native_surrogate_bridge_scorecard_no_measurement_validation
SOURCE_NATIVE_SURROGATE_BRIDGE_SCORECARD_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,QR_DESI,0,8,57.638427116004735,15.418161337537862,13.215274786282366,-44.42315232972237,-2.202886551255496,0.09818044351732631,0.6289890285410231,1,1,5,False,False,False,source_native_surrogate_bridge_scorecard_no_measurement_validation
SOURCE_NATIVE_SURROGATE_BRIDGE_SCORECARD_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,QR_EBOSS,0,8,1255.1032805930317,15.418161337537862,13.215274786282366,-1241.8880058067493,-2.202886551255496,-0.08856789263903671,-0.4456570607539467,3,3,5,False,False,False,source_native_surrogate_bridge_scorecard_no_measurement_validation
SOURCE_NATIVE_SURROGATE_BRIDGE_SCORECARD_V1,REGISTERED_SHRINKAGE_WHITENED,QR_CRITERIA_1,0,8,27.546980138461585,16.62461504244635,13.93972224709762,-13.607257891363965,-2.6848927953487305,0.0757810422513774,-0.6989473376311208,3,3,5,False,False,False,source_native_surrogate_bridge_scorecard_no_measurement_validation
SOURCE_NATIVE_SURROGATE_BRIDGE_SCORECARD_V1,REGISTERED_SHRINKAGE_WHITENED,QR_CRITERIA_2,0,8,16.51058903136761,16.62461504244635,13.93972224709762,-2.570866784269988,-2.6848927953487305,0.15354047516188293,0.5620184807751024,3,3,5,False,False,False,source_native_surrogate_bridge_scorecard_no_measurement_validation
SOURCE_NATIVE_SURROGATE_BRIDGE_SCORECARD_V1,REGISTERED_SHRINKAGE_WHITENED,QR_CRITERIA_3,0,8,50.94785700766944,16.62461504244635,13.93972224709762,-37.00813476057182,-2.6848927953487305,0.08945601629190691,0.5109092569089819,2,2,5,False,False,False,source_native_surrogate_bridge_scorecard_no_measurement_validation
SOURCE_NATIVE_SURROGATE_BRIDGE_SCORECARD_V1,REGISTERED_SHRINKAGE_WHITENED,QR_DESI,0,8,54.222072892816826,16.62461504244635,13.93972224709762,-40.282350645719205,-2.6848927953487305,0.0853667494727706,0.49657511790356235,1,1,5,False,False,False,source_native_surrogate_bridge_scorecard_no_measurement_validation
SOURCE_NATIVE_SURROGATE_BRIDGE_SCORECARD_V1,REGISTERED_SHRINKAGE_WHITENED,QR_EBOSS,0,8,1236.5820704131213,16.62461504244635,13.93972224709762,-1222.6423481660236,-2.6848927953487305,-0.0711694605648311,-0.318700409136335,2,2,5,False,False,False,source_native_surrogate_bridge_scorecard_no_measurement_validation
