AuditID,ProtocolID,KernelID,FoldID,FoldClass,PrimaryOOS,TrainRows,TestRows,TestFamilies,TestClockBlocks,Alpha,Sigma2,TrainNLL_Kernel,TestNLL_Baseline,TestNLL_Kernel,DeltaNLL_BaselineMinusKernel,MeanCoefficients,ClaimBoundary
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,lofo_REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,primary_leave_one_family_out,True,24,12,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,all,0.008908217149280728,0.07689172008303877,3.268869934507773,-0.351757882992322,-0.38705881142542964,0.035300928433107615,2.6951687124881012;-1.3166361162023441;0.31345762181020187,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,lofo_REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,primary_leave_one_family_out,True,24,12,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,all,0.0,0.06252680176286447,0.7886049654583083,3.451308068771443,3.451308068771443,0.0,2.5959277623886443;-1.207053439523087;0.2841008883288178,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,lofo_REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,primary_leave_one_family_out,True,24,12,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,all,0.0,0.00439929639026031,-31.06120314888241,347.1556419414892,347.1556419414892,0.0,3.2486771139965382;-1.7416057177294322;0.41429318025291512,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_clock_block_0,primary_contiguous_clock_block,True,24,12,all,clock_block_0,0.15427107962537767,0.028434818136680917,-9.275441717078092,24.30731025073299,24.673521780927018,-0.36621153019402897,2.4165369685231366;-0.85510334026641788;0.17062087184813651,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_clock_block_1,primary_contiguous_clock_block,True,24,12,all,clock_block_1,0.26460262131531764,0.0738794788698444,2.26791556700665,-1.2223137602614766,-1.2535843296652214,0.03127056940374473,2.8541626463494025;-1.4148146620738924;0.33211864657246221,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_clock_block_2,primary_contiguous_clock_block,True,24,12,all,clock_block_2,0.0,0.08301085989211031,4.18911874486016,36.94106324407466,36.94106324407466,0.0,3.2147062210776287;-2.3834674282122537;0.87132845021312699,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_clock_even,secondary_interleaved_clock_holdout,False,18,18,all,clock_index_even,0.0,0.055781779523227853,-0.43587835515406326,2.1287771952544254,2.1287771952544254,0.0,2.7318632255554096;-1.2587972492653392;0.28715599596509717,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_clock_odd,secondary_interleaved_clock_holdout,False,18,18,all,clock_index_odd,0.0,0.06948266042315776,1.5407911670021281,-0.045591502042967136,-0.045591502042967136,0.0,2.9201049168113107;-1.5219577297782436;0.3674199337085664,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY_clock_block_0,secondary_family_x_clock_block,False,32,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,clock_block_0,0.10493503267611473,0.06244661033817724,0.8162417427421502,1.2597060987194206,0.5648377429406422,0.6948683557787785,2.6147497552959944;-1.1260076389854967;0.25202464502196947,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY_clock_block_1,secondary_family_x_clock_block,False,32,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,clock_block_1,0.0,0.06883352835107663,2.589003909499624,-1.0705333060582927,-1.0705333060582927,0.0,2.8847092033094781;-1.5215890349621315;0.37358119886065755,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY_clock_block_2,secondary_family_x_clock_block,False,32,4,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,clock_block_2,0.0,0.06897673733783176,2.6222575223770654,-1.1055674482309001,-1.1055674482309001,0.0,2.8776607941357817;-1.4793694041631245;0.35017298777352185,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY_clock_block_0,secondary_family_x_clock_block,False,32,4,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,clock_block_0,0.003028109307601754,0.05345819956054538,-1.4562901796099013,5.372092043584742,5.35579399078611,0.016298052798632057,2.5140207269693948;-1.0001066538353909;0.21620812949942098,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY_clock_block_1,secondary_family_x_clock_block,False,32,4,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,clock_block_1,0.08994455871402163,0.0677887109447359,2.1882281922606914,-0.7877934296520523,-0.871543447346113,0.08375001769406065,2.8888391599892449;-1.5384684374308548;0.38031612150423288,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY_clock_block_2,secondary_family_x_clock_block,False,32,4,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,clock_block_2,0.0,0.06876609679456354,2.573322108194784,-1.0456820284864774,-1.0456820284864774,0.0,2.878206195660455;-1.4798544620764875;0.34968063696211721,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY_clock_block_0,secondary_family_x_clock_block,False,32,4,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,clock_block_0,0.011225590746637116,0.02722060190452902,-12.275049316004043,33.358416219421,30.306349265581815,3.052066953839187,3.3453326222606132;-2.0294570839064203;0.5072227511791102,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY_clock_block_1,secondary_family_x_clock_block,False,32,4,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,clock_block_1,0.09715109473235266,0.0574595289431602,-0.6079993232681922,2.5034456493744646,2.284222903470841,0.21922274590362356,2.7783870016716317;-1.21161258036469;0.25776280026672754,parent_action_primary_scorecard_no_survival_claim
P_TAUCOV_PARENT_ACTION_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_PARENT_ACTION_PSD_COVARIANCE_KERNEL,holdout_REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY_clock_block_2,secondary_family_x_clock_block,False,32,4,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,clock_block_2,0.0,0.06637083907749462,2.006073230821137,-0.22930394533369025,-0.22930394533369025,0.0,2.8298668069426145;-1.4039325158562606;0.34834085471615162,parent_action_primary_scorecard_no_survival_claim
