AuditID,RouteID,SampleID,SubsetID,Rows,ProjectedScale,PilotLikeEnergyFractionOfK2,ResidualEnergyFractionOfK2,ScaleFitAllowed,LockedK2Changed,MeasurementValidationAllowed,ClaimBoundary
DERIVATIVE_PILOT_COMPONENT_UNCERTAINTY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,15,high_depth,3,-0.0476198996139331,0.583168075124403,0.41683192487559695,False,False,False,derivative_pilot_component_uncertainty_no_measurement_validation
DERIVATIVE_PILOT_COMPONENT_UNCERTAINTY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,15,mid_depth,3,0.03328626616409392,0.42963224775206293,0.570367752247937,False,False,False,derivative_pilot_component_uncertainty_no_measurement_validation
DERIVATIVE_PILOT_COMPONENT_UNCERTAINTY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,15,low_depth,2,0.05803097962666581,0.06031179868083535,0.9396882013191646,False,False,False,derivative_pilot_component_uncertainty_no_measurement_validation
DERIVATIVE_PILOT_COMPONENT_UNCERTAINTY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,16,all_depth,8,-0.37285945026097606,0.6352561845944552,0.36474381540554485,False,False,False,derivative_pilot_component_uncertainty_no_measurement_validation
DERIVATIVE_PILOT_COMPONENT_UNCERTAINTY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,16,mid_high_depth,6,-0.38454664864487,0.699887587071818,0.30011241292818197,False,False,False,derivative_pilot_component_uncertainty_no_measurement_validation
DERIVATIVE_PILOT_COMPONENT_UNCERTAINTY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,16,high_depth,3,-0.4085405779143467,0.7511534847805282,0.24884651521947176,False,False,False,derivative_pilot_component_uncertainty_no_measurement_validation
DERIVATIVE_PILOT_COMPONENT_UNCERTAINTY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,16,mid_depth,3,-0.003114267243453572,0.0002565988172797397,0.9997434011827204,False,False,False,derivative_pilot_component_uncertainty_no_measurement_validation
DERIVATIVE_PILOT_COMPONENT_UNCERTAINTY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,16,low_depth,2,0.9744082095905914,0.8706282921642017,0.12937170783579843,False,False,False,derivative_pilot_component_uncertainty_no_measurement_validation
DERIVATIVE_PILOT_COMPONENT_UNCERTAINTY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,17,all_depth,8,-0.054498575431020255,0.4313190122987506,0.5686809877012494,False,False,False,derivative_pilot_component_uncertainty_no_measurement_validation
DERIVATIVE_PILOT_COMPONENT_UNCERTAINTY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,17,mid_high_depth,6,-0.05481589524775019,0.45544299375280767,0.5445570062471923,False,False,False,derivative_pilot_component_uncertainty_no_measurement_validation
DERIVATIVE_PILOT_COMPONENT_UNCERTAINTY_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,17,high_depth,3,-0.05743611644883274,0.4896056714120451,0.5103943285879549,False,False,False,derivative_pilot_component_uncertainty_no_measurement_validation
