AuditID,RouteID,FamilyID,SampleID,Rows,SmokeBackreactionChi2,K1Chi2AgainstTarget,K2Chi2AgainstTarget,DeltaChi2_K2_minus_SmokeBackreaction,DeltaChi2_K2_minus_K1,CorrelationWithTarget,CorrelationWithK2,StableSignMatchesTarget,StableSignMatchesK2,StableRows,LockedK2Changed,ScaleFitAllowed,MeasurementValidationAllowed,ClaimBoundary
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_BRIDGE_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,8,45.70392617023057,15.418161337537862,13.215274786282366,-32.4886513839482,-2.202886551255496,-0.5313239454323262,0.44006958907256555,0,0,5,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_BRIDGE_V1,REGISTERED_SHRINKAGE_WHITENED,REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,8,47.77752358789729,16.62461504244635,13.93972224709762,-33.83780134079967,-2.6848927953487305,-0.6301279699343041,0.5179780803868635,0,0,5,False,False,False,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
