RouteFamily,RouteClass,MidHighComponentFraction,HighComponentFraction,LowComponentFraction,MidHighResidualFraction,HighResidualFraction,MidHighTargetCorrelation,ResidualTargetCorrelation,SourceNative,CovarianceReady,MeasurementValidationAllowed,ClaimBoundary
PROVISIONAL_BAO_ONLY,provisional_bao_only_polynomial_reconstruction,0.5759279895479731,0.6836437174328374,,0.4240720104520269,0.31635628256716264,0.6852225834816309,0.3124208944564542,False,False,False,backreaction_route_adjudication_no_measurement_validation
PUBLIC_SN_BAO_DERIVATIVE_PILOT,fixed_polynomial_public_training_input_pilot,0.418821546084273,0.4541925256647191,0.0799759570517709,0.5811784539157269,0.5458074743352809,0.581078242596073,0.4679854552009054,False,False,False,backreaction_route_adjudication_no_measurement_validation
